district_code,district_name,state_code,state_name,complex_code,court_name,est_code,cino,case_no,fil_no,fil_year,reg_no,reg_year,type_name,date_of_decision,date_of_filing,dt_regis,disp_name,disp_nature
23,Palwal,14,Haryana,1,"District and Sessions Courts, Palwal",HRPL01,HRPL010038362018,204700000732018,2097,2018,73,2018,REMP,2018-11-02,2018-09-01,2018-09-01,Attached with main file,1008
23,Palwal,14,Haryana,1,"District and Sessions Courts, Palwal",HRPL01,HRPL010028452018,204700000532018,1526,2018,53,2018,REMP,2018-07-18,2018-07-05,2018-07-05,Attached with main file,1008
23,Palwal,14,Haryana,1,"Criminal Courts, Palwal",HRPL03,HRPL030015512020,204700002752020,1541,2020,275,2020,REMP,2020-03-12,2020-03-12,2020-03-12,Attached with main file,1007
23,Palwal,14,Haryana,1,"Criminal Courts, Palwal",HRPL03,HRPL030026412019,204700004392019,2633,2019,439,2019,REMP,2019-05-31,2019-04-09,2019-04-09,Attached with main file,1007
23,Palwal,14,Haryana,1,"Criminal Courts, Palwal",HRPL03,HRPL030041952019,204700007352019,4181,2019,735,2019,REMP,2019-06-14,2019-06-14,2019-06-14,DISPOSED OF WITH DIRECTIONS,36
23,Palwal,14,Haryana,1,"District and Sessions Courts, Palwal",HRPL01,HRPL010009522019,204700000242019,554,2019,24,2019,REMP,2019-03-08,2019-03-01,2019-03-01,Attached with main file,1008
23,Palwal,14,Haryana,1,"District and Sessions Courts, Palwal",HRPL01,HRPL010001692019,204700000052019,94,2019,5,2019,REMP,2019-02-04,2019-01-11,2019-01-11,Attached with main file,1008
23,Palwal,14,Haryana,1,"Criminal Courts, Palwal",HRPL03,HRPL030004852020,202400000192020,484,2020,19,2020,CRM,2020-01-24,2020-01-21,2020-01-21,DISPOSED OF WITH DIRECTIONS,36
13,Sonepat,14,Haryana,101,"District and Sessions Courts, Sonipat",HRSO01,HRSO010030382016,203400001232016,1151,2016,123,2016,SC,2016-12-21,2016-04-29,2016-04-29,DISPOSED OF WITH DIRECTIONS,36
23,Palwal,14,Haryana,1,"District and Sessions Courts, Palwal",HRPL01,HRPL010040952018,204700000802018,2274,2018,80,2018,REMP,2018-11-03,2018-09-15,2018-09-15,Attached with main file,1008
13,Sonepat,14,Haryana,101,"District and Sessions Courts, Sonipat",HRSO01,HRSO010003152017,202400000352017,162,2017,35,2017,Crm,2017-02-04,2017-01-12,2017-01-13,DISPOSED OF WITH DIRECTIONS,36
13,Sonepat,14,Haryana,101,"District and Sessions Courts, Sonipat",HRSO01,HRSO010027042015,202500005822015,1141,2015,582,2015,BA,2015-04-29,2015-04-24,2015-04-27,DISPOSED OF WITH DIRECTIONS,36
13,Sonepat,14,Haryana,101,"District and Sessions Courts, Sonipat",HRSO01,HRSO010003252018,203400000132018,137,2018,13,2018,SC,2018-09-25,2018-01-09,2018-01-09,TRANSFER,1
13,Sonepat,14,Haryana,101,"District and Sessions Courts, Sonipat",HRSO01,HRSO010003182017,202400000382017,165,2017,38,2017,Crm,2017-02-01,2017-01-12,2017-01-13,DISPOSED OF WITH DIRECTIONS,36
13,Sonepat,14,Haryana,101,"District and Sessions Courts, Sonipat",HRSO01,HRSO010076152015,203400003702015,3347,2015,370,2015,SC,2015-12-11,2015-11-23,2015-11-23,DISPOSED OF WITH DIRECTIONS,36
13,Sonepat,14,Haryana,101,"District and Sessions Courts, Sonipat",HRSO01,HRSO010057132015,203400002802015,2506,2015,280,2015,SC,2015-10-07,2015-09-02,2015-09-03,TRANSFER,1
13,Sonepat,14,Haryana,101,"District and Sessions Courts, Sonipat",HRSO01,HRSO010075122015,202500016352015,3305,2015,1635,2015,BA,2015-11-21,2015-11-19,2015-11-19,DISPOSED OF WITH DIRECTIONS,36
13,Sonepat,14,Haryana,101,"Criminal Courts, Sonipat",HRSO03,HRSO030024292014,203600102302014,2714,2014,10230,2014,CHI,2016-12-19,2014-07-10,2014-07-10,CONSIGNED AFTER PROCEEDING U/S 299 CR.P.C,38
13,Sonepat,14,Haryana,101,"District and Sessions Courts, Sonipat",HRSO01,HRSO010013802017,202500002252017,622,2017,225,2017,BA,2017-02-18,2017-02-16,2017-02-16,DISPOSED OF WITH DIRECTIONS,36
13,Sonepat,14,Haryana,101,"District and Sessions Courts, Sonipat",HRSO01,HRSO010003882016,202500000812016,158,2016,81,2016,BA,2016-01-25,2016-01-15,2016-01-15,DISPOSED OF WITH DIRECTIONS,36
13,Sonepat,14,Haryana,101,"Criminal Courts, Sonipat",HRSO03,HRSO030033252014,203600104262014,3640,2014,10426,2014,CHI,2014-10-01,2014-09-02,2014-09-02,TRANSFER,1
13,Sonepat,14,Haryana,101,"District and Sessions Courts, Sonipat",HRSO01,HRSO010018112016,202500003242016,638,2016,324,2016,BA,2016-03-11,2016-03-09,2016-03-09,DISMISSED AS NOT SATISFIED,37
13,Sonepat,14,Haryana,103,"Criminal Courts, Kharkhoda",HRSOC1,HRSOC10001182016,203700000212016,113,2016,21,2016,CHA,2016-03-21,2016-03-09,2016-03-09,TRANSFER,1
13,Sonepat,14,Haryana,101,"District and Sessions Courts, Sonipat",HRSO01,HRSO010065392015,202400001402015,2852,2015,140,2015,Crm,2016-03-29,2015-10-03,2015-10-03,DISPOSED OF WITH DIRECTIONS,36
13,Sonepat,14,Haryana,101,"District and Sessions Courts, Sonipat",HRSO01,HRSO010033592015,203400001522015,1380,2015,152,2015,SC,2015-06-05,2015-05-19,2015-05-19,DISPOSED OF WITH DIRECTIONS,36
13,Sonepat,14,Haryana,101,"District and Sessions Courts, Sonipat",HRSO01,HRSO010050692014,203400011232014,2302,2014,1123,2014,SC,2015-09-08,2014-09-25,2014-09-26,CONSIGNED AFTER PROCEEDING U/S 299 CR.P.C,38
3,Ambala,14,Haryana,101,"District and Sessions Court, Ambala",HRAM01,HRAM010077442019,202400005792019,3621,2019,579,2019,CRM,2019-11-25,2019-11-19,2019-11-19,DISPOSED OF WITH DIRECTIONS,36
13,Sonepat,14,Haryana,101,"District and Sessions Courts, Sonipat",HRSO01,HRSO010000542016,203400000052016,29,2016,5,2016,SC,2016-01-15,2016-01-04,2016-01-04,TRANSFER,1
13,Sonepat,14,Haryana,101,"District and Sessions Courts, Sonipat",HRSO01,HRSO010026762016,203400001092016,1007,2016,109,2016,SC,2016-12-21,2016-04-18,2016-04-19,DISPOSED OF WITH DIRECTIONS,36
13,Sonepat,14,Haryana,101,"Criminal Courts, Sonipat",HRSO03,HRSO030065772019,202300001332019,6576,2019,133,2019,JJB,2019-10-19,2019-09-16,2019-09-16,TRANSFER,1
3,Ambala,14,Haryana,101,"District and Sessions Court, Ambala",HRAM01,HRAM010047432019,202400003292019,2190,2019,329,2019,CRM,2019-08-08,2019-07-20,2019-07-20,DISPOSED OF WITH DIRECTIONS,36
3,Ambala,14,Haryana,101,"Criminal Courts, Ambala",HRAM03,HRAM030025932020,205700004082020,2593,2020,408,2020,Ucr,2020-03-16,2020-03-13,2020-03-13,TRANSFERRED,1
3,Ambala,14,Haryana,101,"District and Sessions Court, Ambala",HRAM01,HRAM010039052019,202400002512019,1731,2019,251,2019,CRM,2019-07-20,2019-06-06,2019-06-06,DISPOSED OF WITH DIRECTIONS,36
3,Ambala,14,Haryana,101,"District and Sessions Court, Ambala",HRAM01,HRAM010095282018,202400004072018,5618,2018,407,2018,CRM,2018-11-28,2018-11-26,2018-11-26,DISPOSED OF WITH DIRECTIONS,36
3,Ambala,14,Haryana,101,"District and Sessions Court, Ambala",HRAM01,HRAM010015582016,202500002822016,650,2016,282,2016,BA,2016-03-15,2016-03-09,2016-03-10,DISPOSED OF WITH DIRECTIONS,36
3,Ambala,14,Haryana,101,"District and Sessions Court, Ambala",HRAM01,HRAM010079742019,202400006062019,3737,2019,606,2019,CRM,2020-01-18,2019-11-28,2019-11-28,DISPOSED OF WITH DIRECTIONS,36
3,Ambala,14,Haryana,101,"Criminal Courts, Ambala",HRAM03,HRAM030045302019,203800000952019,4530,2019,95,2019,Comi,2019-06-01,2019-05-09,2019-05-09,DISPOSED OF WITH DIRECTIONS,36
3,Ambala,14,Haryana,101,"District and Sessions Court, Ambala",HRAM01,HRAM010005362020,202400000472020,289,2020,47,2020,CRM,2020-01-30,2020-01-21,2020-01-21,DISPOSED OF WITH DIRECTIONS,36
3,Ambala,14,Haryana,101,"District and Sessions Court, Ambala",HRAM01,HRAM010062622019,202400004392019,2869,2019,439,2019,CRM,2019-10-19,2019-09-17,2019-09-17,DISPOSED OF WITH DIRECTIONS,36
3,Ambala,14,Haryana,101,"District and Sessions Court, Ambala",HRAM01,HRAM010015422018,202400000752018,779,2018,75,2018,CRM,2018-04-19,2018-03-08,2018-03-09,DISPOSED OF WITH DIRECTIONS,36
3,Ambala,14,Haryana,101,"District and Sessions Court, Ambala",HRAM01,HRAM010057902019,202400003992019,2672,2019,399,2019,CRM,2019-09-13,2019-08-30,2019-08-30,DISPOSED OF WITH DIRECTIONS,36
3,Ambala,14,Haryana,101,"District and Sessions Court, Ambala",HRAM01,HRAM010043492019,202400002952019,1989,2019,295,2019,CRM,2019-07-25,2019-07-08,2019-07-08,DISPOSED OF WITH DIRECTIONS,36
3,Ambala,14,Haryana,101,"District and Sessions Court, Ambala",HRAM01,HRAM010081952018,203400002242018,4841,2018,224,2018,SC,2019-01-04,2018-10-06,2018-10-06,DISPOSED OF WITH DIRECTIONS,36
3,Ambala,14,Haryana,101,"District and Sessions Court, Ambala",HRAM01,HRAM010010542020,202400001062020,531,2020,106,2020,CRM,2020-03-17,2020-02-11,2020-02-11,DISPOSED OF WITH DIRECTIONS,36
3,Ambala,14,Haryana,101,"District and Sessions Court, Ambala",HRAM01,HRAM010009582019,202400000562019,436,2019,56,2019,CRM,2019-02-08,2019-02-06,2019-02-06,DISPOSED OF WITH DIRECTIONS,36
3,Ambala,14,Haryana,101,"Criminal Courts, Ambala",HRAM03,HRAM030010842018,202300000092018,1084,2018,9,2018,Jjb,2018-05-02,2018-01-24,2018-01-24,Confession,40
3,Ambala,14,Haryana,101,"District and Sessions Court, Ambala",HRAM01,HRAM010008562020,202400000902020,435,2020,90,2020,CRM,2020-03-04,2020-01-31,2020-01-31,DISPOSED OF WITH DIRECTIONS,36
3,Ambala,14,Haryana,101,"District and Sessions Court, Ambala",HRAM01,HRAM010077282017,203400002062017,4072,2017,206,2017,SC,2018-03-08,2017-11-06,2017-11-06,TRANSFERRED,1
3,Ambala,14,Haryana,101,"District and Sessions Court, Ambala",HRAM01,HRAM010054092019,202400003752019,2494,2019,375,2019,CRM,2019-10-19,2019-08-16,2019-08-16,DISPOSED OF WITH DIRECTIONS,36
3,Ambala,14,Haryana,101,"District and Sessions Court, Ambala",HRAM01,HRAM010084242017,202400003682017,4424,2017,368,2017,CRM,2017-12-05,2017-12-05,2017-12-05,DISPOSED OF WITH DIRECTIONS,36
3,Ambala,14,Haryana,101,"District and Sessions Court, Ambala",HRAM01,HRAM010034962018,202400001192018,2330,2018,119,2018,CRM,2019-05-23,2018-04-12,2018-04-12,CONSIGNED AFTER PROCEEDING U/S 299 CR.P.C,38
3,Ambala,14,Haryana,101,"District and Sessions Court, Ambala",HRAM01,HRAM010057892019,202400004002019,2671,2019,400,2019,CRM,2019-09-13,2019-08-30,2019-08-30,DISPOSED OF WITH DIRECTIONS,36
3,Ambala,14,Haryana,101,"District and Sessions Court, Ambala",HRAM01,HRAM010007482014,200600000072014,636,2014,7,2014,RA,2015-03-07,2014-02-05,2014-02-06,DISPOSED OF WITH DIRECTIONS,36
3,Ambala,14,Haryana,101,"District and Sessions Court, Ambala",HRAM01,HRAM010093132018,202500017622018,5484,2018,1762,2018,BA,2018-11-22,2018-11-17,2018-11-17,DISPOSED OF WITH DIRECTIONS,36
3,Ambala,14,Haryana,101,"District and Sessions Court, Ambala",HRAM01,HRAM010077552019,202400005832019,3629,2019,583,2019,CRM,2019-12-16,2019-11-19,2019-11-19,DISPOSED OF WITH DIRECTIONS,36
3,Ambala,14,Haryana,101,"Criminal Courts, Ambala",HRAM03,HRAM030061702017,203600008922017,6165,2017,892,2017,Chi,2017-07-11,2017-06-14,2017-06-14,TRANSFERRED,1
3,Ambala,14,Haryana,101,"District and Sessions Court, Ambala",HRAM01,HRAM010004542019,203400000102019,195,2019,10,2019,SC,2019-01-22,2019-01-16,2019-01-17,DISPOSED OF WITH DIRECTIONS,36
3,Ambala,14,Haryana,101,"Criminal Courts, Ambala",HRAM03,HRAM030022562015,203700000892015,2215,2015,89,2015,Cha,2015-10-16,2015-03-11,2015-03-11,CONSIGNED AFTER PROCEEDING U/S 299 CR.P.C,38
3,Ambala,14,Haryana,101,"District and Sessions Court, Ambala",HRAM01,HRAM010045712016,202400001502016,2000,2016,150,2016,CRM,2016-11-17,2016-08-03,2016-08-04,DISPOSED OF WITH DIRECTIONS,36
3,Ambala,14,Haryana,101,"District and Sessions Court, Ambala",HRAM01,HRAM010011582014,200600000122014,979,2014,12,2014,RA,2014-03-27,2014-02-25,2014-02-26,DISPOSED OF WITH DIRECTIONS,36
3,Ambala,14,Haryana,101,"District and Sessions Court, Ambala",HRAM01,HRAM010075042019,202500017682019,3485,2019,1768,2019,BA,2019-11-15,2019-11-08,2019-11-13,DISPOSED OF WITH DIRECTIONS,36
3,Ambala,14,Haryana,101,"Criminal Courts, Ambala",HRAM03,HRAM030050942019,202300000352019,5094,2019,35,2019,Jjb,2019-07-10,2019-05-28,2019-05-28,Confession,40
3,Ambala,14,Haryana,101,"District and Sessions Court, Ambala",HRAM01,HRAM010064102017,202400002832017,3354,2017,283,2017,CRM,2017-09-18,2017-09-15,2017-09-15,DISPOSED OF WITH DIRECTIONS,36
3,Ambala,14,Haryana,101,"District and Sessions Court, Ambala",HRAM01,HRAM010073582019,202500017232019,3409,2019,1723,2019,BA,2019-11-02,2019-11-02,2019-11-02,DISPOSED OF WITH DIRECTIONS,36
3,Ambala,14,Haryana,101,"District and Sessions Court, Ambala",HRAM01,HRAM010016232019,203500000412019,719,2019,41,2019,CRA,2019-03-14,2019-03-08,2019-03-11,DISPOSED OF WITH DIRECTIONS,36
3,Ambala,14,Haryana,101,"District and Sessions Court, Ambala",HRAM01,HRAM010004862020,202400000442020,262,2020,44,2020,CRM,2020-01-28,2020-01-20,2020-01-20,DISPOSED OF WITH DIRECTIONS,36
3,Ambala,14,Haryana,101,"District and Sessions Court, Ambala",HRAM01,HRAM010035212016,202400001142016,1542,2016,114,2016,CRM,2016-07-25,2016-06-06,2016-06-06,DISPOSED OF WITH DIRECTIONS,36
3,Ambala,14,Haryana,101,"Criminal Courts, Ambala",HRAM03,HRAM030091712018,203700003982018,9168,2018,398,2018,Cha,2018-09-29,2018-07-31,2018-07-31,Sine Die,41
3,Ambala,14,Haryana,101,"District and Sessions Court, Ambala",HRAM01,HRAM010036722019,202500007912019,1589,2019,791,2019,BA,2019-06-03,2019-05-29,2019-05-30,DISPOSED OF WITH DIRECTIONS,36
3,Ambala,14,Haryana,101,"District and Sessions Court, Ambala",HRAM01,HRAM010095902018,202400004112018,5652,2018,411,2018,CRM,2018-12-01,2018-11-27,2018-11-27,DISPOSED OF WITH DIRECTIONS,36
3,Ambala,14,Haryana,101,"Criminal Courts, Ambala",HRAM03,HRAM030058322017,203700002532017,5827,2017,253,2017,Cha,2017-07-06,2017-06-01,2017-06-01,TRANSFERRED,1
3,Ambala,14,Haryana,101,"District and Sessions Court, Ambala",HRAM01,HRAM010077772019,202400005862019,3645,2019,586,2019,CRM,2019-11-25,2019-11-20,2019-11-20,DISPOSED OF WITH DIRECTIONS,36
3,Ambala,14,Haryana,101,"District and Sessions Court, Ambala",HRAM01,HRAM010047422019,202400003282019,2189,2019,328,2019,CRM,2019-08-08,2019-07-20,2019-07-20,DISPOSED OF WITH DIRECTIONS,36
3,Ambala,14,Haryana,101,"District and Sessions Court, Ambala",HRAM01,HRAM010019162018,202400000832018,1064,2018,83,2018,CRM,2018-03-17,2018-03-15,2018-03-15,DISPOSED OF WITH DIRECTIONS,36
3,Ambala,14,Haryana,101,"District and Sessions Court, Ambala",HRAM01,HRAM010075642018,202400003142018,4483,2018,314,2018,CRM,2018-09-18,2018-09-13,2018-09-13,DISPOSED OF WITH DIRECTIONS,36
3,Ambala,14,Haryana,101,"District and Sessions Court, Ambala",HRAM01,HRAM010010902019,203400000312019,495,2019,31,2019,SC,2019-02-27,2019-02-14,2019-02-14,DISPOSED OF WITH DIRECTIONS,36
3,Ambala,14,Haryana,101,"District and Sessions Court, Ambala",HRAM01,HRAM010099652018,202400004352018,5837,2018,435,2018,CRM,2018-12-10,2018-12-10,2018-12-10,DISPOSED OF WITH DIRECTIONS,36
3,Ambala,14,Haryana,101,"District and Sessions Court, Ambala",HRAM01,HRAM010058132019,202400004012019,2680,2019,401,2019,CRM,2019-09-07,2019-08-31,2019-08-31,DISPOSED OF WITH DIRECTIONS,36
3,Ambala,14,Haryana,101,"District and Sessions Court, Ambala",HRAM01,HRAM010060982019,202400004252019,2795,2019,425,2019,CRM,2019-09-12,2019-09-11,2019-09-11,DISPOSED OF WITH DIRECTIONS,36
3,Ambala,14,Haryana,101,"District and Sessions Court, Ambala",HRAM01,HRAM010062872019,202400004432019,2887,2019,443,2019,CRM,2019-09-27,2019-09-18,2019-09-18,DISPOSED OF WITH DIRECTIONS,36
3,Ambala,14,Haryana,101,"District and Sessions Court, Ambala",HRAM01,HRAM010053912016,202400001712016,2393,2016,171,2016,CRM,2016-11-18,2016-09-08,2016-09-09,DISPOSED OF WITH DIRECTIONS,36
3,Ambala,14,Haryana,101,"Criminal Courts, Ambala",HRAM03,HRAM030072312017,203700003372017,7226,2017,337,2017,Cha,2017-07-27,2017-07-20,2017-07-20,TRANSFERRED,1
3,Ambala,14,Haryana,101,"District and Sessions Court, Ambala",HRAM01,HRAM010015432018,202400000762018,780,2018,76,2018,CRM,2018-04-19,2018-03-08,2018-03-09,DISPOSED OF WITH DIRECTIONS,36
3,Ambala,14,Haryana,101,"Criminal Courts, Ambala",HRAM03,HRAM030006652020,202300000142020,665,2020,14,2020,Jjb,2020-03-04,2020-01-24,2020-01-24,Confession,40
9,Jind,14,Haryana,101,"District and Sessions Courts, Jind",HRJN01,HRJN010008342020,202500002252020,449,2020,225,2020,BA,2020-02-24,2020-02-12,2020-02-12,DISMISSED U/O 17 RULE 3 OF CPC,6
3,Ambala,14,Haryana,101,"District and Sessions Court, Ambala",HRAM01,HRAM010030882019,202400001862019,1346,2019,186,2019,CRM,2019-11-15,2019-05-09,2019-05-09,DISPOSED OF WITH DIRECTIONS,36
9,Jind,14,Haryana,101,"Criminal Courts, Jind",HRJN03,HRJN030021082017,203600001362017,2103,2017,136,2017,CHI,2017-04-07,2017-03-01,2017-03-01,ADR /SETTLED/COMPROMISE/COMPOUNDED AND DISPOSED OF,46
9,Jind,14,Haryana,101,"District and Sessions Courts, Jind",HRJN01,HRJN010054332019,202400002672019,2526,2019,267,2019,CRM,2019-08-14,2019-08-14,2019-08-14,DISPOSED OF WITH DIRECTIONS,36
9,Jind,14,Haryana,101,"District and Sessions Courts, Jind",HRJN01,HRJN010038222014,203400003282014,2183,2014,328,2014,SC,2015-01-23,2014-12-22,2014-12-23,DISPOSED OF WITH DIRECTIONS,36
9,Jind,14,Haryana,101,"District and Sessions Courts, Jind",HRJN01,HRJN010011962017,203400000542017,583,2017,54,2017,SC,2017-05-02,2017-03-27,2017-03-27,DISPOSED OF WITH DIRECTIONS,36
9,Jind,14,Haryana,101,"Criminal Courts, Jind",HRJN03,HRJN030032412018,203600003702018,3237,2018,370,2018,CHI,2018-05-24,2018-05-01,2018-05-01,DISPOSED OF WITH DIRECTIONS,36
9,Jind,14,Haryana,101,"District and Sessions Courts, Jind",HRJN01,HRJN010029232018,203400001762018,1420,2018,176,2018,SC,2019-02-15,2018-07-17,2018-07-17,DISPOSED OF WITH DIRECTIONS,36
9,Jind,14,Haryana,101,"District and Sessions Courts, Jind",HRJN01,HRJN010026262018,203400001652018,1269,2018,165,2018,SC,2019-03-25,2018-06-15,2018-06-15,DISPOSED OF WITH DIRECTIONS,36
9,Jind,14,Haryana,101,"District and Sessions Courts, Jind",HRJN01,HRJN010049502018,202400001612018,2485,2018,161,2018,CRM,2018-12-05,2018-11-22,2018-11-22,DISPOSED OF WITH DIRECTIONS,36
20,Barpeta,6,Assam,102,District and Sessions Judge,ASBR01,ASBR010001452014,200300000712014,71,2014,71,2014,Bail 438,2014-02-24,2014-02-10,2014-02-10,Rejected,17
9,Jind,14,Haryana,101,"Criminal Courts, Jind",HRJN03,HRJN030107992018,205400060842018,10787,2018,6084,2018,UCR,2019-04-01,2018-12-21,2018-12-21,CONSIGNED AFTER PROCEEDING U/S 299 CR.P.C,38
9,Jind,14,Haryana,101,"District and Sessions Courts, Jind",HRJN01,HRJN010049452019,202400002362019,2298,2019,236,2019,CRM,2019-08-14,2019-07-18,2019-07-18,DISPOSED OF WITH DIRECTIONS,36
9,Jind,14,Haryana,101,"District and Sessions Courts, Jind",HRJN01,HRJN010033402019,203400000902019,1407,2019,90,2019,SC,2019-11-06,2019-04-09,2019-04-09,DISPOSED OF WITH DIRECTIONS,36
9,Jind,14,Haryana,101,"Criminal Courts, Jind",HRJN03,HRJN030055512016,203700005072016,5600,2016,507,2016,CHA,2016-10-10,2016-09-14,2016-09-14,TRANSFERRED,1
9,Jind,14,Haryana,101,"District and Sessions Courts, Jind",HRJN01,HRJN010007032019,202400000062019,219,2019,6,2019,CRM,2019-01-16,2019-01-07,2019-01-07,DISPOSED OF WITH DIRECTIONS,36
9,Jind,14,Haryana,101,"District and Sessions Courts, Jind",HRJN01,HRJN010001712017,202400000052017,74,2017,5,2017,CRM,2017-03-31,2017-01-12,2017-01-12,DISPOSED OF WITH DIRECTIONS,36
9,Jind,14,Haryana,101,"Criminal Courts, Jind",HRJN03,HRJN030013372019,205400004942019,1336,2019,494,2019,UCR,2019-04-06,2019-04-06,2019-04-06,CONSIGNED AFTER PROCEEDING U/S 299 CR.P.C,38
9,Jind,14,Haryana,101,"Criminal Courts, Jind",HRJN03,HRJN030029292019,203600005082019,2927,2019,508,2019,CHI,2019-12-09,2019-08-05,2019-08-05,DISPOSED OF WITH DIRECTIONS,36
10,Kurukshetra,14,Haryana,101,"District  and Sessions Courts, Kurukshetra",HRKU01,HRKU010003722020,205400000022020,163,2020,2,2020,UCR,2020-01-18,2020-01-18,2020-01-18,ACCEPTED,1006
10,Kurukshetra,14,Haryana,101,"District  and Sessions Courts, Kurukshetra",HRKU01,HRKU010048272018,202400000852018,3226,2018,85,2018,CRM,2018-05-29,2018-05-18,2018-05-18,DISPOSAL BEING FULLY SATISFIED,1005
10,Kurukshetra,14,Haryana,101,"District  and Sessions Courts, Kurukshetra",HRKU01,HRKU010047912015,202400000542015,1899,2015,54,2015,CRM,2016-03-18,2015-12-15,2015-12-15,DISPOSED OF WITH DIRECTIONS,36
10,Kurukshetra,14,Haryana,101,"District  and Sessions Courts, Kurukshetra",HRKU01,HRKU010093572019,203400002272019,4787,2019,227,2019,SC,2019-12-02,2019-11-23,2019-11-23,DISPOSED OF WITH DIRECTIONS,36
10,Kurukshetra,14,Haryana,101,"District  and Sessions Courts, Kurukshetra",HRKU01,HRKU010068222018,202400001502018,4277,2018,150,2018,CRM,2018-10-29,2018-09-17,2018-09-17,DISPOSAL BEING FULLY SATISFIED,1005
10,Kurukshetra,14,Haryana,101,"District  and Sessions Courts, Kurukshetra",HRKU01,HRKU010017302017,202400000172017,739,2017,17,2017,CRM,2017-05-12,2017-03-30,2017-03-30,DISPOSED OF WITH DIRECTIONS,36
10,Kurukshetra,14,Haryana,101,"District  and Sessions Courts, Kurukshetra",HRKU01,HRKU010086932018,202400002182018,5334,2018,218,2018,CRM,2019-01-11,2018-12-21,2018-12-21,DISPOSAL BEING FULLY SATISFIED,1005
10,Kurukshetra,14,Haryana,2,"Criminal Courts, Pehowa",HRKUA1,HRKUA10013502017,205400000732017,1335,2017,73,2017,UCR,2018-08-08,2017-07-10,2017-07-10,TRANSFER,1
10,Kurukshetra,14,Haryana,101,"Criminal Courts, Kurukshetra",HRKU03,HRKU030080922016,205400022402016,8098,2016,2240,2016,UCR,2018-01-29,2016-09-20,2016-09-20,DISPOSED OF WITH DIRECTIONS,36
10,Kurukshetra,14,Haryana,101,"District  and Sessions Courts, Kurukshetra",HRKU01,HRKU010007332015,203400000152015,278,2015,15,2015,SC,2015-03-18,2015-02-21,2015-02-24,CONSIGNED AFTER PROCEEDING U/S 299 CR.P.C,38
10,Kurukshetra,14,Haryana,101,"District  and Sessions Courts, Kurukshetra",HRKU01,HRKU010014822016,202400000282016,532,2016,28,2016,CRM,2016-04-28,2016-03-22,2016-03-22,DISPOSED OF WITH DIRECTIONS,36
10,Kurukshetra,14,Haryana,101,"District  and Sessions Courts, Kurukshetra",HRKU01,HRKU010029952018,202500003562018,1983,2018,356,2018,BA,2018-04-05,2018-03-31,2018-03-31,TRANSFER,1
10,Kurukshetra,14,Haryana,101,"District  and Sessions Courts, Kurukshetra",HRKU01,HRKU010031422016,202500006482016,1271,2016,648,2016,BA,2016-07-20,2016-07-11,2016-07-11,DISMISSED AS WITHDRAWN BEING NOT SATISFIED,28
10,Kurukshetra,14,Haryana,101,"Criminal Courts, Kurukshetra",HRKU03,HRKU030069692016,202300000532016,6998,2016,53,2016,JJB,2016-10-20,2016-08-09,2016-08-09,TRANSFER,1
10,Kurukshetra,14,Haryana,101,"District  and Sessions Courts, Kurukshetra",HRKU01,HRKU010009612017,203400000522017,395,2017,52,2017,SC,2017-02-18,2017-02-18,2017-02-18,DISPOSED OF WITH DIRECTIONS,36
10,Kurukshetra,14,Haryana,101,"District  and Sessions Courts, Kurukshetra",HRKU01,HRKU010014832016,202400000292016,533,2016,29,2016,CRM,2016-05-02,2016-03-22,2016-03-22,DISPOSED OF WITH DIRECTIONS,36
10,Kurukshetra,14,Haryana,101,"District  and Sessions Courts, Kurukshetra",HRKU01,HRKU010074562018,202400001722018,4631,2018,172,2018,CRM,2018-11-13,2018-10-16,2018-10-16,DISPOSED OF WITH DIRECTIONS,36
10,Kurukshetra,14,Haryana,101,"District  and Sessions Courts, Kurukshetra",HRKU01,HRKU010051422017,202500011412017,2358,2017,1141,2017,BA,2017-09-26,2017-09-22,2017-09-22,DISPOSED OF WITH DIRECTIONS,36
10,Kurukshetra,14,Haryana,101,"District  and Sessions Courts, Kurukshetra",HRKU01,HRKU010022582019,203400000202019,977,2019,20,2019,SC,2019-08-19,2019-01-21,2019-01-21,DISPOSED OF WITH DIRECTIONS,36
10,Kurukshetra,14,Haryana,101,"District  and Sessions Courts, Kurukshetra",HRKU01,HRKU010007782020,202400000492020,332,2020,49,2020,CRM,2020-02-06,2020-02-04,2020-02-04,DISPOSAL BEING FULLY SATISFIED,1005
10,Kurukshetra,14,Haryana,101,"District  and Sessions Courts, Kurukshetra",HRKU01,HRKU010058732016,202400000952016,2357,2016,95,2016,CRM,2017-04-29,2016-11-12,2016-11-12,DISPOSED OF WITH DIRECTIONS,36
10,Kurukshetra,14,Haryana,101,"District  and Sessions Courts, Kurukshetra",HRKU01,HRKU010061082018,205400021372018,3908,2018,2137,2018,UCR,2018-11-05,2018-08-10,2018-08-10,ACCEPTED,1006
11,Narnaul,14,Haryana,101,"Criminal Courts, Narnaul",HRNR03,HRNR030035902019,204700007552019,3590,2019,755,2019,REMP,2019-11-15,2019-10-11,2019-10-11,DISPOSE OFF/Consigned,1010
11,Narnaul,14,Haryana,101,"Criminal Courts, Narnaul",HRNR03,HRNR030034742019,202400000422019,3474,2019,42,2019,CRM,2019-11-19,2019-09-27,2019-09-27,DISPOSED OF WITH DIRECTIONS,36
