cino,date_of_decision,dt_regis,reg_year_date,case_age_days,case_age_months,case_age_years
DLCT010071232017,NA,09/05/2017,2019,1057,35.2 ,2.90 
DLCT010017382016,NA,30/05/2016,2017,1401,46.7 ,3.84 
DLCT010107112016,NA,16/08/2016,2019,1323,44.1 ,3.62 
DLCT010101412016,NA,02/08/2016,2019,1337,44.6 ,3.66 
DLCT010084362019,NA,02/07/2019,2016,273,9.1 ,0.75 
DLCT010029092014,22/11/2016,10/11/2014,2016,743,24.8 ,2.04 
DLCT010172562019,NA,23/12/2019,2016,99,3.3 ,0.27 
DLCT010117452019,NA,30/08/2019,2016,214,7.1 ,0.59 
DLCT010031262018,NA,06/03/2018,2017,756,25.2 ,2.07 
DLCT010039682015,NA,09/04/2015,2017,1818,60.6 ,4.98 
DLCT010005102015,NA,09/11/2015,2015,1604,53.5 ,4.39 
DLCT010093212015,30/10/2015,25/05/2015,2015,158,5.3 ,0.43 
DLCT010004072015,10/04/2019,01/12/2015,2020,1226,40.9 ,3.36 
DLCT010013502015,NA,21/09/2015,2015,1653,55.1 ,4.53 
DLCT010031532017,02/02/2019,28/02/2017,2017,704,23.5 ,1.93 
DLCT010107642013,18/11/2015,24/05/2013,2015,908,30.3 ,2.49 
DLCT010134482016,24/02/2018,28/09/2016,2016,514,17.1 ,1.41 
DLCT010026252017,15/09/2017,17/02/2017,2016,210,7.0 ,0.58 
DLCT010017402014,NA,22/12/2014,2019,1926,64.2 ,5.28 
DLCT010109942018,NA,24/08/2018,2019,585,19.5 ,1.60 
DLCT010152682017,NA,17/10/2017,2019,896,29.9 ,2.45 
DLCT010012082013,17/01/2018,24/07/2013,2017,1638,54.6 ,4.49 
DLCT010065262019,07/03/2020,13/05/2019,2017,299,10.0 ,0.82 
DLCT010129272019,NA,20/09/2019,2016,193,6.4 ,0.53 
DLCT010009152013,28/11/2018,08/07/2013,2020,1969,65.6 ,5.39 
DLCT010049532015,28/02/2017,11/02/2015,2019,748,24.9 ,2.05 
DLCT010003882013,NA,17/12/2013,2015,2296,76.5 ,6.29 
DLCT010000492019,NA,03/01/2019,2015,453,15.1 ,1.24 
DLCT010168202017,NA,13/11/2017,2015,869,29.0 ,2.38 
DLCT010007542018,NA,16/01/2018,2019,805,26.8 ,2.21 
DLCT010095502019,NA,18/07/2019,2019,257,8.6 ,0.70 
DLCT010146332017,NA,09/10/2017,2018,904,30.1 ,2.48 
DLCT010086262019,NA,03/07/2019,2018,272,9.1 ,0.75 
DLCT010002902017,NA,07/01/2017,2015,1179,39.3 ,3.23 
DLCT010039882019,NA,25/03/2019,2017,372,12.4 ,1.02 
DLCT010010412015,NA,24/09/2015,2018,1650,55.0 ,4.52 
DLCT010024622020,NA,19/02/2020,2016,41,1.4 ,0.11 
DLCT010136242018,NA,16/10/2018,2016,532,17.7 ,1.46 
DLCT010003092014,07/04/2018,17/07/2014,2016,1360,45.3 ,3.73 
DLCT010018962017,NA,04/02/2017,2016,1151,38.4 ,3.15 
DLCT010026152020,NA,22/02/2020,2016,38,1.3 ,0.10 
DLCT010073742013,23/01/2014,03/04/2013,2018,295,9.8 ,0.81 
DLCT010096552016,NA,02/08/2016,2018,1337,44.6 ,3.66 
DLCT010184252016,NA,26/12/2016,2015,1191,39.7 ,3.26 
DLCT010171742017,NA,17/11/2017,2015,865,28.8 ,2.37 
DLCT010156932019,NA,23/11/2019,2017,129,4.3 ,0.35 
DLCT010097112016,NA,02/08/2016,2019,1337,44.6 ,3.66 
DLCT010046702016,NA,01/03/2016,2019,1491,49.7 ,4.08 
DLCT010086722018,NA,05/07/2018,2015,635,21.2 ,1.74 
DLCT010024482019,NA,21/02/2019,2015,404,13.5 ,1.11 
DLCT010171602018,NA,18/12/2018,2015,469,15.6 ,1.28 
DLCT010016102014,25/09/2017,23/07/2014,2019,1160,38.7 ,3.18 
DLCT010003842014,15/10/2019,25/03/2014,2015,2030,67.7 ,5.56 
DLCT010167752019,NA,16/12/2019,2017,106,3.5 ,0.29 
DLCT010036612015,18/12/2017,06/11/2015,2020,773,25.8 ,2.12 
DLCT010009712013,11/12/2019,16/08/2013,2019,2308,76.9 ,6.32 
DLCT010001232020,NA,07/01/2020,2019,84,2.8 ,0.23 
DLCT010024282016,NA,04/06/2016,2018,1396,46.5 ,3.82 
DLCT010154932019,NA,20/11/2019,2015,132,4.4 ,0.36 
DLCT010010282013,14/07/2017,05/09/2013,2015,1408,46.9 ,3.86 
DLCT010036412015,15/02/2020,21/12/2015,2019,1517,50.6 ,4.16 
DLCT010001482014,30/10/2019,24/04/2014,2015,2015,67.2 ,5.52 
DLCT010114502018,NA,04/09/2018,2015,574,19.1 ,1.57 
DLCT010022442017,06/05/2019,10/02/2017,2019,815,27.2 ,2.23 
DLCT010077522014,12/01/2015,25/03/2014,2015,293,9.8 ,0.80 
DLCT010103222018,NA,08/08/2018,2015,601,20.0 ,1.65 
DLCT010017182013,30/01/2020,23/04/2013,2015,2473,82.4 ,6.78 
DLCT010063992017,NA,26/04/2017,2015,1070,35.7 ,2.93 
DLCT010020682019,NA,18/02/2019,2015,407,13.6 ,1.12 
DLCT010068192014,11/11/2014,17/01/2014,2019,298,9.9 ,0.82 
DLCT010078372019,NA,04/06/2019,2018,301,10.0 ,0.82 
DLCT010083642017,NA,29/05/2017,2019,1037,34.6 ,2.84 
DLCT010150162017,NA,14/10/2017,2015,899,30.0 ,2.46 
DLCT010005472020,NA,14/01/2020,2015,77,2.6 ,0.21 
DLCT010160542019,NA,03/12/2019,2015,119,4.0 ,0.33 
DLCT010013862016,NA,09/03/2016,2015,1483,49.4 ,4.06 
DLCT010040312016,05/01/2019,29/01/2016,2015,1072,35.7 ,2.94 
DLCT010109002013,19/02/2016,25/07/2013,2015,939,31.3 ,2.57 
DLCT010013892016,16/09/2019,06/06/2016,2019,1197,39.9 ,3.28 
DLCT010103312013,29/07/2015,26/11/2013,2019,610,20.3 ,1.67 
DLCT010092182017,NA,09/06/2017,2017,1026,34.2 ,2.81 
DLCT010093062018,NA,18/07/2018,2018,622,20.7 ,1.70 
DLCT010013882019,NA,29/01/2019,2019,427,14.2 ,1.17 
DLCT010054512015,NA,08/12/2015,2018,1575,52.5 ,4.32 
DLCT010175172018,NA,22/12/2018,2019,465,15.5 ,1.27 
DLCT010173232018,27/08/2019,21/12/2018,2017,249,8.3 ,0.68 
DLCT010018602018,NA,05/02/2018,2017,785,26.2 ,2.15 
DLCT010133582017,NA,12/09/2017,2017,931,31.0 ,2.55 
DLCT010136562017,NA,18/09/2017,2017,925,30.8 ,2.53 
DLCT010153552017,NA,17/10/2017,2017,896,29.9 ,2.45 
DLCT010039782015,NA,13/04/2015,2019,1814,60.5 ,4.97 
DLCT010028882019,NA,02/03/2019,2017,395,13.2 ,1.08 
DLCT010150722019,NA,06/11/2019,2017,146,4.9 ,0.40 
DLCT010160782016,14/05/2018,09/01/2014,2018,1586,52.9 ,4.35 
DLCT010062512018,NA,08/05/2018,2017,693,23.1 ,1.90 
DLCT010057232016,NA,18/04/2016,2017,1443,48.1 ,3.95 
DLCT010005972015,NA,31/01/2015,2018,1886,62.9 ,5.17 
DLCT010001392013,07/02/2018,29/05/2013,2019,1715,57.2 ,4.70 
DLCT010005182020,NA,14/01/2020,2019,77,2.6 ,0.21 
DLCT010153392019,NA,18/11/2019,2017,134,4.5 ,0.37 
DLCT010016282015,NA,11/09/2015,2018,1663,55.4 ,4.56 
DLCT010100722018,NA,02/08/2018,2019,607,20.2 ,1.66 
DLCT010007362014,NA,18/02/2014,2019,2233,74.4 ,6.12 
DLCT010043832016,30/11/2018,30/03/2016,2019,975,32.5 ,2.67 
DLCT010051932019,NA,18/04/2019,2017,348,11.6 ,0.95 
DLCT010020432016,NA,06/05/2016,2018,1425,47.5 ,3.90 
DLCT010099932018,NA,01/08/2018,2017,608,20.3 ,1.67 
DLCT010024082014,08/09/2017,25/01/2014,2019,1322,44.1 ,3.62 
DLCT010033452018,NA,12/03/2018,2019,750,25.0 ,2.05 
DLCT010021482014,24/10/2019,31/05/2014,2019,1972,65.7 ,5.40 
DLCT010118762017,13/09/2017,17/08/2017,2019,27,0.9 ,0.07 
DLCT010042852018,28/01/2020,27/03/2018,2018,672,22.4 ,1.84 
DLCT010058312019,NA,01/05/2019,2019,335,11.2 ,0.92 
DLCT010018592014,NA,11/12/2014,2017,1937,64.6 ,5.31 
DLCT010021302019,NA,14/02/2019,2016,411,13.7 ,1.13 
DLCT010006932013,19/04/2018,05/08/2013,2014,1718,57.3 ,4.71 
DLCT010040412018,NA,23/03/2018,2016,739,24.6 ,2.02 
DLCT010023922015,15/01/2020,24/03/2015,2016,1758,58.6 ,4.82 
DLCT010189852017,NA,21/12/2017,2018,831,27.7 ,2.28 
DLCT010012922020,NA,28/01/2020,2016,63,2.1 ,0.17 
DLCT010014812014,26/11/2019,31/03/2014,2016,2066,68.9 ,5.66 
DLCT010042652016,19/02/2018,29/02/2016,2018,721,24.0 ,1.98 
DLCT010002122019,NA,05/01/2019,2017,451,15.0 ,1.24 
DLCT010168142019,NA,17/12/2019,2019,105,3.5 ,0.29 
DLCT010064902017,NA,27/04/2017,2019,1069,35.6 ,2.93 
DLCT010148852016,20/01/2018,24/10/2016,2016,453,15.1 ,1.24 
DLCT010135882017,NA,15/09/2017,2016,928,30.9 ,2.54 
DLCT010183612017,NA,11/12/2017,2016,841,28.0 ,2.30 
DLCT010014832016,NA,23/02/2016,2016,1498,49.9 ,4.10 
DLCT010185682017,01/02/2020,14/12/2017,2019,779,26.0 ,2.13 
DLCT010111822017,NA,01/08/2017,2016,973,32.4 ,2.67 
DLCT010012512015,28/02/2018,23/11/2015,2016,828,27.6 ,2.27 
DLCT010153522017,NA,17/10/2017,2019,896,29.9 ,2.45 
DLCT010007472015,NA,30/06/2015,2017,1736,57.9 ,4.76 
DLCT010111022013,10/05/2016,01/04/2013,2018,1135,37.8 ,3.11 
DLCT010012312019,NA,24/01/2019,2017,432,14.4 ,1.18 
DLCT010027602020,NA,26/02/2020,2017,34,1.1 ,0.09 
DLCT010120392019,NA,04/09/2019,2018,209,7.0 ,0.57 
DLCT010026992020,NA,25/02/2020,2018,35,1.2 ,0.10 
DLCT010116872017,NA,11/08/2017,2018,963,32.1 ,2.64 
DLCT010071112017,NA,09/05/2017,2017,1057,35.2 ,2.90 
DLCT010147632019,NA,25/10/2019,2017,158,5.3 ,0.43 
DLCT010117072018,NA,10/09/2018,2018,568,18.9 ,1.56 
DLCT010099932014,08/04/2016,18/11/2014,2020,507,16.9 ,1.39 
DLCT010096872016,NA,02/08/2016,2017,1337,44.6 ,3.66 
DLCT010161412018,NA,29/11/2018,2017,488,16.3 ,1.34 
DLCT010086712018,NA,02/07/2018,2019,638,21.3 ,1.75 
DLCT010073112013,22/02/2014,30/03/2013,2016,329,11.0 ,0.90 
DLCT010045892015,NA,20/11/2015,2016,1593,53.1 ,4.36 
DLCT010085882013,02/06/2014,27/08/2013,2017,279,9.3 ,0.76 
DLCT010001492013,31/05/2017,01/11/2013,2018,1307,43.6 ,3.58 
DLCT010008992017,NA,17/01/2017,2017,1169,39.0 ,3.20 
DLCT010015992015,NA,07/03/2015,2018,1851,61.7 ,5.07 
DLCT010149312019,NA,01/11/2019,2018,151,5.0 ,0.41 
DLCT010000322015,16/09/2019,05/06/2015,2018,1564,52.1 ,4.28 
DLCT010004932019,NA,09/01/2019,2018,447,14.9 ,1.22 
DLCT010001692015,NA,12/05/2015,2019,1785,59.5 ,4.89 
DLCT010053932019,NA,23/04/2019,2019,343,11.4 ,0.94 
DLCT010034442018,NA,13/03/2018,2019,749,25.0 ,2.05 
DLCT010101802013,28/07/2015,17/07/2013,2019,741,24.7 ,2.03 
DLCT010029252015,NA,04/09/2015,2019,1670,55.7 ,4.58 
DLCT010033442015,22/11/2018,29/06/2015,2019,1242,41.4 ,3.40 
DLCT010125402017,NA,29/08/2017,2019,945,31.5 ,2.59 
DLCT010025172018,NA,20/02/2018,2019,770,25.7 ,2.11 
DLCT010016132014,17/01/2019,17/02/2014,2019,1795,59.8 ,4.92 
DLCT010008452016,NA,16/03/2016,2019,1476,49.2 ,4.04 
DLCT010015042014,09/07/2018,01/10/2014,2017,1377,45.9 ,3.77 
DLCT010085912013,05/06/2014,21/03/2013,2018,441,14.7 ,1.21 
DLCT010085632016,NA,15/07/2016,2018,1355,45.2 ,3.71 
DLCT010015062015,NA,14/09/2015,2019,1660,55.3 ,4.55 
DLCT010022142016,NA,27/01/2016,2016,1525,50.8 ,4.18 
DLCT010068892017,NA,04/05/2017,2017,1062,35.4 ,2.91 
DLCT010003082018,NA,06/01/2018,2016,815,27.2 ,2.23 
DLCT010061102018,11/07/2018,04/05/2018,2017,68,2.3 ,0.19 
DLCT010031702020,NA,05/03/2020,2017,26,0.9 ,0.07 
DLCT010022822016,NA,23/02/2016,2018,1498,49.9 ,4.10 
DLCT010065902019,NA,14/05/2019,2018,322,10.7 ,0.88 
DLCT010043592018,NA,28/03/2018,2018,734,24.5 ,2.01 
DLCT010153002017,NA,17/10/2017,2018,896,29.9 ,2.45 
DLCT010034562015,28/02/2018,23/11/2015,2018,828,27.6 ,2.27 
DLCT010081662017,NA,25/05/2017,2018,1041,34.7 ,2.85 
DLCT010089332018,NA,10/07/2018,2019,630,21.0 ,1.73 
DLCT010159722017,NA,28/10/2017,2016,885,29.5 ,2.42 
DLCT010002582014,NA,11/12/2014,2016,1937,64.6 ,5.31 
DLCT010007802015,26/08/2019,04/09/2015,2018,1452,48.4 ,3.98 
DLCT010056842016,NA,14/05/2016,2018,1417,47.2 ,3.88 
DLCT010170932018,NA,17/12/2018,2019,470,15.7 ,1.29 
DLCT010084192018,NA,02/07/2018,2018,638,21.3 ,1.75 
DLCT010151722019,NA,13/11/2019,2018,139,4.6 ,0.38 
DLCT010046622017,NA,23/03/2017,2018,1104,36.8 ,3.02 
DLCT010012632015,NA,25/03/2015,2017,1833,61.1 ,5.02 
DLCT010017062017,NA,02/02/2017,2017,1153,38.4 ,3.16 
DLCT010001082015,NA,09/03/2015,2017,1849,61.6 ,5.07 
DLCT010004402015,NA,04/09/2015,2017,1670,55.7 ,4.58 
DLCT010020042019,NA,12/02/2019,2017,413,13.8 ,1.13 
DLCT010166612019,NA,13/12/2019,2018,109,3.6 ,0.30 
DLCT010082732019,NA,04/07/2019,2018,271,9.0 ,0.74 
DLCT010037362015,NA,16/05/2015,2016,1781,59.4 ,4.88 
DLCT010056192016,NA,17/03/2016,2018,1475,49.2 ,4.04 
DLCT010009832014,23/09/2016,30/04/2014,2018,877,29.2 ,2.40 
DLCT010163892016,NA,21/11/2016,2018,1226,40.9 ,3.36 
DLCT010114542018,05/02/2019,04/09/2018,2018,154,5.1 ,0.42 
DLCT010019122017,NA,04/02/2017,2019,1151,38.4 ,3.15 
DLCT010061072017,06/04/2019,22/04/2017,2018,714,23.8 ,1.96 
DLCT010132792019,NA,26/09/2019,2019,187,6.2 ,0.51 
DLCT010007542020,NA,17/01/2020,2018,74,2.5 ,0.20 
DLCT010152042018,NA,13/11/2018,2018,504,16.8 ,1.38 
DLCT010010542014,10/12/2018,11/09/2014,2018,1551,51.7 ,4.25 
DLCT010015042019,NA,31/01/2019,2019,425,14.2 ,1.16 
DLCT010129762018,NA,03/10/2018,2018,545,18.2 ,1.49 
DLCT010018982017,NA,04/02/2017,2018,1151,38.4 ,3.15 
DLCT010005542013,19/12/2016,09/07/2013,2018,1259,42.0 ,3.45 
DLCT010031302018,NA,06/03/2018,2018,756,25.2 ,2.07 
DLCT010004412013,06/09/2018,27/07/2013,2019,1867,62.2 ,5.12 
DLCT010046692016,24/11/2018,01/03/2016,2018,998,33.3 ,2.73 
DLCT010025222018,17/01/2020,20/02/2018,2018,696,23.2 ,1.91 
DLCT010178542017,24/03/2018,29/11/2017,2019,115,3.8 ,0.32 
DLCT010037632017,05/07/2019,07/03/2017,2018,850,28.3 ,2.33 
DLCT010017912020,NA,05/02/2020,2016,55,1.8 ,0.15 
DLCT010007212015,09/08/2017,27/04/2015,2016,835,27.8 ,2.29 
DLCT010113942017,NA,04/08/2017,2019,970,32.3 ,2.66 
DLCT010014402015,NA,14/08/2015,2019,1691,56.4 ,4.63 
DLCT010167532017,15/11/2019,10/11/2017,2017,735,24.5 ,2.01 
DLCT010098582016,NA,04/08/2016,2017,1335,44.5 ,3.66 
DLCT010077882013,20/03/2014,21/12/2013,2017,89,3.0 ,0.24 
DLCT010120252018,NA,15/09/2018,2017,563,18.8 ,1.54 
DLCT010103302018,NA,08/08/2018,2017,601,20.0 ,1.65 
DLCT010048912015,03/07/2019,16/02/2015,2017,1598,53.3 ,4.38 
DLCT010100362018,NA,02/08/2018,2016,607,20.2 ,1.66 
DLCT010005032017,10/01/2017,10/01/2017,2019,0,0.0 ,0.00 
DLCT010010362013,19/12/2018,08/07/2013,2019,1990,66.3 ,5.45 
DLCT010008412013,31/07/2017,23/10/2013,2019,1377,45.9 ,3.77 
DLCT010034452019,NA,14/03/2019,2017,383,12.8 ,1.05 
DLCT010085572016,03/01/2019,13/07/2016,2018,904,30.1 ,2.48 
DLCT010004082015,NA,08/12/2015,2018,1575,52.5 ,4.32 
DLCT010046722016,21/04/2018,01/03/2016,2018,781,26.0 ,2.14 
DLCT010179782017,26/10/2018,05/12/2017,2019,325,10.8 ,0.89 
DLCT010081792016,27/03/2019,11/07/2016,2019,989,33.0 ,2.71 
DLCT010032562018,NA,08/03/2018,2018,754,25.1 ,2.07 
DLCT010056712019,NA,27/04/2019,2019,339,11.3 ,0.93 
DLCT010157072017,NA,26/10/2017,2018,887,29.6 ,2.43 
DLCT010029382017,03/08/2019,22/02/2017,2018,892,29.7 ,2.44 
DLCT010173812019,NA,24/12/2019,2018,98,3.3 ,0.27 
DLCT010150172017,NA,14/10/2017,2018,899,30.0 ,2.46 
DLCT010072022019,NA,25/05/2019,2019,311,10.4 ,0.85 
DLCT010042012019,NA,28/03/2019,2019,369,12.3 ,1.01 
DLCT010174482016,NA,07/12/2016,2019,1210,40.3 ,3.32 
DLCT010110402013,23/04/2016,22/08/2013,2019,975,32.5 ,2.67 
DLCT010002782019,NA,07/01/2019,2017,449,15.0 ,1.23 
DLCT010160552019,NA,03/12/2019,2017,119,4.0 ,0.33 
DLCT010179942016,NA,19/12/2016,2019,1198,39.9 ,3.28 
DLCT010007372015,NA,14/07/2015,2019,1722,57.4 ,4.72 
DLCT010009002017,14/11/2018,17/01/2017,2019,666,22.2 ,1.82 
DLCT010086322018,NA,04/07/2018,2018,636,21.2 ,1.74 
DLCT010051222018,NA,13/04/2018,2016,718,23.9 ,1.97 
DLCT010037272014,26/03/2014,06/02/2014,2016,48,1.6 ,0.13 
DLCT010181252016,12/12/2017,21/12/2016,2018,356,11.9 ,0.98 
DLCT010174152018,NA,21/12/2018,2018,466,15.5 ,1.28 
DLCT010076942016,10/03/2017,01/07/2016,2018,252,8.4 ,0.69 
DLCT010005612016,06/06/2019,19/01/2016,2018,1234,41.1 ,3.38 
DLCT010120322016,NA,05/09/2016,2018,1303,43.4 ,3.57 
DLCT010040672016,NA,27/02/2016,2017,1494,49.8 ,4.09 
DLCT010096182013,04/12/2014,20/12/2013,2019,349,11.6 ,0.96 
DLCT010038352017,NA,07/03/2017,2017,1120,37.3 ,3.07 
DLCT010031122020,NA,04/03/2020,2019,27,0.9 ,0.07 
DLCT010007642018,NA,16/01/2018,2018,805,26.8 ,2.21 
DLCT010108032018,NA,20/08/2018,2019,589,19.6 ,1.61 
DLCT010090452019,NA,10/07/2019,2017,265,8.8 ,0.73 
DLCT010117552019,NA,30/08/2019,2017,214,7.1 ,0.59 
DLCT010103762013,28/08/2015,12/08/2013,2019,746,24.9 ,2.04 
DLCT010019772016,15/11/2018,02/03/2016,2016,988,32.9 ,2.71 
DLCT010085672016,NA,15/07/2016,2016,1355,45.2 ,3.71 
DLCT010016042014,01/11/2019,30/08/2014,2016,1889,63.0 ,5.18 
DLCT010004502016,NA,08/03/2016,2018,1484,49.5 ,4.07 
DLCT010046432016,22/07/2019,11/01/2016,2019,1288,42.9 ,3.53 
DLCT010063152018,NA,10/05/2018,2019,691,23.0 ,1.89 
DLCT010115322019,NA,27/08/2019,2018,217,7.2 ,0.59 
DLCT010163952019,NA,09/12/2019,2019,113,3.8 ,0.31 
DLCT010102492018,28/03/2019,06/08/2018,2017,234,7.8 ,0.64 
DLCT010026962015,15/10/2018,25/08/2015,2019,1147,38.2 ,3.14 
DLCT010089172013,24/07/2014,29/10/2013,2019,268,8.9 ,0.73 
DLCT010103532018,NA,08/08/2018,2018,601,20.0 ,1.65 
DLCT010101562013,06/06/2015,31/10/2013,2018,583,19.4 ,1.60 
DLCT010124742018,NA,25/09/2018,2018,553,18.4 ,1.52 
DLCT010099212018,NA,31/07/2018,2018,609,20.3 ,1.67 
DLCT010131762018,NA,08/10/2018,2019,540,18.0 ,1.48 
DLCT010009692014,19/04/2017,22/07/2014,2018,1002,33.4 ,2.75 
DLCT010106882019,NA,07/08/2019,2018,237,7.9 ,0.65 
DLCT010134082016,05/03/2019,28/09/2016,2016,888,29.6 ,2.43 
DLCT010180812017,NA,05/12/2017,2016,847,28.2 ,2.32 
DLCT010014652014,04/10/2019,05/07/2014,2016,1917,63.9 ,5.25 
DLCT010118262018,NA,12/09/2018,2016,566,18.9 ,1.55 
DLCT010041132015,NA,11/05/2015,2016,1786,59.5 ,4.89 
DLCT010017972017,NA,02/02/2017,2016,1153,38.4 ,3.16 
DLCT010029452020,NA,02/03/2020,2018,29,1.0 ,0.08 
DLCT010095732016,NA,01/08/2016,2018,1338,44.6 ,3.67 
DLCT010042092019,NA,28/03/2019,2019,369,12.3 ,1.01 
DLCT010110352018,NA,25/08/2018,2019,584,19.5 ,1.60 
DLCT010085432017,14/05/2018,01/06/2017,2018,347,11.6 ,0.95 
DLCT010085662016,NA,15/07/2016,2016,1355,45.2 ,3.71 
DLCT010144432018,NA,30/10/2018,2018,518,17.3 ,1.42 
DLCT010150202016,06/03/2020,25/10/2016,2016,1228,40.9 ,3.36 
DLCT010024532020,NA,19/02/2020,2016,41,1.4 ,0.11 
DLCT010016092019,NA,02/02/2019,2016,423,14.1 ,1.16 
DLCT010082652019,NA,11/06/2019,2016,294,9.8 ,0.81 
DLCT010083142018,NA,27/06/2018,2018,643,21.4 ,1.76 
DLCT010036072019,NA,16/03/2019,2019,381,12.7 ,1.04 
DLCT010092442018,NA,17/07/2018,2018,623,20.8 ,1.71 
DLCT010014422020,NA,30/01/2020,2018,61,2.0 ,0.17 
DLCT010138542016,NA,04/10/2016,2018,1274,42.5 ,3.49 
DLCT010145292017,NA,09/10/2017,2018,904,30.1 ,2.48 
DLCT010189092017,18/04/2018,20/12/2017,2018,119,4.0 ,0.33 
DLCT010095772014,04/09/2015,14/08/2014,2018,386,12.9 ,1.06 
DLCT010175712016,11/02/2020,08/12/2016,2018,1160,38.7 ,3.18 
DLCT010047582016,17/05/2017,22/04/2016,2018,390,13.0 ,1.07 
DLCT010122762018,NA,20/09/2018,2019,558,18.6 ,1.53 
DLCT010032872015,06/01/2018,26/02/2015,2018,1045,34.8 ,2.86 
DLCT010092092016,NA,25/07/2016,2019,1345,44.8 ,3.68 
DLCT010025982015,23/02/2018,27/02/2015,2018,1092,36.4 ,2.99 
DLCT010151082018,NA,12/11/2018,2019,505,16.8 ,1.38 
DLCT010177362016,NA,14/12/2016,2019,1203,40.1 ,3.30 
DLCT010053172018,NA,18/04/2018,2018,713,23.8 ,1.95 
DLCT010084082018,NA,02/07/2018,2019,638,21.3 ,1.75 
DLCT010006542016,14/01/2019,06/02/2016,2018,1073,35.8 ,2.94 
DLCT010006062014,09/11/2017,21/10/2014,2017,1115,37.2 ,3.05 
DLCT010017972019,NA,06/02/2019,2017,419,14.0 ,1.15 
DLCT010097152019,NA,20/07/2019,2017,255,8.5 ,0.70 
DLCT010101182019,NA,29/07/2019,2017,246,8.2 ,0.67 
DLCT010043272016,NA,16/05/2016,2017,1415,47.2 ,3.88 
DLCT010102832016,NA,12/08/2016,2017,1327,44.2 ,3.64 
DLCT010092522013,15/09/2014,01/05/2013,2017,502,16.7 ,1.38 
DLCT010026962014,07/12/2019,03/06/2014,2017,2013,67.1 ,5.52 
DLCT010072172018,NA,26/05/2018,2017,675,22.5 ,1.85 
DLCT010148962017,29/05/2018,12/10/2017,2017,229,7.6 ,0.63 
DLCT010013922014,13/01/2017,26/03/2014,2016,1024,34.1 ,2.81 
DLCT010005692015,28/09/2019,16/09/2015,2016,1473,49.1 ,4.04 
DLCT010039302018,NA,22/03/2018,2016,740,24.7 ,2.03 
DLCT010027582016,NA,07/05/2016,2016,1424,47.5 ,3.90 
DLCT010074982019,NA,30/05/2019,2016,306,10.2 ,0.84 
DLCT010056672019,NA,27/04/2019,2018,339,11.3 ,0.93 
DLCT010020692015,NA,29/01/2015,2018,1888,62.9 ,5.17 
DLCT010180712016,NA,20/12/2016,2018,1197,39.9 ,3.28 
DLCT010024312015,NA,04/06/2015,2018,1762,58.7 ,4.83 
DLCT010093472018,NA,18/07/2018,2019,622,20.7 ,1.70 
DLCT010175872018,NA,24/12/2018,2019,463,15.4 ,1.27 
DLCT010099552016,28/11/2019,04/08/2016,2017,1211,40.4 ,3.32 
DLCT010010512013,02/05/2018,22/05/2013,2016,1806,60.2 ,4.95 
DLCT010099362017,05/09/2017,10/07/2017,2019,57,1.9 ,0.16 
DLCT010059422019,NA,02/05/2019,2019,334,11.1 ,0.92 
DLCT010136732019,NA,03/10/2019,2018,180,6.0 ,0.49 
DLCT010100322018,NA,02/08/2018,2018,607,20.2 ,1.66 
DLCT010032412016,NA,07/04/2016,2018,1454,48.5 ,3.98 
DLCT010045922015,NA,18/11/2015,2018,1595,53.2 ,4.37 
DLCT010069802019,NA,21/05/2019,2018,315,10.5 ,0.86 
DLCT010116582018,NA,07/09/2018,2018,571,19.0 ,1.56 
DLCT010018582014,NA,12/12/2014,2019,1936,64.5 ,5.30 
DLCT010089042018,19/11/2019,10/07/2018,2018,497,16.6 ,1.36 
DLCT010101802015,28/11/2015,07/09/2015,2019,82,2.7 ,0.22 
DLCT010079922018,NA,07/06/2018,2018,663,22.1 ,1.82 
DLCT010072302017,16/08/2019,11/05/2017,2018,827,27.6 ,2.27 
DLCT010159662017,17/09/2018,28/10/2017,2018,324,10.8 ,0.89 
DLCT010087452014,13/04/2015,07/02/2014,2018,430,14.3 ,1.18 
DLCT010078182019,NA,04/06/2019,2018,301,10.0 ,0.82 
DLCT010101282019,NA,30/07/2019,2018,245,8.2 ,0.67 
DLCT010144252016,29/01/2020,17/10/2016,2018,1199,40.0 ,3.28 
DLCT010019762016,19/12/2017,02/03/2016,2019,657,21.9 ,1.80 
DLCT010108142019,NA,08/08/2019,2019,236,7.9 ,0.65 
DLCT010040492018,NA,23/03/2018,2018,739,24.6 ,2.02 
DLCT010081532013,22/04/2014,04/04/2013,2017,383,12.8 ,1.05 
DLCT010034542015,03/01/2018,21/11/2015,2017,774,25.8 ,2.12 
DLCT010053092016,NA,05/01/2016,2017,1547,51.6 ,4.24 
DLCT010098532013,09/01/2015,29/05/2014,2017,225,7.5 ,0.62 
DLCT010010272013,04/08/2017,05/09/2013,2017,1429,47.6 ,3.92 
DLCT010053082016,03/07/2019,02/01/2016,2017,1278,42.6 ,3.50 
DLCT010102112017,08/05/2018,14/07/2017,2017,298,9.9 ,0.82 
DLCT010163192017,NA,03/11/2017,2017,879,29.3 ,2.41 
DLCT010104032019,NA,03/08/2019,2017,241,8.0 ,0.66 
DLCT010127112018,NA,28/09/2018,2017,550,18.3 ,1.51 
DLCT010013162019,NA,28/01/2019,2018,428,14.3 ,1.17 
DLCT010130052017,NA,04/09/2017,2017,939,31.3 ,2.57 
