cino,date_of_decision,dt_regis,reg_year_date,case_age_days,case_age_months,case_age_years
ASDU010007692018,18/07/2018,15/05/2018,2015,64,2.1 ,0.18 
ASDU100003592018,05/07/2019,16/11/2018,2014,231,7.7 ,0.63 
ASDU010004132020,NA,19/03/2020,2014,12,0.4 ,0.03 
ASDU010011772019,NA,04/09/2019,2017,209,7.0 ,0.57 
ASDU010011822018,NA,18/07/2018,2014,622,20.7 ,1.70 
ASDU100000242020,11/02/2020,20/01/2020,2014,22,0.7 ,0.06 
ASDU010005192015,30/09/2016,12/10/2015,2016,354,11.8 ,0.97 
ASDU010013862018,NA,28/08/2018,2018,581,19.4 ,1.59 
ASDU010002552015,NA,27/05/2015,2017,1770,59.0 ,4.85 
ASDU010006392017,05/11/2019,05/09/2017,2018,791,26.4 ,2.17 
ASDU010012882018,NA,04/08/2018,2018,605,20.2 ,1.66 
ASDU100002092019,28/08/2019,01/06/2019,2017,88,2.9 ,0.24 
ASDU010003782019,NA,26/03/2019,2015,371,12.4 ,1.02 
ASDU100003332018,20/04/2019,01/11/2018,2017,170,5.7 ,0.47 
ASDU100000262017,17/06/2019,30/03/2017,2017,809,27.0 ,2.22 
ASDU010003452019,NA,15/03/2019,2016,382,12.7 ,1.05 
ASDU100000122020,NA,09/01/2020,2015,82,2.7 ,0.22 
ASDU100000842016,28/02/2019,07/10/2016,2016,874,29.1 ,2.39 
ASDU010005752018,09/05/2018,11/04/2018,2017,28,0.9 ,0.08 
ASDU010009462019,NA,22/07/2019,2018,253,8.4 ,0.69 
ASDU010002562015,14/11/2017,27/05/2015,2018,902,30.1 ,2.47 
ASDU010003592017,20/12/2019,23/06/2017,2016,910,30.3 ,2.49 
ASDU100005342019,NA,14/11/2019,2015,138,4.6 ,0.38 
ASDU010006402017,18/03/2020,05/09/2017,2018,925,30.8 ,2.53 
ASDU100005872019,NA,11/12/2019,2018,111,3.7 ,0.30 
ASDU010013662018,29/09/2018,21/08/2018,2017,39,1.3 ,0.11 
ASDU010004162016,16/08/2018,06/09/2016,2015,709,23.6 ,1.94 
ASDU010000132018,18/05/2018,03/01/2018,2015,135,4.5 ,0.37 
ASDU100001032017,12/11/2018,02/06/2017,2017,528,17.6 ,1.45 
ASDU010000272019,NA,04/01/2019,2018,452,15.1 ,1.24 
ASDU010007962019,NA,18/06/2019,2018,287,9.6 ,0.79 
ASDU010015432019,NA,13/11/2019,2018,139,4.6 ,0.38 
ASDU010005882016,15/02/2018,05/05/2016,2018,651,21.7 ,1.78 
ASDU100003352018,30/03/2019,01/11/2018,2018,149,5.0 ,0.41 
ASDU010001622019,20/03/2019,07/02/2019,2015,41,1.4 ,0.11 
ASDU010002842019,NA,01/03/2019,2018,396,13.2 ,1.08 
ASDU010005732016,16/12/2017,28/09/2016,2019,444,14.8 ,1.22 
ASDU100001682019,NA,08/05/2019,2018,328,10.9 ,0.90 
ASDU010007942019,NA,18/06/2019,2015,287,9.6 ,0.79 
ASDU010011672019,27/02/2020,04/09/2019,2018,176,5.9 ,0.48 
ASDU010005222018,NA,29/03/2018,2016,733,24.4 ,2.01 
ASDU010000152017,12/07/2019,07/01/2017,2019,916,30.5 ,2.51 
ASDU010004032017,10/10/2018,25/07/2017,2019,442,14.7 ,1.21 
ASDU010004142020,NA,19/03/2020,2015,12,0.4 ,0.03 
ASDU010001582017,03/04/2018,16/03/2017,2015,383,12.8 ,1.05 
ASDU010018862018,NA,28/11/2018,2017,489,16.3 ,1.34 
ASDU010005822018,02/08/2018,12/04/2018,2018,112,3.7 ,0.31 
ASDU010008322018,08/08/2019,23/05/2018,2015,442,14.7 ,1.21 
ASDU010014512019,NA,23/10/2019,2015,160,5.3 ,0.44 
ASDU100002462019,NA,25/06/2019,2016,280,9.3 ,0.77 
ASDU010001202017,14/09/2017,27/02/2017,2015,199,6.6 ,0.55 
ASDU100005792019,NA,06/12/2019,2018,116,3.9 ,0.32 
ASDU010002542015,18/11/2015,27/05/2015,2017,175,5.8 ,0.48 
ASDU010001272020,NA,03/02/2020,2019,57,1.9 ,0.16 
ASDU010017132019,NA,09/12/2019,2019,113,3.8 ,0.31 
ASDU010005242018,16/08/2018,29/03/2018,2016,140,4.7 ,0.38 
ASDU010001482020,NA,05/02/2020,2018,55,1.8 ,0.15 
ASDU010017752018,08/01/2020,02/11/2018,2019,432,14.4 ,1.18 
ASDU100005602019,22/01/2020,26/11/2019,2018,57,1.9 ,0.16 
ASDU010018362018,NA,15/11/2018,2019,502,16.7 ,1.38 
ASDU100005902019,NA,12/12/2019,2018,110,3.7 ,0.30 
ASDU010001472016,12/03/2018,07/04/2016,2018,704,23.5 ,1.93 
ASDU010005962015,31/03/2016,07/12/2015,2018,115,3.8 ,0.32 
ASDU010001512017,17/05/2018,15/03/2017,2017,428,14.3 ,1.17 
ASDU010001642019,NA,07/02/2019,2019,418,13.9 ,1.15 
ASDU100000522020,NA,11/02/2020,2018,49,1.6 ,0.13 
ASDU010004682016,10/10/2018,03/10/2016,2017,737,24.6 ,2.02 
ASDU010005752016,28/02/2017,14/09/2016,2019,167,5.6 ,0.46 
ASDU010002852020,NA,26/02/2020,2016,34,1.1 ,0.09 
ASDU010008782019,NA,04/07/2019,2018,271,9.0 ,0.74 
ASDU010003012015,26/06/2019,18/06/2015,2017,1469,49.0 ,4.02 
ASDU100001972018,09/01/2019,18/06/2018,2018,205,6.8 ,0.56 
ASDU010016762018,NA,11/10/2018,2018,537,17.9 ,1.47 
ASDU100005122019,04/02/2020,05/11/2019,2018,91,3.0 ,0.25 
ASDU010014692018,16/03/2020,14/09/2018,2019,549,18.3 ,1.50 
ASDU010006722018,20/08/2018,25/04/2018,2016,117,3.9 ,0.32 
ASDU100003992019,23/10/2019,05/09/2019,2018,48,1.6 ,0.13 
ASDU010006422018,09/04/2019,23/04/2018,2017,351,11.7 ,0.96 
ASDU010002442019,NA,25/02/2019,2018,400,13.3 ,1.10 
ASDU010000102017,21/03/2018,06/01/2017,2018,439,14.6 ,1.20 
ASDU010008842019,07/01/2020,05/07/2019,2017,186,6.2 ,0.51 
ASDU010004662019,NA,11/04/2019,2017,355,11.8 ,0.97 
ASDU010005122018,06/03/2020,28/03/2018,2016,709,23.6 ,1.94 
ASDU010005802019,NA,09/05/2019,2016,327,10.9 ,0.90 
ASDU010008562018,11/06/2019,25/05/2018,2017,382,12.7 ,1.05 
ASDU100005362019,11/03/2020,14/11/2019,2019,118,3.9 ,0.32 
ASDU010012952019,18/12/2019,21/09/2019,2019,88,2.9 ,0.24 
ASDU010018342018,02/03/2020,15/11/2018,2019,473,15.8 ,1.30 
ASDU100004802019,NA,23/10/2019,2019,160,5.3 ,0.44 
ASDU010016112019,NA,20/11/2019,2019,132,4.4 ,0.36 
ASDU010015342018,16/11/2018,24/09/2018,2019,53,1.8 ,0.15 
ASDU100002312019,23/12/2019,18/06/2019,2019,188,6.3 ,0.52 
ASDU010005832018,24/04/2019,12/04/2018,2019,377,12.6 ,1.03 
ASDU010001452017,25/04/2018,14/03/2017,2019,407,13.6 ,1.12 
ASDU010000082019,08/02/2019,02/01/2019,2019,37,1.2 ,0.10 
ASDU010001652019,NA,07/02/2019,2019,418,13.9 ,1.15 
ASDU010011612019,NA,03/09/2019,2019,210,7.0 ,0.58 
ASDU100004562019,NA,09/10/2019,2019,174,5.8 ,0.48 
ASDU010005262018,17/02/2020,29/03/2018,2019,690,23.0 ,1.89 
ASDU010000122017,09/03/2017,06/01/2017,2017,62,2.1 ,0.17 
ASDU100000562015,25/01/2019,17/04/2015,2018,1379,46.0 ,3.78 
ASDU100000992017,21/08/2019,12/06/2017,2020,800,26.7 ,2.19 
ASDU010014962019,NA,31/10/2019,2018,152,5.1 ,0.42 
ASDU010000122018,29/05/2018,03/01/2018,2018,146,4.9 ,0.40 
ASDU010000412015,31/08/2015,27/01/2015,2018,216,7.2 ,0.59 
ASDU010003142019,18/02/2020,08/03/2019,2018,347,11.6 ,0.95 
ASDU010003902018,NA,06/03/2018,2020,756,25.2 ,2.07 
ASDU100002962019,18/09/2019,19/07/2019,2018,61,2.0 ,0.17 
ASDU100001902019,12/02/2020,17/05/2019,2017,271,9.0 ,0.74 
ASDU100002832017,07/09/2018,16/12/2017,2018,265,8.8 ,0.73 
ASDU100000592020,NA,13/02/2020,2018,47,1.6 ,0.13 
ASDU010002602015,05/01/2016,30/05/2015,2018,220,7.3 ,0.60 
ASDU010015352018,10/12/2018,24/09/2018,2017,77,2.6 ,0.21 
ASDU010011422018,17/12/2019,12/07/2018,2017,523,17.4 ,1.43 
ASDU010015442019,NA,13/11/2019,2018,139,4.6 ,0.38 
ASDU100001002017,22/08/2019,20/07/2017,2017,763,25.4 ,2.09 
ASDU010005792016,10/11/2017,09/11/2016,2020,366,12.2 ,1.00 
ASDU010002452019,NA,25/02/2019,2019,400,13.3 ,1.10 
ASDU010001592017,NA,16/03/2017,2018,1111,37.0 ,3.04 
ASDU100000672020,NA,18/02/2020,2020,42,1.4 ,0.12 
ASDU100000462019,17/02/2020,11/02/2019,2019,371,12.4 ,1.02 
ASDU010009582017,16/05/2018,03/11/2017,2017,194,6.5 ,0.53 
ASDU010004762019,18/03/2020,12/04/2019,2020,341,11.4 ,0.93 
ASDU100000432019,14/05/2019,07/02/2019,2020,96,3.2 ,0.26 
ASDU100004362019,NA,21/09/2019,2017,192,6.4 ,0.53 
ASDU010003482017,19/07/2019,28/06/2017,2019,751,25.0 ,2.06 
ASDU010004382017,17/12/2018,03/08/2017,2017,501,16.7 ,1.37 
ASDU010005252015,11/05/2017,13/10/2015,2020,576,19.2 ,1.58 
ASDU010008862019,NA,05/07/2019,2020,270,9.0 ,0.74 
ASDU010004192017,NA,03/07/2017,2019,1002,33.4 ,2.75 
ASDU010002332015,29/02/2016,18/05/2015,2017,287,9.6 ,0.79 
ASDU100002862019,21/09/2019,12/07/2019,2018,71,2.4 ,0.19 
ASDU010009552017,NA,02/11/2017,2018,880,29.3 ,2.41 
ASDU010007702018,19/03/2020,15/05/2018,2019,674,22.5 ,1.85 
ASDU010008252018,17/07/2018,22/05/2018,2017,56,1.9 ,0.15 
ASDU010006882018,02/03/2019,26/04/2018,2019,310,10.3 ,0.85 
ASDU010002662017,30/01/2018,16/05/2017,2017,259,8.6 ,0.71 
ASDU010007212018,27/08/2018,05/05/2018,2017,114,3.8 ,0.31 
ASDU010015202019,NA,05/11/2019,2018,147,4.9 ,0.40 
ASDU010012992018,13/03/2019,06/08/2018,2018,219,7.3 ,0.60 
ASDU100003782018,10/02/2020,10/12/2018,2018,427,14.2 ,1.17 
ASDU010000572016,26/07/2017,06/02/2016,2018,536,17.9 ,1.47 
ASDU100002572018,29/03/2019,03/08/2018,2018,238,7.9 ,0.65 
ASDU010006372019,NA,21/05/2019,2018,315,10.5 ,0.86 
ASDU010005952015,26/05/2017,07/12/2015,2018,536,17.9 ,1.47 
ASDU010000102019,03/02/2020,02/01/2019,2018,397,13.2 ,1.09 
ASDU100003072017,07/12/2018,14/02/2017,2019,661,22.0 ,1.81 
ASDU100001572018,NA,22/05/2018,2018,679,22.6 ,1.86 
ASDU010009142018,01/11/2018,04/06/2018,2019,150,5.0 ,0.41 
ASDU010005152019,11/06/2019,25/04/2019,2019,47,1.6 ,0.13 
ASDU010003092019,NA,08/03/2019,2017,389,13.0 ,1.07 
ASDU010000832018,10/10/2018,12/01/2018,2018,271,9.0 ,0.74 
ASDU010000582016,27/02/2020,06/02/2016,2019,1482,49.4 ,4.06 
ASDU010003292019,NA,13/03/2019,2018,384,12.8 ,1.05 
ASDU100005142019,NA,06/11/2019,2019,146,4.9 ,0.40 
ASKA010006632018,NA,26/11/2018,2017,491,16.4 ,1.35 
ASDU010000162019,04/03/2020,02/01/2019,2017,427,14.2 ,1.17 
ASDU010008852019,NA,05/07/2019,2018,270,9.0 ,0.74 
ASDU100004682019,NA,19/10/2019,2018,164,5.5 ,0.45 
ASDU010007002017,06/10/2018,14/09/2017,2018,387,12.9 ,1.06 
ASDU010003522019,29/02/2020,16/03/2019,2016,350,11.7 ,0.96 
ASDU100005782019,NA,06/12/2019,2016,116,3.9 ,0.32 
ASDU010011602019,NA,03/09/2019,2016,210,7.0 ,0.58 
ASDU010000132017,11/12/2019,06/01/2017,2016,1069,35.6 ,2.93 
ASDU010002162017,12/07/2017,24/04/2017,2018,79,2.6 ,0.22 
ASDU010000112017,05/06/2017,06/01/2017,2017,150,5.0 ,0.41 
ASDU100000442019,23/07/2019,11/02/2019,2017,162,5.4 ,0.44 
ASKA010005092018,20/11/2018,18/09/2018,2019,63,2.1 ,0.17 
ASKA010005762019,NA,19/10/2019,2016,164,5.5 ,0.45 
ASKA010001382015,18/07/2019,11/05/2015,2016,1529,51.0 ,4.19 
ASKA010007062018,07/08/2019,21/12/2018,2018,229,7.6 ,0.63 
ASKA010001402016,31/07/2019,30/08/2017,2017,700,23.3 ,1.92 
ASKA010000472019,NA,02/02/2019,2017,423,14.1 ,1.16 
ASKA010006962019,NA,17/12/2019,2017,105,3.5 ,0.29 
ASKA010002682019,NA,24/05/2019,2016,312,10.4 ,0.85 
ASKA010001192015,08/08/2019,03/10/2015,2017,1405,46.8 ,3.85 
ASKA010000352016,NA,29/05/2015,2018,1768,58.9 ,4.84 
ASKA010001822015,04/12/2018,16/03/2015,2018,1359,45.3 ,3.72 
ASKA010003012018,NA,29/01/2018,2017,792,26.4 ,2.17 
ASKA010000102019,NA,05/01/2019,2018,451,15.0 ,1.24 
ASKA010000762020,NA,19/02/2020,2018,41,1.4 ,0.11 
ASKA010005632018,07/08/2019,03/10/2018,2019,308,10.3 ,0.84 
ASKA010000882013,NA,29/01/2014,2016,2253,75.1 ,6.17 
ASKA010001712015,17/09/2018,05/02/2015,2017,1320,44.0 ,3.62 
ASKA010001562018,NA,28/01/2018,2016,793,26.4 ,2.17 
ASKA010001292016,01/10/2019,22/03/2016,2018,1288,42.9 ,3.53 
ASKA010003632017,24/10/2019,22/07/2017,2018,824,27.5 ,2.26 
ASKA010005662019,NA,01/10/2019,2016,182,6.1 ,0.50 
ASKA010003082018,23/09/2019,10/05/2018,2018,501,16.7 ,1.37 
ASKA010005012019,NA,31/08/2019,2018,213,7.1 ,0.58 
ASKA010005002018,06/12/2018,14/08/2018,2018,114,3.8 ,0.31 
ASKA010001412018,21/05/2018,05/03/2018,2018,77,2.6 ,0.21 
ASKA010005032019,NA,31/08/2019,2016,213,7.1 ,0.58 
ASKA010001092015,NA,11/07/2015,2018,1725,57.5 ,4.73 
ASKA010001102016,06/08/2019,18/10/2016,2016,1022,34.1 ,2.80 
ASKA010000622020,NA,04/02/2020,2018,56,1.9 ,0.15 
ASKA010006412018,05/08/2019,12/11/2018,2018,266,8.9 ,0.73 
ASKA010004462019,NA,31/07/2019,2017,244,8.1 ,0.67 
ASKA010003302019,NA,14/06/2019,2018,291,9.7 ,0.80 
ASKA010002362017,17/06/2019,28/07/2017,2016,689,23.0 ,1.89 
ASKA010000462020,NA,22/01/2020,2017,69,2.3 ,0.19 
ASKA010004342019,NA,25/07/2019,2016,250,8.3 ,0.68 
ASKA010002902019,NA,03/06/2019,2018,302,10.1 ,0.83 
ASKA010006982018,17/07/2019,15/12/2018,2016,214,7.1 ,0.59 
ASKA010004312017,NA,04/10/2018,2016,544,18.1 ,1.49 
ASKA010000982016,11/07/2018,23/11/2016,2018,595,19.8 ,1.63 
ASKA010000622013,NA,21/10/2013,2019,2353,78.4 ,6.45 
ASKA010005892019,NA,24/10/2019,2019,159,5.3 ,0.44 
ASKA010001792015,20/11/2018,30/05/2015,2017,1270,42.3 ,3.48 
ASKA010002172015,NA,17/12/2015,2016,1566,52.2 ,4.29 
ASKA010004732019,NA,13/08/2019,2017,231,7.7 ,0.63 
ASKA010003512017,13/05/2019,25/11/2017,2018,534,17.8 ,1.46 
ASKA010000432020,NA,20/01/2020,2018,71,2.4 ,0.19 
ASKA010001132014,NA,21/09/2014,2016,2018,67.3 ,5.53 
ASKA010005122019,NA,03/09/2019,2019,210,7.0 ,0.58 
ASKA010001332014,NA,24/04/2015,2019,1803,60.1 ,4.94 
ASKA010000252020,NA,08/01/2020,2016,83,2.8 ,0.23 
ASKA010001502019,29/07/2019,25/03/2019,2019,126,4.2 ,0.35 
ASKA010005422019,NA,23/09/2019,2018,190,6.3 ,0.52 
ASKA010007022018,05/04/2019,31/10/2018,2016,156,5.2 ,0.43 
ASKA010005432019,NA,23/09/2019,2018,190,6.3 ,0.52 
ASKA010002032015,03/09/2019,30/11/2015,2018,1373,45.8 ,3.76 
ASKA010002342017,NA,21/04/2018,2016,710,23.7 ,1.95 
ASKA010001042013,17/08/2019,28/10/2013,2019,2119,70.6 ,5.81 
ASKA010004082017,19/12/2018,21/06/2018,2018,181,6.0 ,0.50 
ASKA010003742019,NA,27/06/2019,2016,278,9.3 ,0.76 
ASKA010001012014,NA,23/11/2014,2018,1955,65.2 ,5.36 
ASKA010004032017,26/08/2019,10/10/2017,2018,685,22.8 ,1.88 
ASKA010000042019,16/07/2019,03/01/2019,2018,194,6.5 ,0.53 
ASKA010001432018,10/06/2019,12/04/2018,2016,424,14.1 ,1.16 
ASKA010000612020,NA,04/02/2020,2018,56,1.9 ,0.15 
ASKA010000802020,NA,25/02/2020,2019,35,1.2 ,0.10 
ASKA010001332016,16/07/2019,03/10/2016,2019,1016,33.9 ,2.78 
ASKA010005412019,NA,23/09/2019,2019,190,6.3 ,0.52 
ASKA010003652018,NA,23/11/2016,2019,1224,40.8 ,3.35 
ASKA010006162019,NA,06/11/2019,2019,146,4.9 ,0.40 
ASKA010003432017,NA,20/06/2017,2019,1015,33.8 ,2.78 
ASKA010005482019,NA,24/09/2019,2018,189,6.3 ,0.52 
ASKA010000982020,NA,11/03/2020,2019,20,0.7 ,0.05 
ASKA010003822017,14/11/2018,14/06/2017,2018,518,17.3 ,1.42 
ASKA010001422016,NA,06/05/2019,2019,330,11.0 ,0.90 
ASKA010006862019,NA,12/12/2019,2019,110,3.7 ,0.30 
ASKA010000092020,NA,06/01/2020,2019,85,2.8 ,0.23 
ASKA010002502017,27/03/2019,19/09/2017,2019,554,18.5 ,1.52 
ASKA010006852018,NA,06/12/2018,2019,481,16.0 ,1.32 
ASKA010001352016,11/09/2019,02/01/2016,2019,1348,44.9 ,3.69 
ASKA010004502018,07/06/2019,16/07/2018,2019,326,10.9 ,0.89 
ASKA010001102019,NA,02/03/2019,2019,395,13.2 ,1.08 
ASKA010005882019,NA,24/10/2019,2018,159,5.3 ,0.44 
ASKA010000012020,NA,02/01/2020,2019,89,3.0 ,0.24 
ASKA010004522018,NA,18/04/2018,2019,713,23.8 ,1.95 
ASKA010004472019,NA,31/07/2019,2019,244,8.1 ,0.67 
ASKA010006092018,NA,12/10/2018,2019,536,17.9 ,1.47 
ASKA010000842014,NA,14/07/2014,2019,2087,69.6 ,5.72 
ASKA010001082016,18/11/2019,09/06/2016,2019,1257,41.9 ,3.44 
ASKA010000082020,NA,06/01/2020,2019,85,2.8 ,0.23 
ASKA010006912018,NA,10/12/2018,2019,477,15.9 ,1.31 
ASKA010001192016,31/07/2019,13/08/2016,2019,1082,36.1 ,2.96 
ASKA010005992019,NA,30/10/2019,2019,153,5.1 ,0.42 
ASKA010004672019,NA,06/08/2019,2019,238,7.9 ,0.65 
ASKA010001112020,NA,18/03/2020,2019,13,0.4 ,0.04 
ASKA010000792019,NA,15/02/2019,2019,410,13.7 ,1.12 
ASKA010006472019,NA,22/11/2019,2019,130,4.3 ,0.36 
ASKA010002532019,NA,15/05/2019,2019,321,10.7 ,0.88 
ASKA010006972019,16/03/2020,17/12/2019,2019,90,3.0 ,0.25 
ASKA010003992018,31/08/2019,18/06/2018,2019,439,14.6 ,1.20 
ASKA010001762019,NA,01/04/2019,2019,365,12.2 ,1.00 
ASKA010000752020,NA,19/02/2020,2019,41,1.4 ,0.11 
ASKA010004012019,NA,12/07/2019,2017,263,8.8 ,0.72 
ASKA010001302015,18/12/2018,18/12/2015,2017,1096,36.5 ,3.00 
ASKA010003092018,NA,19/07/2018,2015,621,20.7 ,1.70 
ASKA010001122015,05/09/2018,26/07/2015,2016,1137,37.9 ,3.12 
ASKA010002382018,20/02/2019,24/01/2018,2017,392,13.1 ,1.07 
ASKA010004292019,NA,23/07/2019,2017,252,8.4 ,0.69 
ASKA010000372020,NA,10/01/2020,2017,81,2.7 ,0.22 
ASKA010003072019,NA,10/06/2019,2020,295,9.8 ,0.81 
ASKA010006612019,NA,27/11/2019,2017,125,4.2 ,0.34 
ASKA010000712017,NA,28/08/2013,2017,2407,80.2 ,6.59 
ASKA010002292019,NA,09/05/2019,2015,327,10.9 ,0.90 
ASKA010000892016,NA,13/02/2016,2017,1508,50.3 ,4.13 
ASKA010002522017,NA,19/03/2017,2016,1108,36.9 ,3.04 
ASKA010000772014,NA,03/02/2014,2020,2248,74.9 ,6.16 
ASKA010002522019,NA,15/05/2019,2020,321,10.7 ,0.88 
ASKA010004302017,NA,02/08/2017,2015,972,32.4 ,2.66 
ASKA010001282014,NA,18/10/2014,2017,1991,66.4 ,5.45 
ASKA010005162018,NA,24/09/2018,2020,554,18.5 ,1.52 
ASKA010001172015,NA,29/12/2015,2017,1554,51.8 ,4.26 
ASKA010001012020,NA,13/03/2020,2015,18,0.6 ,0.05 
ASKA010002032018,21/01/2019,14/05/2018,2017,252,8.4 ,0.69 
ASKA010003982018,NA,29/06/2018,2020,641,21.4 ,1.76 
ASKA010005262019,NA,12/09/2019,2017,201,6.7 ,0.55 
ASKA010004332019,08/08/2019,25/07/2019,2020,14,0.5 ,0.04 
ASKA010003422017,16/08/2018,03/04/2017,2020,500,16.7 ,1.37 
ASKA010001542015,NA,20/05/2015,2020,1777,59.2 ,4.87 
ASKA010001092014,27/06/2019,20/08/2014,2017,1772,59.1 ,4.85 
ASKA010001302014,18/01/2019,21/07/2014,2017,1642,54.7 ,4.50 
ASKA010006762019,NA,04/12/2019,2020,118,3.9 ,0.32 
ASKA010005022019,16/03/2020,31/08/2019,2017,198,6.6 ,0.54 
ASKA010001742015,NA,14/06/2015,2020,1752,58.4 ,4.80 
ASKA010000862016,NA,01/10/2016,2020,1277,42.6 ,3.50 
ASKA010004512018,05/02/2019,24/06/2018,2017,226,7.5 ,0.62 
ASKA010001262016,12/02/2019,08/09/2016,2017,887,29.6 ,2.43 
ASKA010004372019,NA,29/07/2019,2017,246,8.2 ,0.67 
ASKA010001162020,NA,23/03/2020,2017,8,0.3 ,0.02 
ASKA010003872017,07/08/2018,14/04/2017,2020,480,16.0 ,1.32 
ASKA010004642019,NA,05/08/2019,2015,239,8.0 ,0.65 
ASKA010002372017,11/06/2019,16/05/2017,2017,756,25.2 ,2.07 
ASKA010003522017,06/08/2018,15/07/2017,2015,387,12.9 ,1.06 
ASKA010003132019,NA,11/06/2019,2019,294,9.8 ,0.81 
ASKA010003442017,NA,29/12/2017,2015,823,27.4 ,2.25 
ASKA010004112019,31/10/2019,18/07/2019,2019,105,3.5 ,0.29 
ASKA010004162017,10/09/2018,14/03/2017,2016,545,18.2 ,1.49 
ASKA010003152019,NA,12/06/2019,2015,293,9.8 ,0.80 
ASKA010000802019,11/09/2019,15/02/2019,2019,208,6.9 ,0.57 
ASKA010004492019,31/07/2019,30/08/2017,2017,700,23.3 ,1.92 
ASKA010005602019,NA,27/09/2019,2014,186,6.2 ,0.51 
ASKA010000542013,NA,09/09/2013,2017,2395,79.8 ,6.56 
ASKA010002202018,10/10/2018,06/02/2018,2016,246,8.2 ,0.67 
ASKA010001312016,30/07/2018,23/11/2016,2015,614,20.5 ,1.68 
ASKA010005152018,NA,24/09/2018,2016,554,18.5 ,1.52 
ASKA010000862013,NA,07/09/2013,2017,2397,79.9 ,6.57 
ASKA010003942017,22/11/2019,26/02/2017,2017,999,33.3 ,2.74 
ASKA010005702019,NA,04/10/2019,2015,179,6.0 ,0.49 
ASKA010000792020,NA,25/02/2020,2017,35,1.2 ,0.10 
ASKA010005202018,NA,25/09/2018,2017,553,18.4 ,1.52 
ASKA010003942018,04/10/2018,28/03/2018,2017,190,6.3 ,0.52 
ASKA010001862015,NA,01/09/2015,2019,1673,55.8 ,4.58 
ASKA010005632019,NA,01/10/2019,2017,182,6.1 ,0.50 
ASKA010000872014,NA,11/11/2014,2019,1967,65.6 ,5.39 
ASKA010001072016,NA,03/02/2016,2017,1518,50.6 ,4.16 
ASKA010006462019,NA,22/11/2019,2015,130,4.3 ,0.36 
ASKA010001732015,NA,04/04/2015,2016,1823,60.8 ,4.99 
ASKA010003562017,NA,27/09/2017,2016,916,30.5 ,2.51 
ASKA010000822017,24/05/2018,01/07/2017,2016,327,10.9 ,0.90 
ASKA010001552018,13/02/2019,02/02/2018,2016,376,12.5 ,1.03 
ASKA010005282019,NA,12/09/2019,2016,201,6.7 ,0.55 
ASKA010003932018,09/04/2019,13/05/2018,2017,331,11.0 ,0.91 
ASKA010007012018,NA,15/12/2018,2015,472,15.7 ,1.29 
ASKA010006242019,NA,08/11/2019,2019,144,4.8 ,0.39 
ASKA010000432015,14/09/2018,11/05/2014,2019,1587,52.9 ,4.35 
ASKA010001382016,NA,22/01/2016,2016,1530,51.0 ,4.19 
ASKA010000812020,NA,25/02/2020,2019,35,1.2 ,0.10 
ASKA010001192019,NA,08/03/2019,2014,389,13.0 ,1.07 
ASKA010000892013,NA,10/10/2013,2014,2364,78.8 ,6.48 
ASKA010007072018,NA,21/12/2018,2019,466,15.5 ,1.28 
ASKA010004162019,NA,19/07/2019,2016,256,8.5 ,0.70 
ASKA010006902018,NA,10/12/2018,2019,477,15.9 ,1.31 
ASKA010007142019,NA,20/12/2019,2017,102,3.4 ,0.28 
ASKA010001722015,NA,17/06/2015,2017,1749,58.3 ,4.79 
ASKA010001742019,NA,30/03/2019,2015,367,12.2 ,1.01 
ASSN070004812019,NA,22/10/2019,2014,161,5.4 ,0.44 
ASSN070003302019,21/08/2019,21/08/2019,2014,0,0.0 ,0.00 
ASSN010003222017,22/03/2018,24/04/2017,2016,332,11.1 ,0.91 
ASSN070004642019,23/10/2019,10/10/2019,2017,13,0.4 ,0.04 
ASSN070001532019,04/04/2019,04/04/2019,2015,0,0.0 ,0.00 
ASSN010004242016,05/07/2017,24/06/2016,2016,376,12.5 ,1.03 
ASSN070004702019,16/10/2019,16/10/2019,2014,0,0.0 ,0.00 
ASSN010009282016,03/02/2018,30/12/2016,2019,400,13.3 ,1.10 
ASSN010013362019,NA,24/12/2019,2018,98,3.3 ,0.27 
ASSN070003322018,06/03/2020,21/07/2018,2019,594,19.8 ,1.63 
ASSN070001292019,NA,16/03/2019,2016,381,12.7 ,1.04 
ASSN070004432019,NA,26/09/2019,2016,187,6.2 ,0.51 
ASSN070001002019,NA,06/03/2019,2019,391,13.0 ,1.07 
ASSN070002392019,30/05/2019,30/05/2019,2016,0,0.0 ,0.00 
ASSN010002312017,20/01/2020,21/03/2017,2019,1035,34.5 ,2.84 
ASSN010008342017,NA,02/08/2017,2016,972,32.4 ,2.66 
ASSN010012912018,28/08/2019,20/08/2018,2017,373,12.4 ,1.02 
ASSN070001122016,12/07/2019,28/06/2016,2017,1109,37.0 ,3.04 
ASSN010004262017,30/09/2019,18/05/2017,2017,865,28.8 ,2.37 
ASSN010014642018,20/07/2019,24/09/2018,2019,299,10.0 ,0.82 
ASSN070002502018,24/01/2020,25/06/2018,2016,578,19.3 ,1.58 
ASSN010009422017,14/12/2017,22/08/2017,2016,114,3.8 ,0.31 
ASSN070001792016,20/03/2018,09/09/2016,2016,557,18.6 ,1.53 
ASSN070005252018,NA,19/11/2018,2016,498,16.6 ,1.36 
ASSN070000672016,NA,11/05/2016,2016,1420,47.3 ,3.89 
ASSN070001142017,25/07/2018,24/05/2017,2019,427,14.2 ,1.17 
