state_name,district_name,purpose,updated_purpose,total_hearings
Assam,Baksa,Appearance,Miscellaneous Appearance,53
Assam,Baksa,Appearance/Copy,Miscellaneous Appearance,109
Assam,Baksa,Arguments,Miscellaneous Arguments,75
Assam,Baksa,Case Diary,Miscellaneous,1
Assam,Baksa,Consideration of Charge(C.C),Charge,127
Assam,Baksa,C opy,Miscellaneous Appearance,10
Assam,Baksa,Copy,Miscellaneous Appearance,19
Assam,Baksa,Cross of PWS,Prosecution Evidence,3
Assam,Baksa,Defence Evidence,Defence Evidence,1
Assam,Baksa,Defense Witness,Defence Evidence,8
Assam,Baksa,Disposed,Judgement,58
Assam,Baksa,Evidence,Other Evidence,835
Assam,Baksa,Hearing,Miscellaneous,5
Assam,Baksa,Hearing on Petition,Miscellaneous,1
Assam,Baksa,Judgment,Judgement,48
Assam,Baksa,Necessary Order,Miscellaneous Order,7
Assam,Baksa,Objection,Miscellaneous,1
Assam,Baksa,Objection Hearing,Miscellaneous,2
Assam,Baksa,Order,Miscellaneous Order,1
Assam,Baksa,Production/C.C.,Charge,4
Assam,Baksa,Production/Evidence,Prosecution Evidence,61
Assam,Baksa,Production of Accused,Miscellaneous Appearance,148
Assam,Baksa,Production through VC,Miscellaneous Appearance,7
Assam,Baksa,Prosecution Evidence,Prosecution Evidence,3
Assam,Baksa,put up,Miscellaneous,1
Assam,Baksa,Report,Miscellaneous,44
Assam,Baksa,Report/Appearance,Miscellaneous Appearance,3
Assam,Baksa,Revoked,Miscellaneous,16
Assam,Baksa,S/D and argument,Defence Evidence,4
Assam,Baksa,Statement Defence and Argument,Defence Evidence,37
Assam,Barpeta,313 Cr.Pc STatement,Statement of Accused,6
Assam,Barpeta,Appearance and Report,Miscellaneous Appearance,11
Assam,Barpeta,Appearence and C.C.,Charge,3
Assam,Barpeta,Appearence of the accused,Miscellaneous Appearance,7
Assam,Barpeta,Appereance,Miscellaneous Appearance,1051
Assam,Barpeta,Arguments,Miscellaneous Arguments,241
Assam,Barpeta,Case Diary,Miscellaneous,2
Assam,Barpeta,Consideration of Charge(C.C),Charge,572
Assam,Barpeta,Copy,Miscellaneous Appearance,204
Assam,Barpeta,Copy.,Miscellaneous Appearance,12
Assam,Barpeta,Cost of Nazir,Miscellaneous,1
Assam,Barpeta,Court/Official  witness,Other Evidence,1
Assam,Barpeta,Cross examination of Prosecution Witness,Prosecution Evidence,1
Assam,Barpeta,Defence Evidence,Defence Evidence,13
Assam,Barpeta,Defendant Witness,Defence Evidence,5
Assam,Barpeta,Defense Witness,Defence Evidence,28
Assam,Barpeta,Disposed,Judgement,276
Assam,Barpeta,Evidence,Other Evidence,1507
Assam,Barpeta,Evidence After Charge,Prosecution Evidence,18
Assam,Barpeta,Evidence of Enquiry Officer (EO),Other Evidence,2
Assam,Barpeta,Evidence of I.O,Prosecution Evidence,70
Assam,Barpeta,Evidence of I.O.,Prosecution Evidence,2
Assam,Barpeta,Evidence of M.O.,Prosecution Evidence,23
Assam,Barpeta,Evidence of PWs,Prosecution Evidence,11
Assam,Barpeta,Examination,Other Evidence,2
Assam,Barpeta,Examination of I/O,Prosecution Evidence,4
Assam,Barpeta,For Copy,Miscellaneous Appearance,13
Assam,Barpeta,Further Evidence,Other Evidence,895
Assam,Barpeta,hearing,Miscellaneous,5
Assam,Barpeta,Hearing on C. C.,Charge,6
Assam,Barpeta,Hearing on Petition,Miscellaneous,4
Assam,Barpeta,Hearing on Sentence,Sentence,1
Assam,Barpeta,Inventory Report,Miscellaneous,1
Assam,Barpeta,Judgement,Judgement,199
Assam,Barpeta,Necessary Order,Miscellaneous Order,43
Assam,Barpeta,Order,Miscellaneous Order,9
Assam,Barpeta,Production of Accused,Miscellaneous Appearance,96
Assam,Barpeta,Record,Miscellaneous,3
Assam,Barpeta,Report,Miscellaneous,5
Assam,Barpeta,Revoked,Miscellaneous,8
Assam,Barpeta,Service Report,Miscellaneous,2
Assam,Barpeta,Statement/defence,Defence Evidence,40
Assam,Barpeta,Statement/Defense,Defence Evidence,33
Assam,Barpeta,Statement/Defense/Argument,Defence Evidence,73
Assam,Barpeta,Statement of Accused,Statement of Accused,33
Assam,Bongaigaon,Appearence,Miscellaneous Appearance,66
Assam,Bongaigaon,Appereance,Miscellaneous Appearance,28
Assam,Bongaigaon,Arguments,Miscellaneous Arguments,80
Assam,Bongaigaon,Charge,Charge,1
Assam,Bongaigaon,Consideration of Charge(C.C),Charge,50
Assam,Bongaigaon,Copy,Miscellaneous Appearance,48
Assam,Bongaigaon,Defence Evidence,Defence Evidence,4
Assam,Bongaigaon,Disposed,Judgement,41
Assam,Bongaigaon,Enquiry,Miscellaneous,1
Assam,Bongaigaon,Evidence,Other Evidence,533
Assam,Bongaigaon,Evidence of I.O,Prosecution Evidence,49
Assam,Bongaigaon,Evidence on Official Witness,Other Evidence,6
Assam,Bongaigaon,For I.O,Prosecution Evidence,1
Assam,Bongaigaon,For Judgement,Judgement,15
Assam,Bongaigaon,For Put up,Miscellaneous,1
Assam,Bongaigaon,Further Arguments,Miscellaneous Arguments,3
Assam,Bongaigaon,Further Evidence,Other Evidence,63
Assam,Bongaigaon,Hearing,Miscellaneous,11
Assam,Bongaigaon,Hearing on C. C.,Charge,1
Assam,Bongaigaon,Hearing on Petition,Miscellaneous,1
Assam,Bongaigaon,Judgement,Judgement,35
Assam,Bongaigaon,Official Witness,Other Evidence,2
Assam,Bongaigaon,Production of Accused,Miscellaneous Appearance,30
Assam,Bongaigaon,Remanded Till,Miscellaneous,21
Assam,Bongaigaon,Report,Miscellaneous,5
Assam,Bongaigaon,SD,Defence Evidence,4
Assam,Bongaigaon,SD and Argument,Defence Evidence,10
Assam,Bongaigaon,Statement Defence and Argument,Defence Evidence,3
Assam,Bongaigaon,Statement of Accused,Statement of Accused,18
Assam,Cachar,Appearance,Miscellaneous Appearance,686
Assam,Cachar,Appearance and Charge.,Charge,17
Assam,Cachar,Appearence and Record,Miscellaneous Appearance,4
Assam,Cachar,Argument.,Miscellaneous Arguments,218
Assam,Cachar,Case Diary,Miscellaneous,1
Assam,Cachar,Charge,Charge,50
Assam,Cachar,Consideration of Charge(C.C),Charge,314
Assam,Cachar,Copy,Miscellaneous Appearance,13
Assam,Cachar,Copy.,Miscellaneous Appearance,71
Assam,Cachar,Cross-Examination.,Other Evidence,56
Assam,Cachar,Cross Examination of Defense Witness,Defence Evidence,3
Assam,Cachar,Cross examination of Prosecution Witness,Prosecution Evidence,2
Assam,Cachar,Defence Evidence,Defence Evidence,6
Assam,Cachar,Defendant Witness,Defence Evidence,16
Assam,Cachar,Defense Witness,Defence Evidence,10
Assam,Cachar,Deposition,Other Evidence,3
Assam,Cachar,Disposed,Judgement,117
Assam,Cachar,Evidence,Other Evidence,1253
Assam,Cachar,Evidence of I/O,Prosecution Evidence,64
Assam,Cachar,Evidence of I/O and M/O.,Prosecution Evidence,5
Assam,Cachar,F.F. (Report in Final Form),Miscellaneous,263
Assam,Cachar,Further Argument,Miscellaneous Arguments,2
Assam,Cachar,Further Evidence,Other Evidence,292
Assam,Cachar,Further Hearing,Miscellaneous,8
Assam,Cachar,Hearing,Miscellaneous,29
Assam,Cachar,Hearing of Bail Application,Bail,1
Assam,Cachar,Hearing on C.C.,Charge,3
Assam,Cachar,Hearing on Petition,Miscellaneous,23
Assam,Cachar,Judgement,Judgement,66
Assam,Cachar,Necessary Order,Miscellaneous Order,46
Assam,Cachar,Objection,Miscellaneous,4
Assam,Cachar,Objection and objection Hearing,Miscellaneous,1
Assam,Cachar,Production of Accused,Miscellaneous Appearance,229
Assam,Cachar,Record,Miscellaneous,4
Assam,Cachar,Remanded Till,Miscellaneous,5
Assam,Cachar,Report,Miscellaneous,25
Assam,Cachar,Report on W/A.,Miscellaneous Appearance,4
Assam,Cachar,Return of P and A with report.,Miscellaneous Appearance,2
Assam,Cachar,Return of P and A with report. ( SINEDIE CASE ),Miscellaneous Appearance,1
Assam,Cachar,Revoked,Miscellaneous,3
Assam,Cachar,S/D and Argument.,Defence Evidence,12
Assam,Cachar,Service Report/Record,Miscellaneous,7
Assam,Cachar,Statement of Accused,Statement of Accused,2
Assam,Cachar,Statement of defence,Defence Evidence,95
Assam,Chirang,Appereance,Miscellaneous Appearance,79
Assam,Chirang,Arguments,Miscellaneous Arguments,48
Assam,Chirang,Case Diary,Miscellaneous,2
Assam,Chirang,Charge,Charge,3
Assam,Chirang,Consideration of Charge(C.C),Charge,30
Assam,Chirang,Copy,Miscellaneous Appearance,17
Assam,Chirang,Court/Official  witness,Other Evidence,6
Assam,Chirang,Defence Evidence,Defence Evidence,2
Assam,Chirang,Defendant Witness,Defence Evidence,1
Assam,Chirang,Defense Witness,Defence Evidence,2
Assam,Chirang,Disposed,Judgement,73
Assam,Chirang,Enquiry,Miscellaneous,12
Assam,Chirang,Evidence,Other Evidence,179
Assam,Chirang,Evidence of IO,Prosecution Evidence,1
Assam,Chirang,Further Evidence,Other Evidence,149
Assam,Chirang,Further Hearing,Miscellaneous,1
Assam,Chirang,Hearing,Miscellaneous,2
Assam,Chirang,Hearing on C. C.,Charge,20
Assam,Chirang,Hearing on Sentence,Sentence,1
Assam,Chirang,Inquiry,Miscellaneous,8
Assam,Chirang,IO,Prosecution Evidence,75
Assam,Chirang,Judgement,Judgement,41
Assam,Chirang,MO,Prosecution Evidence,38
Assam,Chirang,MO and IO,Prosecution Evidence,16
Assam,Chirang,M.O. & I.O.,Prosecution Evidence,3
Assam,Chirang,Necessary Order,Miscellaneous Order,5
Assam,Chirang,Production and Evidence,Prosecution Evidence,76
Assam,Chirang,Production of Accused,Miscellaneous Appearance,22
Assam,Chirang,Prosecution Evidence,Prosecution Evidence,12
Assam,Chirang,Prosecution Witness,Prosecution Evidence,135
Assam,Chirang,PWS and MO and IO,Prosecution Evidence,1
Assam,Chirang,Report,Miscellaneous,3
Assam,Chirang,Revoked,Miscellaneous,1
Assam,Chirang,Statement Defence and Argument,Defence Evidence,25
Assam,Chirang,Statement of Accused,Statement of Accused,6
Assam,Chirang,Statement of accused u/s 313 Cr.P.C.,Statement of Accused,34
Assam,Chirang,Steps,Miscellaneous,1
Assam,Chirang,Transfer,Transfer,1
Assam,Chirang,Written Statement,Miscellaneous,1
Assam,Darrang,Appereance,Miscellaneous Appearance,432
Assam,Darrang,Arguments,Miscellaneous Arguments,97
Assam,Darrang,Case Diary,Miscellaneous,2
Assam,Darrang,Charge,Charge,2
Assam,Darrang,Consideration of Charge(C.C),Charge,191
Assam,Darrang,Copy,Miscellaneous Appearance,11
Assam,Darrang,copy for,Miscellaneous,70
Assam,Darrang,Cross examination of Prosecution Witness,Prosecution Evidence,1
Assam,Darrang,Defence Evidence,Defence Evidence,2
Assam,Darrang,Defense Witness,Defence Evidence,6
Assam,Darrang,Disposed,Judgement,59
Assam,Darrang,Documents,Miscellaneous,3
Assam,Darrang,Evidence,Other Evidence,1015
Assam,Darrang,Evidence of I/O,Prosecution Evidence,1
Assam,Darrang,Further Evidence,Other Evidence,11
Assam,Darrang,Judgement,Judgement,29
Assam,Darrang,Necessary Order,Miscellaneous Order,6
Assam,Darrang,Order,Miscellaneous Order,3
Assam,Darrang,Production of Accused,Miscellaneous Appearance,104
Assam,Darrang,Prosecution Witness,Prosecution Evidence,22
Assam,Darrang,Report,Miscellaneous,27
Assam,Darrang,Revoked,Miscellaneous,3
Assam,Darrang,Statement of Accused,Statement of Accused,61
Assam,Dhemaji,313 Cr.P.C Statement,Statement of Accused,129
Assam,Dhemaji,Appearance of accused,Miscellaneous Appearance,78
Assam,Dhemaji,Appereance of parties/ advocates,Miscellaneous Appearance,41
Assam,Dhemaji,Arguments,Miscellaneous Arguments,186
Assam,Dhemaji,Case Diary,Miscellaneous,3
Assam,Dhemaji,Charge,Charge,45
Assam,Dhemaji,Consideration of Charge(C.C),Charge,31
Assam,Dhemaji,Copies,Miscellaneous Appearance,15
Assam,Dhemaji,Court/Official  witness,Other Evidence,5
Assam,Dhemaji,Cross examination of Plaintiff/Claimant Witness,Prosecution Evidence,7
Assam,Dhemaji,Defence Evidence,Defence Evidence,12
Assam,Dhemaji,Disposed,Judgement,87
Assam,Dhemaji,E.O.,Other Evidence,27
Assam,Dhemaji,Evidence,Other Evidence,893
Assam,Dhemaji,Evidence of I.O,Prosecution Evidence,5
Assam,Dhemaji,Further Evidence,Other Evidence,3
Assam,Dhemaji,Hearing,Miscellaneous,1
Assam,Dhemaji,Hearing on C. C.,Charge,46
Assam,Dhemaji,I.O,Prosecution Evidence,33
Assam,Dhemaji,IO,Prosecution Evidence,3
Assam,Dhemaji,Judgement,Judgement,101
Assam,Dhemaji,M.O,Prosecution Evidence,4
Assam,Dhemaji,M.O.,Prosecution Evidence,3
Assam,Dhemaji,M.O. and amp I.O.,Prosecution Evidence,7
Assam,Dhemaji,Necessary Order,Miscellaneous Order,22
Assam,Dhemaji,Plantiff Witness,Prosecution Evidence,1
Assam,Dhemaji,Production of Accused,Miscellaneous Appearance,46
Assam,Dhemaji,Report,Miscellaneous,24
Assam,Dhemaji,Report of N.B.W.A,Miscellaneous Appearance,9
Assam,Dhemaji,Report of P and A,Miscellaneous Appearance,6
Assam,Dhemaji,Service Report,Miscellaneous,10
Assam,Dhemaji,Statement Defence and amp Argument,Defence Evidence,7
Assam,Dhemaji,Statement of accused u/s 313 Cr.P.C.,Statement of Accused,3
Assam,Dhemaji,Steps for summon,Miscellaneous,3
Assam,Dhemaji,Transfer,Transfer,1
Assam,Dhubri,Admission Hearing,Miscellaneous,7
Assam,Dhubri,Appearance,Miscellaneous Appearance,372
Assam,Dhubri,Appearance of Accused,Miscellaneous Appearance,38
Assam,Dhubri,Appearance of Accused and Bailor,Miscellaneous Appearance,25
Assam,Dhubri,"Appearance of accused, bailor/CC",Charge,4
Assam,Dhubri,Appearance of accused/CC,Charge,1
Assam,Dhubri,Argument/Judgment,Final Arguments,8
Assam,Dhubri,Arguments,Miscellaneous Arguments,140
Assam,Dhubri,Case Diary,Miscellaneous,1
Assam,Dhubri,C.C/Copy/Appearance,Charge,8
Assam,Dhubri,Charge,Charge,126
Assam,Dhubri,Consideration of Charge(C.C),Charge,133
Assam,Dhubri,Copy,Miscellaneous Appearance,121
Assam,Dhubri,Copy1,Miscellaneous,1
Assam,Dhubri,Court/Official  witness,Other Evidence,18
Assam,Dhubri,Cross examination of Plaintiff/Claimant Witness,Prosecution Evidence,1
Assam,Dhubri,Cross examination of Prosecution Witness,Prosecution Evidence,7
Assam,Dhubri,Defence Evidence,Defence Evidence,4
Assam,Dhubri,Defendant Witness,Defence Evidence,3
Assam,Dhubri,Defense Witness,Defence Evidence,12
Assam,Dhubri,Disposed,Judgement,175
Assam,Dhubri,Documents,Miscellaneous,1
Assam,Dhubri,Evidence,Other Evidence,796
Assam,Dhubri,Evidence of I/O,Prosecution Evidence,6
Assam,Dhubri,Further Argument,Miscellaneous Arguments,3
Assam,Dhubri,Further Evidence,Other Evidence,413
Assam,Dhubri,Further Prosecution Witness,Prosecution Evidence,4
Assam,Dhubri,Hearing,Miscellaneous,3
Assam,Dhubri,Hearing on C. C.,Charge,1
Assam,Dhubri,Hearing on Petition,Miscellaneous,1
Assam,Dhubri,Hearing on Sentence,Sentence,7
Assam,Dhubri,Investigation Officer (IO),Prosecution Evidence,23
Assam,Dhubri,IO,Prosecution Evidence,20
Assam,Dhubri,Issues,Charge,1
Assam,Dhubri,Judgement,Judgement,108
Assam,Dhubri,Medical Officer (MO),Prosecution Evidence,22
Assam,Dhubri,M.O. and I.O.,Prosecution Evidence,7
Assam,Dhubri,Necessary Order,Miscellaneous Order,31
Assam,Dhubri,Objection,Miscellaneous,3
Assam,Dhubri,Objection and Hearing,Miscellaneous,1
Assam,Dhubri,Order,Miscellaneous Order,1
Assam,Dhubri,Plantiff Witness,Prosecution Evidence,10
Assam,Dhubri,Production,Miscellaneous Appearance,7
Assam,Dhubri,Production of Accused,Miscellaneous Appearance,60
Assam,Dhubri,Production of Accused and Argument,Miscellaneous Arguments,1
Assam,Dhubri,Production of Accused and PW,Prosecution Evidence,46
Assam,Dhubri,Prosecution Evidence,Prosecution Evidence,196
Assam,Dhubri,Prosecution Witness,Prosecution Evidence,385
Assam,Dhubri,Put-up,Miscellaneous,6
Assam,Dhubri,PW and I.O.,Prosecution Evidence,6
Assam,Dhubri,PW and M.O.,Prosecution Evidence,25
Assam,Dhubri,"PW, MO and IO",Prosecution Evidence,2
Assam,Dhubri,Record,Miscellaneous,5
Assam,Dhubri,Remanded Till,Miscellaneous,1
Assam,Dhubri,Report,Miscellaneous,34
Assam,Dhubri,Revoked,Miscellaneous,2
Assam,Dhubri,S/D,Defence Evidence,176
Assam,Dhubri,S/D and Argument,Defence Evidence,6
Assam,Dhubri,Settlement,Final Arguments,2
Assam,Dhubri,Showcause,Miscellaneous,1
Assam,Dhubri,Statement of Accused,Statement of Accused,4
Assam,Dhubri,Summon to I.O.,Miscellaneous,1
Assam,Dibrugarh,313 Cr.P.C Statement,Statement of Accused,8
Assam,Dibrugarh,Appearance / Copy,Miscellaneous Appearance,5
Assam,Dibrugarh,Appearance  Report,Miscellaneous Appearance,23
Assam,Dibrugarh,Appereance,Miscellaneous Appearance,409
Assam,Dibrugarh,Argument / Necessary Order,Miscellaneous Order,6
Assam,Dibrugarh,Arguments,Miscellaneous Arguments,240
Assam,Dibrugarh,Charge,Charge,83
Assam,Dibrugarh,Consideration of Charge(C.C),Charge,10
Assam,Dibrugarh,Copy,Miscellaneous Appearance,8
Assam,Dibrugarh,Copy.,Miscellaneous Appearance,54
Assam,Dibrugarh,Cross-examination,Other Evidence,3
Assam,Dibrugarh,Cross examination of Prosecution Witness,Prosecution Evidence,5
Assam,Dibrugarh,Defence Evidence,Defence Evidence,28
Assam,Dibrugarh,Defense Witness,Defence Evidence,18
Assam,Dibrugarh,Disposed,Judgement,150
Assam,Dibrugarh,Enquiry,Miscellaneous,2
Assam,Dibrugarh,Evidence,Other Evidence,2031
Assam,Dibrugarh,Evidence on Official Witness,Other Evidence,12
Assam,Dibrugarh,Further Hearing,Miscellaneous,1
Assam,Dibrugarh,Hearing,Miscellaneous,16
Assam,Dibrugarh,Hearing on Sentence,Sentence,2
Assam,Dibrugarh,Judgement,Judgement,165
Assam,Dibrugarh,Necessary Order,Miscellaneous Order,16
Assam,Dibrugarh,Official Witness,Other Evidence,36
Assam,Dibrugarh,Order,Miscellaneous Order,8
Assam,Dibrugarh,Production of Accused,Miscellaneous Appearance,60
Assam,Dibrugarh,Put up,Miscellaneous,2
Assam,Dibrugarh,Remanded Till,Miscellaneous,11
Assam,Dibrugarh,Report,Miscellaneous,120
Assam,Dibrugarh,Revoked,Miscellaneous,2
Assam,Dibrugarh,Show Cause,Miscellaneous,2
Assam,Dibrugarh,Statement Defence,Defence Evidence,22
Assam,Dibrugarh,Statement Defence and Argument,Defence Evidence,206
Assam,Dibrugarh,Statement of the Complainant,Prosecution Evidence,5
Assam,Dima Hasao,Appearance,Miscellaneous Appearance,24
Assam,Dima Hasao,Arguments,Miscellaneous Arguments,12
Assam,Dima Hasao,Charge Order,Charge,1
Assam,Dima Hasao,Consideration of Charge(C.C),Charge,34
Assam,Dima Hasao,Copy.,Miscellaneous Appearance,2
Assam,Dima Hasao,Disposed,Judgement,2
Assam,Dima Hasao,Evidence,Other Evidence,132
Assam,Dima Hasao,Judgement,Judgement,9
Assam,Dima Hasao,Necessary Order,Miscellaneous Order,1
Assam,Dima Hasao,Production of Accused,Miscellaneous Appearance,39
Assam,Dima Hasao,Production of documents,Miscellaneous,1
Assam,Dima Hasao,Statement of defence,Defence Evidence,3
Assam,Goalpara,Appereance,Miscellaneous Appearance,204
Assam,Goalpara,Arguments,Miscellaneous Arguments,17
Assam,Goalpara,Charge,Charge,6
Assam,Goalpara,Consideration of Charge(C.C),Charge,69
Assam,Goalpara,Copy-77,Miscellaneous Appearance,86
Assam,Goalpara,Cross examination of Plaintiff/Claimant Witness,Prosecution Evidence,1
Assam,Goalpara,Disposed,Judgement,22
Assam,Goalpara,Documents,Miscellaneous,1
Assam,Goalpara,Evidence,Other Evidence,425
Assam,Goalpara,hearing,Miscellaneous,11
Assam,Goalpara,Issues,Charge,2
Assam,Goalpara,Judgement,Judgement,19
Assam,Goalpara,Order,Miscellaneous Order,3
Assam,Goalpara,Production of Accused,Miscellaneous Appearance,66
Assam,Goalpara,Prosecution Evidence,Prosecution Evidence,1
Assam,Goalpara,Remanded Till,Miscellaneous,37
Assam,Goalpara,Report,Miscellaneous,1
Assam,Goalpara,Revoked,Miscellaneous,1
Assam,Goalpara,Service Report,Miscellaneous,1
Assam,Goalpara,Statement Defence ( S D),Defence Evidence,3
Assam,Golaghat,Admission,Miscellaneous,35
Assam,Golaghat,Admission Hearing,Miscellaneous,1
Assam,Golaghat,Appereance,Miscellaneous Appearance,1275
Assam,Golaghat,Arguments,Miscellaneous Arguments,255
Assam,Golaghat,Charge,Charge,72
Assam,Golaghat,Consideration of Charge(C.C),Charge,211
Assam,Golaghat,Copy,Miscellaneous Appearance,1
Assam,Golaghat,Copy .....,Miscellaneous Appearance,75
Assam,Golaghat,Defence Evidence,Defence Evidence,2
Assam,Golaghat,Defense Witness,Defence Evidence,8
Assam,Golaghat,Disposed,Judgement,164
Assam,Golaghat,Evidence,Other Evidence,2463
Assam,Golaghat,Evidence of I/O,Prosecution Evidence,20
Assam,Golaghat,Further Evidence,Other Evidence,63
Assam,Golaghat,Hearing,Miscellaneous,4
Assam,Golaghat,Hearing on C. C.,Charge,26
Assam,Golaghat,Judgement,Judgement,175
Assam,Golaghat,Necessary Order,Miscellaneous Order,26
Assam,Golaghat,Order,Miscellaneous Order,3
Assam,Golaghat,Production / Appereance,Miscellaneous Appearance,5
Assam,Golaghat,Production of Accused,Miscellaneous Appearance,372
Assam,Golaghat,Report,Miscellaneous,15
Assam,Golaghat,Revoked,Miscellaneous,1
Assam,Golaghat,Statement Defence,Defence Evidence,290
Assam,Hailakandi,Appearance of accused,Miscellaneous Appearance,49
Assam,Hailakandi,Appereance,Miscellaneous Appearance,81
Assam,Hailakandi,Arguments,Miscellaneous Arguments,47
Assam,Hailakandi,Call for record,Miscellaneous,1
Assam,Hailakandi,Case Diary,Miscellaneous,10
Assam,Hailakandi,Charge,Charge,32
Assam,Hailakandi,Consideration of Charge(C.C),Charge,101
Assam,Hailakandi,Copy,Miscellaneous Appearance,13
Assam,Hailakandi,Cross examination of Prosecution Witness,Prosecution Evidence,4
Assam,Hailakandi,Defence Evidence,Defence Evidence,8
Assam,Hailakandi,Defendant Witness,Defence Evidence,5
Assam,Hailakandi,Defense Witness,Defence Evidence,7
Assam,Hailakandi,Disposed,Judgement,44
Assam,Hailakandi,Documents,Miscellaneous,1
Assam,Hailakandi,Evidence,Other Evidence,405
Assam,Hailakandi,Further Evidence,Other Evidence,1
Assam,Hailakandi,Judgement,Judgement,13
Assam,Hailakandi,Necessary Order,Miscellaneous Order,1
Assam,Hailakandi,Petition Hearing,Miscellaneous,1
Assam,Hailakandi,Production,Miscellaneous Appearance,17
Assam,Hailakandi,Production of Accused,Miscellaneous Appearance,200
Assam,Hailakandi,Record,Miscellaneous,2
Assam,Hailakandi,Remanded Till,Miscellaneous,1
Assam,Hailakandi,Report,Miscellaneous,46
Assam,Hailakandi,Revoked,Miscellaneous,1
Assam,Hailakandi,Statement of Accused,Statement of Accused,39
Assam,Jorhat,313 Cr.Pc STatement,Statement of Accused,82
Assam,Jorhat,Appereance,Miscellaneous Appearance,214
Assam,Jorhat,Arguement /Judgment,Final Arguments,10
Assam,Jorhat,Arguement/Judgment,Final Arguments,6
Assam,Jorhat,Arguments,Miscellaneous Arguments,134
Assam,Jorhat,Case Diary,Miscellaneous,1
Assam,Jorhat,Charge,Charge,3
Assam,Jorhat,Consideration of Charge(C.C),Charge,167
Assam,Jorhat,Copy,Miscellaneous Appearance,6
Assam,Jorhat,Copy.,Miscellaneous Appearance,37
Assam,Jorhat,Defence Evidence,Defence Evidence,1
Assam,Jorhat,Defense Witness,Defence Evidence,4
Assam,Jorhat,Disposed,Judgement,81
Assam,Jorhat,Evidence,Other Evidence,642
Assam,Jorhat,Evidence of Executing Officer,Other Evidence,3
Assam,Jorhat,Evidence of I/O,Prosecution Evidence,3
Assam,Jorhat,Evidence of P.ws,Prosecution Evidence,215
Assam,Jorhat,Filing objections,Miscellaneous,2
Assam,Jorhat,Final Hearing,Final Arguments,20
Assam,Jorhat,Further Evidence,Other Evidence,6
Assam,Jorhat,Further Hearing,Miscellaneous,1
Assam,Jorhat,hearing,Miscellaneous,4
Assam,Jorhat,Judgement,Judgement,94
Assam,Jorhat,Necessary Order,Miscellaneous Order,21
Assam,Jorhat,Objection,Miscellaneous,2
Assam,Jorhat,order,Miscellaneous Order,2
Assam,Jorhat,petition hearing,Miscellaneous,1
Assam,Jorhat,Production of Accused,Miscellaneous Appearance,112
Assam,Jorhat,Put Up,Miscellaneous,14
Assam,Jorhat,put up for order,Miscellaneous Order,3
Assam,Jorhat,Record,Miscellaneous,2
Assam,Jorhat,Report,Miscellaneous,350
Assam,Jorhat,Statement of Accused,Statement of Accused,42
Assam,Kamrup,Admission Hearing,Miscellaneous,2
Assam,Kamrup,Appereance,Miscellaneous Appearance,410
Assam,Kamrup,Arguments,Miscellaneous Arguments,77
Assam,Kamrup,Charge,Charge,44
Assam,Kamrup,Charge Order,Charge,2
Assam,Kamrup,Consideration of Charge(C.C),Charge,185
Assam,Kamrup,Copy,Miscellaneous Appearance,4
Assam,Kamrup,Copy -,Miscellaneous Appearance,100
Assam,Kamrup,Croos Examination of Opposite Party,Other Evidence,2
Assam,Kamrup,Cross Examination of Defense Witness,Defence Evidence,1
Assam,Kamrup,Cross examination of Plaintiff/Claimant Witness,Prosecution Evidence,4
Assam,Kamrup,Cross examination of Prosecution Witness,Prosecution Evidence,15
Assam,Kamrup,Defence Evidence,Defence Evidence,25
Assam,Kamrup,Defense Witness,Defence Evidence,11
Assam,Kamrup,Disposed,Judgement,121
Assam,Kamrup,Documents,Miscellaneous,1
Assam,Kamrup,E.O.,Other Evidence,2
Assam,Kamrup,Evidence,Other Evidence,1488
Assam,Kamrup,Further Evidence,Other Evidence,12
Assam,Kamrup,Hearing,Miscellaneous,17
Assam,Kamrup,Hearing of Bail Application,Bail,2
Assam,Kamrup,Hearing on Petition,Miscellaneous,3
Assam,Kamrup,I.O,Prosecution Evidence,103
Assam,Kamrup,IO,Prosecution Evidence,6
Assam,Kamrup,Judgement,Judgement,99
Assam,Kamrup,M.O,Prosecution Evidence,11
Assam,Kamrup,M.O.,Prosecution Evidence,21
Assam,Kamrup,M.O. and I.O.,Prosecution Evidence,19
Assam,Kamrup,Nazir Report,Miscellaneous,1
Assam,Kamrup,Necessary Order,Miscellaneous Order,24
Assam,Kamrup,Order,Miscellaneous Order,6
Assam,Kamrup,Payment,Miscellaneous,1
Assam,Kamrup,Plantiff /Claimant Evidence,Prosecution Evidence,1
Assam,Kamrup,Production of Accused,Miscellaneous Appearance,248
Assam,Kamrup,Prosecution Evidence,Prosecution Evidence,172
Assam,Kamrup,Prosecution Witness,Prosecution Evidence,1
Assam,Kamrup,Remaining Evidence,Other Evidence,1
Assam,Kamrup,Remanded Till,Miscellaneous,3
Assam,Kamrup,Report,Miscellaneous,83
Assam,Kamrup,Revoked,Miscellaneous,6
Assam,Kamrup,Service Report,Miscellaneous,8
Assam,Kamrup,SR/Objection,Miscellaneous,1
Assam,Kamrup,Statement Defence and Argument,Defence Evidence,98
Assam,Kamrup,Statement of accused u/s 313 Cr.P.C.,Statement of Accused,6
Assam,Kamrup,Transfer,Transfer,1
Assam,Kamrup Metro,Appearance,Miscellaneous Appearance,1235
