state_name,district_name,updated_disp_name,disp_nature,fil_year,reg_year_date,decision_year,total_cases
Haryana,Fatehabad,Convicted,24,2018,2018,2018,3
Assam,Nagaon,Abated,13,2016,2016,2019,1
Delhi,Central,Abated,5,2014,2014,2016,1
Assam,Morigaon,Acquitted,10,2014,2014,2017,1
Assam,Sonitpur,Convicted,11,2016,2016,2017,2
Delhi,Shahdara,Convicted,2,2018,2018,2019,1
Haryana,Sonepat,Acquitted,25,2019,2019,2019,5
Delhi,Central,Adjourned Sine die,11,2017,2017,2018,1
Assam,Tinsukia,Transferred,1,2017,2017,2019,1
Assam,Sonitpur,Converted,55,2018,2018,2018,2
Haryana,Yamunanagar,Convicted,24,2015,2015,2016,4
Delhi,North,PO Consigned,12,2018,2018,2018,1
Assam,Chirang,Convicted,11,2018,2018,2020,1
Delhi,South West,Convicted,2,2013,2013,2020,1
Haryana,Sonepat,Convicted,24,2018,2018,2018,1
Assam,Golaghat,Acquitted,10,2018,2018,2019,19
Delhi,North,Convicted - Fined,7,2016,2016,2019,3
Assam,Sonitpur,Discharged,14,2019,2019,2019,1
Haryana,Jind,Convicted,24,2018,2018,2019,6
Assam,Barpeta,Acquitted,10,2017,2017,2019,7
Delhi,South East,Untraced,46,2019,2019,2019,1
Assam,Sivasagar,Transferred,1,2017,2017,2018,22
Delhi,West,Abated,5,2015,2015,2018,1
Assam,Morigaon,Acquitted,10,2017,2017,2020,2
Delhi,West,Disposed,8,2017,2017,2017,2
Delhi,West,Discharged,3,2013,2013,2014,2
Delhi,Central,Untraced,46,2018,2018,2018,1
Assam,Kamrup,Disposed,30,2019,2019,2020,1
Haryana,Panchkula,Convicted,24,2018,2018,2018,1
Delhi,New Delhi,Untraced,46,2016,2016,2017,1
Haryana,Rohtak,Acquitted,46,2018,2018,2019,12
Delhi,North,Acquitted,1,2013,2014,2019,3
Haryana,Jhajjar,Acquitted,25,2016,2016,2017,15
Delhi,North West,Untraced,46,2017,2017,2018,1
Haryana,Hisar,Convicted,24,2015,2015,2015,1
Assam,Dibrugarh,Convicted,11,2015,2015,2018,4
Delhi,North East,Cancelled,53,2018,2018,2019,3
Assam,Dibrugarh,Acquitted,10,2015,2015,2017,4
Delhi,South West,Quashed,17,2018,2018,2019,2
Delhi,South East,Acquitted,1,2015,2015,2020,1
Assam,Barpeta,Transferred,1,2016,2016,2017,1
Delhi,South East,Quashed,17,2017,2017,2018,1
Assam,Golaghat,Acquitted,10,2019,2019,2019,15
Haryana,Sonepat,Acquitted,25,2017,2017,2018,12
Haryana,Jind,Allowed,15,2018,2018,2019,1
Delhi,West,Transferred,74,2014,2014,2019,1
Assam,Barpeta,Acquitted,10,2017,2017,2018,25
Haryana,Sirsa,Acquitted,25,2016,2016,2016,8
Assam,Dhemaji,Transferred,1,2017,2017,2018,1
Assam,Chirang,Case is filed,21,2015,2015,2019,1
Assam,Cachar,Converted,94,2018,2018,2018,1
Assam,Nagaon,Acquitted,10,2014,2014,2014,1
Delhi,West,Transferred,74,2018,2018,2020,1
Delhi,Shahdara,Further investigation ordered,52,2018,2018,2019,1
Haryana,Sirsa,Convicted,24,2016,2016,2017,2
Haryana,Kurukshetra,Acquitted,25,2014,2014,2017,1
Haryana,Fatehabad,Disposed of with directions,36,2016,2016,2017,2
Haryana,Panipat,Discharged,23,2015,2015,2017,1
Delhi,South East,Allowed,31,2018,2018,2018,1
Haryana,Fatehabad,Convicted,24,2015,2015,2015,3
Delhi,Central,Convicted - Probation,43,2016,2016,2018,1
Assam,Tinsukia,Acquitted,10,0   ,2015,2019,1
Assam,Darrang,Disposed,30,2017,2017,2017,1
Delhi,South West,Abated,5,2017,2017,2020,1
Delhi,West,Clubbed in FIR,70,2017,2017,2018,1
Assam,Sivasagar,Acquitted,10,2018,2018,2020,1
Assam,Kamrup,Convicted,11,2016,2018,2018,1
Assam,Kokrajhar,Acquitted,10,2019,2019,2019,2
Assam,Karbi Anglong,Case is filed,21,2015,2015,2019,1
Assam,Dhubri,Acquitted,10,0   ,2016,2020,1
Delhi,Central,Acquitted,1,2013,2013,2015,9
Assam,Tinsukia,Convicted,11,0   ,2015,2019,1
Haryana,Palwal,Acquitted,25,2018,2018,2020,3
Haryana,Jhajjar,Acquitted,25,2015,2015,2017,5
Assam,Barpeta,Transferred,1,2018,2018,2019,1
Delhi,South,Convicted - Fined,7,2017,2017,2019,1
Delhi,North West,Discharged,3,2016,2016,2018,3
Assam,Kokrajhar,Convicted,11,2017,2017,2018,1
Haryana,Panchkula,Convicted - Life imprisonment,1001,2018,2018,2019,1
Delhi,West,Quashed,17,2013,2013,2015,1
Delhi,Central,Abated,5,2017,2017,2019,2
Haryana,Sonepat,Convicted,24,2016,2016,2018,10
Haryana,Sirsa,Acquitted,25,2017,2017,2018,11
Assam,Sivasagar,Acquitted,10,2019,2019,2020,1
Assam,Tinsukia,Convicted,11,2018,2018,2019,1
Assam,Cachar,Acquitted,10,2015,2015,2016,2
Assam,Nagaon,Acquitted,10,2017,2017,2019,2
Assam,Morigaon,Abated,13,2017,2017,2018,1
Delhi,West,Rejected,36,2014,2014,2015,1
Assam,Dibrugarh,Acquitted,10,2015,2016,2017,1
Haryana,Palwal,Abated,29,2018,2018,2018,1
Assam,Morigaon,Transferred,1,2016,2016,2020,1
Assam,Darrang,Convicted,11,2016,2016,2018,1
Assam,Nalbari,Acquitted,10,2019,2019,2019,4
Haryana,Palwal,Disposed of with directions,36,2019,2019,2020,1
Assam,Sonitpur,Convicted,11,2017,2017,2019,5
Assam,Sonitpur,Convicted,11,2016,2016,2019,2
Haryana,Panchkula,Acquitted,25,2019,2019,2019,2
Assam,Darrang,Disposed,30,2019,2019,2019,3
Haryana,Panipat,Acquitted,25,2017,2017,2019,10
Delhi,East,Acquitted,1,2018,2018,2019,1
Delhi,West,Acquitted,1,2013,2013,2014,27
Assam,Sivasagar,Acquitted,10,2016,2016,2019,8
Assam,Karbi Anglong,Convicted,67,2018,2018,2019,3
Haryana,Fatehabad,Disposed of with directions,36,2018,2018,2019,2
Assam,Karimganj,Transferred,1,2016,2016,2016,1
Assam,Cachar,Disposed,30,2018,2018,2019,1
Delhi,North West,PO Consigned,12,2017,2017,2019,1
Delhi,North,Untraced,46,2017,2017,2017,2
Delhi,South West,Acquitted,1,2014,2014,2020,2
Delhi,South West,Rejected,36,2018,2018,2018,2
Assam,Cachar,Convicted,11,2017,2017,2020,1
Assam,Sonitpur,Abated,13,2017,2017,2020,1
Assam,Sonitpur,Transferred,1,2017,2017,2017,3
Assam,Kamrup Metro,Acquitted,10,2016,2016,2018,2
Delhi,South,Acquitted,1,2018,2018,2018,3
Haryana,Gurugram,Convicted,24,2016,2016,2020,1
Delhi,East,Convicted - Fined,7,2013,2013,2020,1
Assam,Nalbari,Convicted,11,2017,2017,2018,1
Assam,Dibrugarh,Acquitted,10,2014,2014,2016,2
Assam,Udalguri,Acquitted,10,2017,2017,2019,11
Haryana,Faridabad,Convicted,24,2016,2016,2019,3
Haryana,Sonepat,Acquitted,25,2017,2017,2017,7
Assam,Karbi Anglong,Acquitted,10,2019,2019,2019,1
Assam,Hailakandi,Acquitted,10,2017,2017,2019,1
Assam,Barpeta,Acquitted,76,2017,2017,2019,8
Assam,Dhemaji,Remand back,22,0   ,2015,2015,1
Haryana,Rohtak,Convicted,24,2017,2017,2017,1
Haryana,Ambala,Convicted,24,2016,2016,2018,4
Delhi,South West,Allowed,31,2017,2017,2018,3
Assam,Morigaon,Disposed uncontest,36,2017,2017,2017,2
Delhi,North West,Transferred,64,2017,2017,2017,2
Delhi,North,Convicted - Undergone,34,2017,2017,2020,1
Haryana,Jind,Acquitted,25,2017,2017,2019,17
Assam,Kokrajhar,Acquitted,10,2017,2017,2018,3
Assam,Golaghat,Judgement delivered,39,2016,2016,2016,1
Delhi,North,Discharged,3,2019,2019,2019,1
Delhi,West,Quashed,17,2016,2016,2016,1
Assam,Sivasagar,Acquitted,10,2017,2017,2018,15
Delhi,Central,Acquitted,1,2013,2013,2018,7
Delhi,Central,Abated,5,2018,2018,2020,1
Delhi,West,Acquitted,1,2017,2017,2019,12
Assam,Golaghat,Convicted,11,2016,2016,2019,1
Assam,Bongaigaon,Case is filed,21,2016,2016,2016,1
Assam,Kamrup,Disposed,30,2015,2018,2018,1
Delhi,East,Acquitted,1,2018,2018,2020,1
Assam,Barpeta,Transferred,1,2019,2019,2019,4
Delhi,South,Acquitted,1,2016,2016,2019,1
Haryana,Gurugram,Acquitted,25,2015,2015,2016,11
Delhi,Central,Convicted,2,2015,2015,2018,1
Assam,Jorhat,Convicted,11,0   ,2014,2016,1
Assam,Barpeta,Converted,74,2018,2018,2019,1
Assam,Karimganj,Remand back,22,2014,2014,2014,1
Assam,Dibrugarh,Case is filed,21,2015,2015,2018,1
Haryana,Hisar,Convicted,24,2017,2017,2020,1
Haryana,Faridabad,Acquitted,25,2018,2018,2018,9
Delhi,Shahdara,Acquitted,1,2018,2018,2019,6
Haryana,Kurukshetra,Acquitted,25,2016,2016,2018,6
Delhi,South West,Rejected,36,2017,2017,2018,1
Assam,Jorhat,Acquitted,10,2019,2019,2020,2
Assam,Dibrugarh,Acquitted,10,2016,2016,2016,9
Assam,Jorhat,Convicted,11,2017,2017,2019,2
Haryana,Panipat,Convicted,24,2018,2018,2019,2
Delhi,South West,Convicted,2,2017,2017,2019,2
Delhi,North,Untraced,46,2018,2018,2019,1
Assam,Kamrup,Disposed,30,2017,2017,2017,1
Assam,Udalguri,Acquitted,10,2016,2016,2019,2
Assam,Jorhat,Transferred,1,2018,2018,2018,1
Assam,Golaghat,Acquitted,10,2016,2016,2018,9
Delhi,West,PO Consigned,12,2015,2015,2019,1
Haryana,Sirsa,Convicted - Life imprisonment,43,2014,2014,2015,1
Delhi,South,Convicted - Fined,7,2013,2015,2019,3
Delhi,West,PO Consigned,12,2017,2017,2018,2
Delhi,New Delhi,Convicted,2,2016,2016,2017,1
Delhi,New Delhi,Abated,5,2017,2017,2019,1
Assam,Udalguri,Acquitted,10,2017,2016,2018,3
Delhi,North,Acquitted,1,2014,2014,2018,2
Haryana,Gurugram,Acquitted,25,2018,2018,2019,22
Delhi,North,Acquitted,1,2018,2018,2018,2
Delhi,North,Transferred,64,2019,2019,2019,3
Haryana,Fatehabad,Convicted,24,2018,2018,2020,2
Assam,Sivasagar,Acquitted,10,2014,2014,2014,2
Assam,Goalpara,Acquitted,10,2019,2019,2020,1
Assam,Karbi Anglong,Acquitted,10,2016,2016,2019,2
Delhi,South East,Acquitted,1,2016,2016,2019,1
Haryana,Panchkula,Acquitted,25,2015,2015,2016,3
Delhi,North West,Untraced,46,2016,2016,2016,1
Delhi,Central,Convicted - Fined,7,2015,2015,2018,8
Assam,Morigaon,Discharged,14,2018,2018,2018,2
Haryana,Palwal,Transferred - Attached with main case,1008,2018,2018,2018,1
Delhi,South West,Convicted - Undergone,34,2013,2013,2020,1
Assam,Tinsukia,Transferred,1,0   ,2015,2015,1
Delhi,Central,Proceeding stopped,75,2019,2019,2019,1
Haryana,Sirsa,Acquitted,25,2018,2018,2020,3
Assam,Chirang,Convicted,11,2016,2016,2018,1
Delhi,New Delhi,Cancelled,53,2017,2017,2017,1
Assam,Cachar,Acquitted,10,2017,2017,2018,5
Haryana,Kurukshetra,Acquitted,25,2016,2016,2017,10
Haryana,Jind,Acquitted,25,2015,2015,2016,1
Delhi,North West,Acquitted,1,2019,2019,2019,6
Assam,Baksa,Acquitted,10,2018,2018,2018,2
Delhi,North,Convicted - Undergone,34,2018,2018,2019,1
Assam,Barpeta,Acquitted,10,2016,2016,2016,4
Assam,Tinsukia,Convicted,11,2019,2019,2019,1
Haryana,Fatehabad,Acquitted,25,2015,2015,2017,2
Assam,Sivasagar,Disposed,30,2017,2017,2017,2
Delhi,North West,Abated,5,2018,2018,2018,2
Delhi,South,Discharged,3,2018,2018,2019,1
Assam,Bongaigaon,Convicted,11,2017,2017,2018,2
Assam,Kamrup,Convicted,11,2015,2017,2018,1
Delhi,North West,Convicted - Undergone,66,2017,2017,2018,1
Assam,Sivasagar,Convicted,11,2019,2019,2019,4
Assam,Karimganj,Acquitted,10,2016,2016,2016,1
Assam,Dhemaji,Acquitted,10,2016,2016,2016,1
Delhi,Central,Convicted - Fined,7,2016,2016,2017,2
Assam,Nagaon,Disposed otherwise,2,2018,2018,2018,1
Delhi,South West,PO Consigned,12,2019,2019,2019,1
Assam,Bongaigaon,Case is filed,21,2017,2017,2017,1
Haryana,Sirsa,Acquitted,25,2017,2017,2017,7
Delhi,West,Transferred,74,2016,2016,2019,1
Assam,Dhubri,Acquitted,10,2019,2019,2020,18
Assam,Dibrugarh,Transferred,1,2016,2016,2017,1
Assam,Udalguri,Disposed,30,2014,2014,2020,1
Assam,Dibrugarh,Convicted,11,2016,2016,2018,4
Haryana,Kaithal,Convicted,24,2018,2018,2019,15
Assam,Sivasagar,Acquitted,10,2014,2014,2018,2
Haryana,Yamunanagar,Abated,29,2015,2015,2018,1
Assam,Karbi Anglong,Case is filed,21,2014,2014,2019,1
Delhi,West,Acquitted,1,2013,2013,2020,10
Haryana,Faridabad,Acquitted,25,2016,2016,2016,12
Haryana,Kurukshetra,Acquitted,25,2015,2015,2015,4
Delhi,West,Acquitted,1,2016,2016,2020,1
Delhi,New Delhi,Quashed,17,2018,2018,2018,1
Haryana,Fatehabad,Acquitted,25,2018,2018,2019,24
Delhi,West,Acquitted,1,2017,2017,2018,25
Haryana,Fatehabad,Discharged,23,2018,2018,2018,1
Assam,Udalguri,Remand back,22,2020,2020,2020,1
Assam,Dhemaji,Transferred,1,2016,2016,2016,2
Assam,Nagaon,Acquitted,10,2016,2016,2019,1
Assam,Kokrajhar,Convicted,11,2019,2019,2019,1
Assam,Sonitpur,Transferred,1,2019,2019,2019,1
Haryana,Sirsa,Convicted,24,2015,2015,2016,5
Assam,Morigaon,Acquitted,10,2015,2015,2020,1
Assam,Barpeta,Acquitted,10,2015,2015,2015,1
Delhi,North,Quashed,17,2018,2018,2018,2
Assam,Dibrugarh,Convicted,11,2016,2016,2017,6
Delhi,New Delhi,Discharged,3,2019,2019,2019,6
Delhi,West,Convicted,2,2015,2015,2017,1
Delhi,South East,Convicted,2,2015,2015,2020,2
Assam,Kamrup Metro,Acquitted,10,2013,2013,2014,1
Haryana,Kaithal,Acquitted,25,2018,2018,2019,25
Delhi,South,Convicted - Fined,7,2019,2019,2020,1
Delhi,New Delhi,Acquitted,1,2017,2017,2018,3
Delhi,South,Acquitted,1,2017,2017,2019,7
Delhi,West,Convicted - Fined,7,2013,2013,2019,8
Assam,Udalguri,Acquitted,10,2017,2015,2018,1
Delhi,New Delhi,Discharged,3,2019,2019,2020,1
Delhi,Central,Acquitted,1,2019,2019,2020,1
Haryana,Gurugram,Convicted,24,2018,2018,2020,3
Assam,Sonitpur,Disposed,30,2017,2017,2019,2
Haryana,Panipat,Convicted,24,2015,2015,2016,3
Haryana,Ambala,Transferred,1,2017,2017,2018,1
Haryana,Faridabad,Acquitted,25,2017,2017,2018,51
Haryana,Kaithal,Acquitted,25,2017,2017,2018,11
Delhi,North West,Convicted - Undergone,66,2017,2017,2019,1
Assam,Darrang,Acquitted,10,2018,2018,2019,13
Assam,Nagaon,Converted,33,2014,2014,2014,1
Delhi,West,Quashed,17,2017,2017,2018,3
Delhi,North West,Convicted - Fined,7,2019,2019,2020,1
Haryana,Panipat,Acquitted,25,2016,2016,2016,10
Delhi,North,Convicted - Fined,7,2015,2015,2019,2
Assam,Chirang,Abated,13,2020,2020,2020,1
Haryana,Sonepat,Disposed,1007,2016,2016,2017,1
Haryana,Panipat,Convicted,24,2018,2018,2020,1
Haryana,Gurugram,Convicted,24,2017,2017,2020,2
Haryana,Jind,Convicted,24,2014,2014,2016,2
Delhi,North West,Untraced,46,2019,2019,2019,2
Delhi,West,Acquitted,1,2017,2017,2017,4
Assam,Cachar,Convicted,11,2014,2014,2015,1
Delhi,Central,Convicted - Fined,7,2013,2013,2017,1
Assam,Karbi Anglong,Acquitted,10,2017,2017,2019,3
Delhi,North,Transferred,64,2017,2017,2019,1
Haryana,Jind,Acquitted,25,2018,2018,2020,5
Assam,Lakhimpur,Acquitted,10,2016,2016,2020,1
Assam,Chirang,Acquitted,10,2018,2018,2019,9
Delhi,North West,Allowed,31,2018,2018,2018,2
Delhi,South East,Quashed,17,2018,2018,2018,1
Assam,Sonitpur,Transferred,1,2020,2020,2020,1
Assam,Kokrajhar,Acquitted - Judgement delivered,41,2018,2018,2019,8
Delhi,North,Convicted - Fined,7,2016,2016,2017,3
Assam,Dhubri,Acquitted,10,0   ,2016,2017,2
Delhi,South,Quashed,17,2015,2015,2020,1
Assam,Barpeta,Convicted,11,2016,2016,2017,1
Delhi,South,Abated,5,2017,2017,2017,1
Assam,Karimganj,Acquitted,10,2016,2016,2018,8
Assam,Kamrup Metro,Acquitted,10,2015,2015,2016,2
Haryana,Faridabad,Disposed,50,2017,2017,2018,1
Delhi,North West,Convicted,2,2018,2018,2019,1
Delhi,North,PO Consigned,12,2013,2013,2017,1
Assam,Barpeta,Acquitted,76,2018,2018,2019,2
Assam,Sonitpur,Transferred,56,2017,2017,2018,1
Haryana,Panipat,Convicted,24,2016,2016,2016,5
Haryana,Kaithal,Convicted,24,2016,2016,2018,3
Haryana,Fatehabad,Disposed of with directions,36,2019,2019,2019,2
Assam,Tinsukia,Acquitted,10,2014,2014,2017,1
Assam,Hailakandi,Acquitted,10,2018,2018,2019,7
Delhi,South West,Allowed,31,2017,2017,2017,1
Assam,Dhemaji,Convicted,11,2017,2017,2019,2
Assam,Kamrup Metro,Transferred,55,2018,2018,2018,1
Assam,Goalpara,Acquitted,10,2017,2017,2019,1
Assam,Nalbari,Acquitted,10,2015,2015,2019,3
Assam,Morigaon,Acquitted,10,2015,2015,2017,1
Assam,Karimganj,Acquitted,10,2014,2014,2015,1
Delhi,West,Quashed,17,2016,2016,2018,2
Assam,Dibrugarh,Convicted,11,2014,2014,2017,1
Assam,Morigaon,Acquitted,10,2019,2019,2020,7
Assam,Sivasagar,Acquitted,10,2015,2015,2015,2
Delhi,West,Abated,5,2017,2017,2019,5
Delhi,South,Acquitted,1,2016,2016,2017,2
Delhi,South West,Further investigation ordered,52,2016,2016,2017,1
Haryana,Bhiwani,Acquitted,25,2019,2019,2020,3
Assam,Dhemaji,Acquitted,10,2016,2016,2019,1
Assam,Cachar,Convicted,11,2016,2016,2016,3
Delhi,South East,Transferred - Committal,70,2016,2016,2018,1
Assam,Nagaon,Discharged,14,2019,2019,2019,1
Assam,Golaghat,Convicted,11,2016,2016,2020,1
Delhi,West,Acquitted,1,2014,2014,2020,5
Assam,Barpeta,Transferred,68,2016,2016,2016,2
Assam,Golaghat,Converted,40,2017,2017,2017,1
Delhi,West,Convicted,2,2018,2018,2019,1
Delhi,South West,Convicted - Fined,7,2017,2017,2020,1
Assam,Udalguri,Acquitted,10,2019,2019,2019,13
Delhi,West,Abated,5,2016,2016,2016,1
Haryana,Jind,Disposed of with directions,36,2018,2018,2019,2
Delhi,North,Transferred,64,2017,2017,2018,2
Assam,Sivasagar,Transferred,52,2016,2016,2019,1
Assam,Nagaon,Convicted,11,2014,2014,2016,1
Delhi,East,Untraced,46,2019,2019,2020,1
Assam,Lakhimpur,Convicted,11,2016,2016,2017,2
Assam,Kamrup Metro,Convicted,11,2018,2018,2019,1
Haryana,Sirsa,Disposed of with directions,36,2017,2017,2018,1
Delhi,North West,Transferred,64,2019,2019,2019,3
Delhi,New Delhi,Acquitted,1,2013,2013,2019,1
Haryana,Sirsa,Disposed of with directions,36,2019,2019,2020,1
Haryana,Jhajjar,Convicted,109,2016,2016,2018,1
Delhi,Central,Abated,5,2017,2017,2018,1
Haryana,Hisar,Acquitted,25,2018,2018,2018,11
Haryana,Gurugram,Transferred,1,2017,2017,2018,1
Haryana,Ambala,Convicted - Life imprisonment,43,2017,2017,2018,1
Delhi,North,Disposed,8,2017,2017,2017,3
Assam,Barpeta,Acquitted,10,2018,2018,2019,48
Assam,Tinsukia,Disposed,30,2018,2018,2018,1
Haryana,Rewari,Abated,29,2016,2016,2016,1
Assam,Cachar,Convicted,11,2017,2017,2018,2
Haryana,Fatehabad,Acquitted,25,2017,2017,2017,13
Assam,Sivasagar,Stayed,49,2018,2018,2018,1
Assam,Golaghat,Convicted,11,2018,2018,2019,2
Assam,Morigaon,Disposed uncontest,36,2015,2015,2015,1
Assam,Morigaon,Acquitted,10,2016,2016,2018,3
Haryana,Gurugram,Disposed,41,2018,2018,2020,1
Assam,Kamrup Metro,Acquitted,10,2017,2017,2017,1
Assam,Sivasagar,Acquitted,10,2014,2014,2016,6
Assam,Golaghat,Converted,40,2016,2016,2016,4
Delhi,South,Acquitted,1,2013,2015,2020,2
Delhi,New Delhi,Discharged,3,2018,2018,2018,2
Assam,Sonitpur,Acquitted,10,2018,2018,2019,22
Delhi,West,Acquitted,1,2015,2015,2018,19
Delhi,North East,Convicted - Fined,7,2016,2016,2020,1
Haryana,Jind,Disposed of with directions,36,2014,2014,2015,1
Delhi,South,PO Consigned,12,2014,2015,2019,1
Haryana,Rohtak,Acquitted,46,2016,2016,2016,13
Assam,Dhubri,Acquitted,10,2020,2020,2020,1
Delhi,North East,Abated,5,2018,2018,2019,2
Delhi,North West,Abated,5,2017,2017,2017,1
Haryana,Rohtak,Convicted,24,2016,2016,2018,4
Delhi,North,PO Consigned,12,2018,2018,2020,1
Delhi,Central,Acquitted,1,2017,2017,2019,5
Delhi,Central,Abated,5,2018,2018,2018,1
Assam,Kamrup Metro,Discharged,14,2016,2016,2016,1
Assam,Barpeta,Discharged,14,2018,2018,2019,1
Assam,Tinsukia,Transferred,1,2017,2017,2017,1
Assam,Kokrajhar,Convicted,11,2017,2017,2019,4
Delhi,South,Convicted - Fined,7,2015,2015,2019,1
Delhi,South,Dismissed,6,2017,2017,2017,2
Assam,Dibrugarh,Convicted,11,2014,2014,2015,1
Assam,Sivasagar,Convicted,11,2018,2018,2019,3
Delhi,South,PO Consigned,12,2017,2017,2019,1
Assam,Kamrup,Transferred,1,2016,2018,2018,1
Assam,Jorhat,Disposed,30,2019,2019,2019,2
Assam,Dhubri,Acquitted,10,2017,2017,2020,2
Haryana,Jind,Acquitted,25,2017,2017,2020,1
Delhi,Central,Acquitted,1,2013,2013,2019,3
Haryana,Fatehabad,Acquitted,25,2016,2016,2017,16
Delhi,West,Clubbed in FIR,70,2016,2016,2018,1
Delhi,South West,Allowed,31,2018,2018,2019,7
Assam,Chirang,Acquitted,10,2017,2017,2018,6
Haryana,Jhajjar,Convicted,24,2018,2018,2019,4
Delhi,South West,Convicted - Fined,7,2017,2017,2018,1
Haryana,Gurugram,Convicted,24,2019,2019,2020,1
Delhi,North,PO Consigned,12,2016,2016,2019,1
Haryana,Ambala,Convicted,24,2014,2014,2015,3
Assam,Sivasagar,Transferred,1,2018,2018,2018,10
Assam,Cachar,Convicted,11,2016,2016,2018,1
Delhi,North West,Convicted,2,2017,2017,2019,4
Haryana,Faridabad,Disposed of with directions,36,2017,2017,2019,1
Assam,Nagaon,Case is filed,21,2017,2017,2019,2
Assam,Dhemaji,Acquitted,10,0   ,2014,2017,1
Assam,Sivasagar,Acquitted,10,2014,2014,2019,3
Haryana,Rewari,Convicted,24,2016,2016,2017,2
Delhi,Central,Acquitted,1,2015,2015,2015,3
Haryana,Faridabad,Disposed of with directions,36,2017,2017,2017,1
Assam,Tinsukia,Convicted,11,0   ,2014,2015,1
Delhi,Central,Acquitted,1,2016,2016,2019,10
Haryana,Yamunanagar,Convicted,24,2018,2018,2019,1
Assam,Sonitpur,Convicted,11,2015,2015,2015,1
Haryana,Kurukshetra,Convicted,24,2018,2018,2019,1
Assam,Baksa,Acquitted,10,2018,2018,2019,12
Assam,Sivasagar,Transferred,52,2016,2016,2016,1
Assam,Sivasagar,Disposed,30,2016,2016,2016,3
Assam,Cachar,Disposed,30,2016,2016,2017,1
Haryana,Faridabad,Quashed,47,2017,2017,2018,1
Delhi,North East,Acquitted,1,2018,2018,2019,15
Haryana,Ambala,Disposed of with directions,36,2019,2019,2019,2
Assam,Dhubri,Acquitted,10,2015,2015,2016,2
Haryana,Faridabad,Convicted,24,2016,2016,2020,1
Assam,Barpeta,Disposed,61,2019,2019,2019,1
Delhi,North,Acquitted,1,2013,2013,2019,6
Delhi,New Delhi,Transferred,64,2017,2017,2017,1
Haryana,Jind,Acquitted,25,2017,2017,2017,2
Haryana,Kurukshetra,Acquitted,25,2017,2017,2018,19
Assam,Nalbari,Convicted,11,2017,2017,2019,1
Delhi,West,Convicted,2,2016,2016,2018,3
Delhi,West,Quashed,17,2018,2018,2018,4
Delhi,Central,Convicted - Fined,7,2017,2017,2020,3
Delhi,Shahdara,Disposed,8,2018,2018,2018,3
Assam,Dhemaji,Case is filed,21,2017,2017,2018,3
Haryana,Faridabad,Discharged,23,2019,2019,2019,1
Delhi,North,Acquitted,1,2014,2014,2016,1
Delhi,South,Acquitted,1,2014,2015,2020,9
Haryana,Sonepat,Disposed of with directions,36,2016,2016,2016,2
Haryana,Kurukshetra,Consigned,38,2015,2015,2015,1
Delhi,South,Acquitted,1,2017,2017,2020,2
Delhi,West,PO Consigned,12,2017,2017,2017,2
Delhi,South,Acquitted,1,2017,2017,2017,5
Assam,Sonitpur,Acquitted,10,2016,2016,2020,1
Delhi,New Delhi,Transferred,64,2018,2018,2018,1
Assam,Kamrup,Acquitted,10,2016,2015,2018,1
Assam,Golaghat,Convicted,11,2016,2016,2017,2
Delhi,West,PO Consigned,12,2015,2015,2018,1
Delhi,Shahdara,Untraced,46,2019,2019,2020,1
Assam,Dhubri,Acquitted,10,2017,2017,2017,3
Delhi,West,Transferred,74,2019,2019,2019,2
Haryana,Hisar,Acquitted,25,2017,2017,2017,13
Assam,Dhubri,Acquitted,10,0   ,2016,2018,3
Delhi,Central,Acquitted,1,2013,2013,2014,26
Assam,Morigaon,Acquitted,10,2016,2016,2019,1
Assam,Nagaon,Acquitted,10,2017,2017,2020,3
Assam,Jorhat,Acquitted,10,0   ,2015,2016,1
Haryana,Hisar,Consigned,38,2017,2017,2018,1
Assam,Jorhat,Disposed,30,2018,2018,2019,1
Haryana,Panipat,Acquitted,25,2015,2015,2016,2
Haryana,Kurukshetra,Convicted - Life imprisonment,1001,2014,2014,2016,1
Delhi,South West,Transferred,64,2018,2018,2019,1
Delhi,North West,Contested,19,2017,2017,2019,1
Assam,Nagaon,Acquitted,10,2018,2018,2019,13
Haryana,Sirsa,Acquitted,25,2015,2015,2018,1
Haryana,Rewari,Transferred,1,2018,2018,2018,1
Assam,Barpeta,Transferred,1,2019,2019,2020,1
Delhi,Shahdara,Acquitted,1,2017,2017,2020,2
Delhi,Central,Allowed,31,2017,2017,2018,1
Delhi,West,Untraced,46,2016,2016,2016,3
Assam,Sonitpur,Convicted,11,2018,2018,2018,3
Assam,Sivasagar,Disposed,30,2019,2019,2019,2
Assam,Chirang,Transferred,1,2015,2015,2018,2
Assam,Nalbari,Acquitted,10,2018,2018,2019,7
Assam,Sonitpur,Remand back,22,2018,2018,2018,2
Assam,Barpeta,Acquitted,10,2018,2018,2020,3
Delhi,North,Acquitted,1,2014,2014,2020,1
Haryana,Yamunanagar,Acquitted,25,2015,2015,2015,8
Haryana,Ambala,Acquitted,25,2019,2019,2020,7
Delhi,South West,Convicted,2,2017,2017,2020,1
Haryana,Sirsa,Acquitted,25,2014,2014,2014,11
Delhi,West,Allowed,31,2019,2019,2019,1
Delhi,South West,Acquitted,1,2015,2015,2020,3
Haryana,Rewari,Convicted,24,2017,2017,2018,5
Assam,Karimganj,Acquitted,10,2018,2018,2019,1
Delhi,North West,PO Consigned,12,2016,2016,2017,1
