state_name,district_name,updated_disp_name,disp_nature,fil_year,reg_year_date,decision_year,total_cases
Delhi,East,Convicted,2,2015,2015,2019,1
Delhi,Central,Abated,5,2013,2013,2014,1
Assam,Nagaon,Acquitted,10,2014,2014,2015,1
Assam,Tinsukia,Acquitted,10,2018,2018,2019,10
Delhi,New Delhi,Abated,5,2016,2016,2019,1
Assam,Sonitpur,Transferred,56,2014,2014,2016,1
Delhi,North East,Allowed,31,2020,2020,2020,1
Delhi,West,Abated,5,2016,2016,2019,1
Delhi,South East,Acquitted,1,2019,2019,2020,7
Delhi,North West,Transferred,64,2018,2018,2018,1
Assam,Kokrajhar,Acquitted,10,2017,2017,2017,1
Haryana,Sirsa,Acquitted,25,2016,2016,2018,2
Haryana,Sirsa,Convicted,24,2018,2018,2019,9
Haryana,Jhajjar,Convicted - Death,93,2016,2016,2018,1
Assam,Barpeta,Transferred,78,2017,2017,2018,6
Assam,Golaghat,Convicted,11,2016,2016,2018,1
Haryana,Sirsa,Convicted,24,2019,2019,2020,1
Delhi,North West,Disposed,8,2017,2017,2018,1
Assam,Dibrugarh,Discharged,14,2015,2015,2015,4
Assam,Dhubri,Convicted,11,2016,2016,2018,3
Assam,Bongaigaon,Case is filed,21,2016,2016,2017,1
Assam,Baksa,Disposed off on contest,50,2019,2019,2020,2
Delhi,North West,Abated,5,2016,2016,2017,1
Haryana,Kaithal,Disposed of with directions,36,2017,2017,2018,1
Assam,Tinsukia,Acquitted,10,2017,2017,2018,7
Delhi,East,Convicted,2,2014,2014,2020,1
Delhi,North West,Discharged,3,2016,2016,2016,3
Delhi,West,Convicted - Fined,7,2013,2013,2017,1
Delhi,North,PO Consigned,12,2015,2015,2020,1
Haryana,Gurugram,Acquitted,25,2016,2016,2019,3
Delhi,West,Convicted - Plead Guilty,24,2014,2014,2014,1
Assam,Jorhat,Acquitted,10,2016,2016,2018,2
Assam,Nagaon,Acquitted,10,0   ,2013,2015,1
Assam,Cachar,Acquitted,10,2017,2017,2019,4
Assam,Golaghat,Acquitted,10,2018,2018,2020,4
Assam,Kamrup,Convicted,11,2016,2016,2019,1
Assam,Kamrup,Acquitted,10,2016,2015,2019,1
Haryana,Rohtak,Acquitted,46,2019,2019,2019,1
Delhi,North West,Acquitted,1,2016,2016,2016,3
Delhi,North East,Acquitted,1,2013,2013,2019,2
Delhi,South East,Acquitted,1,2014,2014,2020,4
Assam,Kamrup,Disposed otherwise,2,2016,2014,2016,1
Assam,Dibrugarh,Acquitted,10,2016,2016,2019,7
Assam,Sivasagar,Transferred,52,2018,2018,2018,1
Delhi,West,Acquitted,1,2014,2014,2016,8
Assam,Bongaigaon,Acquitted,10,2015,2016,2018,1
Assam,Goalpara,Transferred,1,2019,2019,2019,1
Delhi,West,Convicted - Fined,7,2013,2013,2014,1
Haryana,Gurugram,Acquitted,25,2016,2016,2016,11
Assam,Barpeta,Acquitted,10,2017,2017,2017,4
Assam,Dhubri,Acquitted,10,2016,2016,2017,3
Haryana,Hisar,Compromised,1010,2018,2018,2019,1
Haryana,Faridabad,PO Consigned,46,2019,2019,2019,1
Delhi,Central,Acquitted,1,2018,2018,2020,3
Haryana,Faridabad,Quashed,47,2018,2018,2018,1
Delhi,Central,Convicted - Fined,7,2014,2014,2019,9
Assam,Cachar,Convicted,11,2015,2015,2015,3
Haryana,Kaithal,Convicted,24,2017,2017,2018,5
Assam,Kamrup Metro,Discharged,14,2019,2019,2019,1
Delhi,North,Acquitted,1,2018,2018,2019,17
Haryana,Faridabad,Consigned,38,2018,2018,2018,1
Delhi,South West,PO Consigned,12,2018,2018,2019,2
Delhi,North West,Transferred,64,2017,2017,2018,1
Haryana,Kurukshetra,Convicted,24,2016,2016,2018,3
Assam,Sivasagar,Transferred,52,2017,2017,2017,2
Delhi,North,Untraced,46,2017,2017,2018,1
Assam,Sivasagar,Convicted,11,2017,2017,2019,2
Delhi,South,Acquitted,1,2018,2018,2020,1
Assam,Kamrup Metro,Acquitted,10,2014,2014,2017,1
Delhi,North East,Discharged,3,2019,2019,2019,1
Delhi,Shahdara,Quashed,17,2018,2018,2019,1
Assam,Jorhat,Acquitted,10,2017,2017,2019,4
Delhi,East,Acquitted,1,2013,2013,2019,1
Haryana,Jind,Convicted,24,2016,2016,2019,1
Haryana,Hisar,Convicted,24,2017,2017,2018,15
Assam,Nagaon,Acquitted,10,2018,2018,2020,1
Assam,Dhemaji,Acquitted,10,0   ,2013,2016,1
Assam,Dhubri,Convicted,11,0   ,2016,2017,1
Assam,Sonitpur,Convicted,11,2018,2018,2019,5
Assam,Darrang,Acquitted,10,2016,2016,2018,2
Delhi,North West,PO Consigned,12,2019,2019,2020,3
Delhi,Central,Acquitted,1,2014,2014,2020,1
Assam,Dhubri,Transferred,1,2017,2017,2017,3
Haryana,Palwal,Disposed,1009,2018,2018,2018,1
Haryana,Jind,Acquitted,25,2018,2018,2019,20
Assam,Golaghat,Abated,13,2015,2015,2018,1
Haryana,Hisar,Acquitted,25,2016,2016,2019,1
Assam,Morigaon,Acquitted,10,2014,2014,2015,2
Delhi,Central,Convicted - Fined,7,2013,2013,2019,5
Delhi,Central,Acquitted,1,2015,2015,2016,8
Haryana,Sirsa,Convicted,24,2018,2018,2020,1
Haryana,Jhajjar,Convicted,24,2014,2015,2015,1
Assam,Kamrup,Acquitted,10,2018,2018,2018,10
Assam,Sivasagar,Convicted,11,2017,2017,2018,5
Assam,Chirang,Transferred,1,2016,2016,2018,3
Haryana,Rohtak,Convicted,24,2017,2017,2019,3
Delhi,Shahdara,Quashed,17,2017,2017,2019,1
Assam,Dibrugarh,Case is filed,21,2014,2014,2017,1
Assam,Tinsukia,Acquitted,10,2016,2016,2018,1
Delhi,South West,Convicted,2,2018,2018,2018,4
Haryana,Gurugram,Acquitted,25,2018,2018,2018,6
Delhi,North,Acquitted,1,2018,2018,2020,4
Assam,Dibrugarh,Convicted,11,2014,2014,2016,1
Haryana,Panchkula,Disposed of with directions,36,2017,2017,2019,1
Haryana,Kaithal,Convicted,24,2018,2018,2018,3
Haryana,Rewari,Convicted,24,2018,2018,2020,1
Haryana,Jind,Convicted,24,2015,2015,2016,1
Assam,Dhemaji,Acquitted,10,2018,2018,2019,12
Haryana,Ambala,Convicted,24,2018,2018,2020,4
Assam,Nalbari,Case is filed,21,2016,2016,2019,1
Haryana,Rewari,Convicted,24,2016,2016,2016,2
Haryana,Panipat,Disposed of with directions,36,2016,2016,2016,1
Haryana,Panchkula,Convicted,24,2017,2017,2020,1
Assam,Sonitpur,Convicted,11,2016,2016,2018,3
Assam,Lakhimpur,Disposed,30,2016,2016,2016,1
Haryana,Sirsa,Acquitted,25,2017,2017,2019,4
Haryana,Gurugram,Convicted,24,2016,2016,2019,3
Assam,Morigaon,Disposed uncontest,36,2014,2014,2014,1
Assam,Golaghat,Converted,40,2016,2016,2017,5
Haryana,Faridabad,Convicted,24,2019,2019,2019,4
Delhi,North,Proceeding stopped,47,2018,2018,2018,1
Assam,Barpeta,Convicted,11,2016,2016,2019,1
Assam,Tinsukia,Case is filed,21,0   ,2014,2015,1
Assam,Karbi Anglong,Dismissed,3,2019,2019,2019,1
Haryana,Rewari,Acquitted,25,2019,2019,2020,2
Delhi,North West,Discharged,3,2017,2017,2019,1
Delhi,Central,Acquitted,1,2014,2015,2018,1
Assam,Sivasagar,Transferred,1,2014,2014,2016,1
Delhi,Central,Convicted - Fined,4,2013,2013,2014,1
Delhi,South West,Cancelled,53,2018,2018,2018,1
Haryana,Palwal,Acquitted,25,2018,2018,2019,11
Assam,Sonitpur,Transferred - JJB,59,2018,2018,2018,2
Haryana,Rohtak,Convicted,24,2018,2018,2019,10
Delhi,West,Acquitted,1,2015,2015,2020,3
Assam,Tinsukia,Convicted,11,2017,2017,2019,1
Delhi,West,Convicted,2,2016,2016,2020,3
Assam,Dibrugarh,Convicted,11,2017,2017,2018,3
Delhi,West,Quashed,17,2014,2014,2018,2
Assam,Golaghat,Converted,40,2018,2018,2018,1
Assam,Jorhat,Convicted,11,2018,2018,2018,2
Assam,Goalpara,Allowed,16,2018,2018,2019,1
Assam,Sivasagar,Stayed,49,2015,2015,2015,1
Assam,Baksa,Disposed,30,2018,2018,2018,1
Haryana,Faridabad,Acquitted,25,2018,2018,2019,119
Delhi,Central,Remand back,9,2017,2017,2017,1
Assam,Dhemaji,Convicted,11,2016,2016,2019,2
Assam,Kamrup,Acquitted,10,2018,2018,2020,2
Haryana,Jind,Convicted,24,2016,2016,2017,3
Assam,Kamrup Metro,Disposed,30,2015,2015,2016,1
Delhi,North East,Convicted - Fined,7,2014,2014,2019,1
Assam,Barpeta,Acquitted,10,2018,2018,2018,5
Assam,Sivasagar,Case is filed,21,2017,2017,2019,2
Assam,Sonitpur,Acquitted,10,2015,2015,2020,1
Assam,Kokrajhar,Transferred,1,2019,2019,2019,2
Assam,Kamrup,Convicted,11,2018,2018,2020,2
Assam,Bongaigaon,Case is filed,21,2017,2017,2018,1
Haryana,Panipat,Transferred,1,2019,2019,2019,2
Haryana,Kaithal,Acquitted,25,2017,2017,2017,4
Delhi,Central,Acquitted,1,2013,2013,2017,4
Assam,Cachar,Convicted,11,0   ,2015,2019,1
Delhi,West,Convicted - Fined,7,2015,2015,2018,2
Delhi,North West,Convicted,2,2015,2015,2019,1
Assam,Karbi Anglong,Convicted,11,2016,2016,2018,2
Haryana,Jhajjar,Convicted,24,2015,2015,2019,1
Assam,Karbi Anglong,Acquitted,10,2018,2018,2019,4
Delhi,South West,Convicted,2,2017,2017,2018,2
Assam,Sonitpur,Acquitted,10,2017,2017,2020,2
Haryana,Palwal,Adjourned Sine die,1006,2018,2018,2019,1
Haryana,Jhajjar,Convicted,24,2014,2013,2016,1
Delhi,West,Acquitted,1,2014,2014,2018,18
Delhi,West,Abated,5,2018,2018,2018,1
Delhi,North West,Acquitted,1,2018,2018,2020,3
Assam,Golaghat,Acquitted,10,2016,2016,2017,6
Assam,Tinsukia,Acquitted,10,2017,2017,2019,8
Assam,Dibrugarh,Case is filed,21,2016,2016,2018,2
Delhi,West,Convicted - Fined,7,2016,2016,2019,4
Delhi,North,Acquitted,1,2019,2019,2020,3
Haryana,Ambala,Convicted,24,2016,2016,2019,1
Delhi,West,Convicted,2,2013,2013,2019,6
Assam,Barpeta,Convicted - Fined,63,2017,2017,2019,1
Delhi,South,PO Consigned,12,2017,2017,2018,1
Delhi,North East,Convicted - Fined,7,2014,2014,2020,1
Assam,Sonitpur,Disposed,30,2018,2018,2019,3
Haryana,Hisar,Convicted,24,2018,2018,2018,3
Assam,Sivasagar,Transferred,1,2014,2014,2015,1
Delhi,West,Acquitted,1,2018,2018,2020,6
Haryana,Jhajjar,Disposed,72,2014,2014,2016,2
Assam,Sonitpur,Acquitted,10,2019,2019,2019,8
Assam,Sonitpur,Abated,13,2018,2018,2019,1
Delhi,West,Quashed,17,2016,2016,2019,1
Delhi,South,PO Consigned,12,2018,2018,2018,1
Assam,Sonitpur,Convicted,11,2015,2015,2017,2
Assam,Kamrup,Transferred,1,2015,2015,2018,1
Assam,Tinsukia,Transferred,1,2018,2018,2019,1
Assam,Karbi Anglong,Convicted,67,2013,2013,2019,1
Assam,Cachar,Convicted,11,2016,2016,2017,4
Delhi,New Delhi,Quashed,17,2019,2019,2020,1
Assam,Kokrajhar,Convicted,11,2018,2018,2018,1
Assam,Baksa,Judgement delivered,34,2018,2018,2018,1
Haryana,Yamunanagar,Convicted,24,2015,2015,2019,1
Delhi,Shahdara,Transferred,64,2018,2018,2019,1
Haryana,Ambala,Abated,29,2017,2017,2018,1
Delhi,South East,Acquitted,1,2018,2018,2019,12
Assam,Tinsukia,Acquitted,10,2016,2016,2017,1
Haryana,Rohtak,Convicted,24,2015,2015,2016,1
Assam,Sonitpur,Case is filed,21,2014,2014,2015,1
Delhi,West,Abated,5,2014,2014,2018,2
Delhi,North,PO Consigned,12,2015,2015,2019,1
Assam,Kamrup,Acquitted,10,2018,2018,2019,23
Delhi,North East,Convicted - Fined,7,2019,2019,2019,1
Haryana,Panchkula,Convicted,24,2015,2015,2015,2
Delhi,Central,Acquitted,1,2014,2014,2018,3
Assam,Jorhat,Convicted,11,2017,2017,2018,2
Haryana,Jind,Acquitted,25,2016,2016,2019,1
Delhi,East,Quashed,17,2018,2018,2019,1
Assam,Jorhat,Disposed,30,2018,2018,2018,4
Assam,Kokrajhar,Acquitted,10,0   ,2014,2015,1
Haryana,Sirsa,Disposed of with directions,36,2020,2020,2020,1
Delhi,North,Acquitted,1,2015,2014,2020,1
Assam,Nalbari,Acquitted,10,2018,2018,2018,1
Haryana,Gurugram,Consigned,49,2016,2016,2016,1
Delhi,West,Dismissed,6,2020,2020,2020,1
Assam,Cachar,Acquitted,10,2015,2015,2015,1
Delhi,Central,Convicted - Fined,7,2014,2014,2016,2
Assam,Sonitpur,Converted,55,2015,2015,2015,2
Delhi,South West,Convicted,2,2014,2014,2019,1
Delhi,West,Proceeding stopped,47,2018,2018,2018,1
Delhi,West,Convicted - Fined,7,2016,2016,2018,1
Haryana,Rewari,Acquitted,25,2015,2015,2015,4
Assam,Chirang,Transferred,1,2018,2018,2018,1
Haryana,Sirsa,Disposed of with directions,36,2017,2017,2017,1
Delhi,West,Acquitted,1,2019,2019,2020,2
Delhi,Central,Acquitted,1,2015,2015,2020,1
Delhi,Central,Convicted - Fined,7,2014,2014,2018,10
Assam,Chirang,Convicted,11,2019,2019,2019,3
Haryana,Rewari,Acquitted,25,2019,2019,2019,6
Haryana,Yamunanagar,Acquitted,25,2015,2015,2017,12
Assam,Kamrup Metro,Acquitted,10,2018,2018,2018,1
Haryana,Hisar,Convicted,24,2017,2017,2019,6
Delhi,West,Acquitted,1,2014,2014,2014,15
Haryana,Gurugram,Convicted,24,2015,2015,2016,8
Delhi,West,Convicted - Fined,7,2019,2019,2019,1
Delhi,Shahdara,PO Consigned,12,2017,2017,2019,1
Delhi,Central,Untraced,46,2017,2017,2017,3
Delhi,West,Untraced,46,2017,2017,2019,1
Haryana,Jhajjar,Convicted,24,2015,2015,2016,3
Assam,Kamrup,Judgement delivered,34,2017,2017,2018,1
Assam,Dhubri,Acquitted,10,2017,2017,2019,11
Assam,Karbi Anglong,Convicted,11,2017,2017,2019,1
Haryana,Hisar,Acquitted,25,2017,2017,2018,12
Delhi,North West,Acquitted,1,2017,2017,2020,1
Haryana,Gurugram,Convicted,24,2015,2015,2015,1
Assam,Chirang,Acquitted,10,2018,2017,2019,2
Assam,Sivasagar,Acquitted,10,2015,2015,2018,5
Delhi,Shahdara,Acquitted,1,2016,2016,2020,1
Delhi,North West,Disposed,8,2019,2019,2019,3
Assam,Kamrup,Disposed otherwise,2,2015,2015,2016,1
Assam,Kamrup,Abated,13,2016,2016,2019,1
Haryana,Sirsa,Acquitted,25,2014,2014,2015,7
Delhi,North,Untraced,46,2018,2018,2018,1
Assam,Morigaon,Acquitted,10,2016,2016,2017,10
Assam,Baksa,Disposed,30,2019,2019,2019,2
Assam,Sivasagar,Transferred,1,2014,2014,2018,1
Delhi,North East,Convicted - Fined,7,2015,2015,2019,1
Haryana,Kaithal,Acquitted,25,2016,2016,2018,2
Delhi,Shahdara,Acquitted,1,2019,2019,2020,2
Delhi,West,Convicted - Fined,7,2014,2014,2019,8
Assam,Dhemaji,Case is filed,21,0   ,2015,2018,1
Assam,Golaghat,Case is filed,21,2017,2017,2019,1
Delhi,East,Acquitted,1,2014,2014,2019,6
Assam,Kamrup,Convicted,11,2016,2015,2017,1
Assam,Baksa,Disposed off on contest,50,2018,2018,2019,2
Haryana,Faridabad,Disposed,50,2018,2018,2019,4
Assam,Karbi Anglong,Convicted,11,2018,2018,2018,4
Haryana,Sonepat,Convicted,24,2014,2014,2017,1
Haryana,Rewari,Convicted,24,2017,2017,2017,7
Delhi,West,Acquitted,1,2019,2019,2019,4
Assam,Dibrugarh,Discharged,14,2015,2015,2016,1
Haryana,Yamunanagar,Convicted,24,2015,2015,2018,1
Assam,Bongaigaon,Acquitted,10,2019,2019,2019,1
Assam,Morigaon,Acquitted,10,2018,2018,2018,2
Haryana,Fatehabad,Disposed of with directions,36,2018,2018,2018,2
Assam,Nagaon,Abated,13,2017,2017,2019,1
Haryana,Yamunanagar,Abated,29,2015,2015,2016,1
Delhi,Central,Convicted - Fined,7,2013,2013,2020,2
Haryana,Rewari,Abated,29,2018,2018,2019,1
Assam,Barpeta,Transferred,68,0   ,2015,2016,2
Delhi,East,Convicted,2,2014,2014,2019,3
Delhi,South West,Discharged,3,2018,2018,2018,3
Haryana,Fatehabad,Acquitted,25,2015,2015,2018,1
Assam,Karimganj,Acquitted,10,2015,2015,2017,3
Assam,Chirang,Transferred,1,2017,2017,2019,1
Haryana,Rohtak,Acquitted,46,2015,2015,2016,9
Haryana,Faridabad,Acquitted,25,2018,2019,2020,1
Assam,Nagaon,Disposed otherwise,2,2016,2016,2018,1
Haryana,Jhajjar,Convicted,24,2016,2016,2017,2
Haryana,Panipat,Acquitted,25,2017,2017,2018,14
Haryana,Kaithal,Acquitted,25,2016,2016,2016,3
Delhi,South West,Acquitted,1,2017,2017,2019,6
Haryana,Jind,Disposed of with directions,36,2017,2017,2017,1
Delhi,Central,Convicted,2,2014,2014,2016,1
Haryana,Jhajjar,Acquitted,25,2014,2014,2016,1
Assam,Morigaon,Case is filed,21,2017,2017,2020,1
Delhi,Central,Cancelled,53,2014,2014,2014,1
Delhi,North,Untraced,46,2019,2019,2019,2
Delhi,North,Remand back,9,2019,2019,2019,1
Haryana,Kaithal,Convicted,24,2016,2016,2017,2
Assam,Golaghat,Convicted,11,2014,2014,2018,1
Assam,Nalbari,Acquitted,10,0   ,2013,2015,1
Delhi,West,Acquitted,1,2013,2013,2013,1
Delhi,North,Convicted - Fined,7,2014,2014,2017,1
Haryana,Kurukshetra,Acquitted,25,2019,2019,2020,1
Delhi,Central,Abated,5,2018,2018,2019,1
Assam,Cachar,Acquitted,10,2016,2016,2016,3
Haryana,Hisar,Acquitted,25,2016,2016,2016,4
Delhi,North West,Convicted - Undergone,66,2016,2016,2018,1
Delhi,Central,Convicted - Fined,7,2016,2016,2019,6
Assam,Sivasagar,Convicted,11,2014,2014,2016,1
Haryana,Gurugram,Acquitted,25,2019,2019,2020,11
Assam,Karbi Anglong,Convicted,11,2016,2016,2019,1
Assam,Jorhat,Acquitted,10,2019,2019,2019,3
Assam,Barpeta,Transferred,78,2016,2016,2018,2
Assam,Dibrugarh,Acquitted,10,2016,2016,2017,10
Delhi,North West,Untraced,46,2018,2018,2018,1
Haryana,Kaithal,Acquitted,25,2018,2018,2020,2
Assam,Karimganj,Discharged,14,2016,2016,2017,5
Delhi,North,Acquitted,1,2015,2015,2020,3
Haryana,Rohtak,Convicted,24,2016,2016,2017,6
Delhi,North West,Convicted,2,2016,2016,2019,5
Assam,Barpeta,Acquitted,10,2016,2016,2018,7
Assam,Sivasagar,Disposed,30,2018,2018,2018,1
Haryana,Faridabad,Quashed,47,2019,2019,2019,1
Delhi,Central,Acquitted,1,2014,2014,2016,5
Delhi,New Delhi,Adjourned Sine die,11,2016,2016,2017,1
Assam,Sonitpur,Acquitted,10,2017,2017,2018,21
Assam,Sivasagar,Acquitted,10,2017,2017,2020,2
Assam,Karimganj,Acquitted,10,2016,2016,2019,5
Haryana,Sirsa,Convicted,24,2016,2016,2018,1
Haryana,Rohtak,Disposed of with directions,36,2019,2019,2019,1
Delhi,Central,PO Consigned,12,2016,2016,2017,1
Delhi,South West,Acquitted,1,2017,2017,2017,16
Haryana,Faridabad,PO Consigned,46,2016,2016,2019,1
Delhi,South East,Convicted,2,2014,2014,2020,2
Assam,Goalpara,Acquitted,10,2019,2019,2019,3
Assam,Goalpara,Disposed,30,2019,2019,2020,1
Haryana,Sonepat,Disposed of with directions,36,2015,2015,2015,2
Assam,Karbi Anglong,Case is filed,21,2016,2016,2019,2
Assam,Kamrup,Convicted,11,2018,2018,2018,1
Assam,Sonitpur,Transferred,56,2018,2018,2019,1
Delhi,South,Acquitted,1,2016,2016,2020,1
Haryana,Jhajjar,Convicted,24,2015,2015,2015,1
Haryana,Fatehabad,Acquitted,25,2017,2017,2018,27
Assam,Sonitpur,Converted,55,2016,2016,2017,2
Delhi,West,Acquitted,1,2016,2016,2016,3
Haryana,Rohtak,Acquitted,46,2018,2018,2018,6
Haryana,Gurugram,Convicted,24,2016,2016,2017,10
Assam,Udalguri,Case is filed,21,2018,2018,2020,1
Delhi,West,Convicted - Fined,7,2016,2016,2020,1
Delhi,Central,Quashed,17,2014,2014,2014,1
Haryana,Hisar,Acquitted,25,2016,2016,2018,4
Assam,Barpeta,Acquitted,10,2017,2017,2020,1
Delhi,Central,Abated,5,2016,2016,2019,1
Haryana,Rohtak,Transferred,73,2017,2017,2018,1
Haryana,Jind,Adjourned Sine die,44,2017,2017,2019,1
Assam,Barpeta,Acquitted,10,2016,2017,2017,1
Haryana,Ambala,Convicted,24,2017,2017,2019,7
Assam,Morigaon,Acquitted,10,2017,2017,2018,4
Haryana,Kurukshetra,Convicted,24,2015,2015,2016,5
Delhi,Shahdara,Convicted,2,2014,2014,2019,3
Assam,Sonitpur,Transferred,56,2017,2017,2017,1
Assam,Cachar,Abated,13,0   ,2015,2018,1
Haryana,Faridabad,Convicted,24,2018,2018,2019,59
Delhi,North West,PO Consigned,12,2017,2017,2018,6
Assam,Dhubri,Transferred,1,2018,2018,2018,1
Assam,Golaghat,Convicted,11,2017,2017,2017,1
Delhi,New Delhi,Acquitted,1,2016,2016,2020,1
Assam,Kamrup Metro,Disposed,30,2014,2014,2015,1
Assam,Nagaon,Case is filed,21,2014,2014,2015,1
Delhi,South West,Acquitted,1,2013,2013,2020,1
Assam,Morigaon,Acquitted,10,2015,2015,2019,2
Assam,Dhemaji,Acquitted,10,2017,2017,2018,7
Delhi,Central,Convicted - Probation,43,2016,2016,2019,1
Assam,Sonitpur,Remand back,22,2017,2017,2018,2
Delhi,Central,PO Consigned,12,2015,2015,2017,2
Assam,Dhubri,Discharged,14,0   ,2015,2015,1
Assam,Cachar,Acquitted,38,2018,2018,2020,1
Delhi,West,Untraced,46,2018,2018,2018,3
Assam,Dima Hasao,Acquitted,10,2019,2019,2019,1
Assam,Morigaon,Case is filed,21,2016,2016,2016,1
Haryana,Fatehabad,Acquitted,25,2014,2014,2014,1
Haryana,Ambala,Acquitted,25,2018,2018,2018,7
Delhi,North West,Abated,5,2016,2016,2019,1
