state_name,district_name,est_code,court_name,reg_year,fil_year,decision_year,act_name_std,section_name_std,total_cases
Assam,Golaghat,ASGL01,GLT_DJ_ESTT,2016,2016,NA,IPC,34 A,1
Delhi,West,DLWT01,"District and Sessions Judge, West, THC",2016,2014,2016,IPC,---,4
Haryana,Kurukshetra,HRKU01,"District  and Sessions Courts, Kurukshetra",2018,2018,2018,IPC,509,3
Delhi,New Delhi,DLND01,"District and Sessions Judge, New Delhi, PHC",2016,2016,2016,IPC,509,1
Assam,Sonitpur,ASSN01,District and Sessions Judge Sonitpur Tezpur,2019,2019,2020,POCSO,4,1
Haryana,Faridabad,HRFB03,"Criminal Courts, Faridabad",2020,2019,2020,IPC,506,1
Haryana,Sirsa,HRSI03,"Criminal Courts, Sirsa",2015,2015,2015,IPC,452,1
Delhi,Central,DLCT01,"District and Sessions Judge, Central, THC",2016,2016,2018,IPC,366,1
Haryana,Jhajjar,HRJR01,"District and Sessions Courts, Jhajjar",2015,2015,2015,IPC,366 A,10
Haryana,Yamunanagar,HRYNA1,"Criminal Courts, Bilaspur",2018,2018,2018,IPC,366 A,1
Haryana,Kaithal,HRKH01,"District and Sessions Courts, Kaithal",2019,2019,2020,IPC,376,3
Haryana,Ambala,HRAM01,"District and Sessions Court, Ambala",2015,2015,2016,IPC,376,5
Delhi,Central,DLCT01,"District and Sessions Judge, Central, THC",2017,2017,2017,IPC,366,4
Haryana,Panipat,HRPP03,"Criminal Courts, Panipat",2016,2016,2017,IPC,120 B,1
Haryana,Ambala,HRAM01,"District and Sessions Court, Ambala",2019,2019,2019,IPC,370,10
Delhi,South West,DLSW01,"District and Sessions Judge, South-West, DWK",2018,2018,2019,IPC,376D,1
Delhi,West,DLWT01,"District and Sessions Judge, West, THC",2016,2016,2020,IPC,363,3
Haryana,Kaithal,HRKH01,"District and Sessions Courts, Kaithal",2018,2018,2019,IPC,354,6
Delhi,North,DLNT01,"District and Sessions Judge, North, RHC",2017,2017,2017,IPC,511,1
Haryana,Faridabad,HRFB01,"District and Sessions Courts, Faridabad",2016,2016,2019,IPC,376D,1
Haryana,Palwal,HRPL01,"District and Sessions Courts, Palwal",2018,2018,2020,IPC,34 A,2
Haryana,Panipat,HRPP01,"District and Sessions Courts, Panipat",2019,2019,2019,POCSO,10,3
Haryana,Faridabad,HRFB01,"District and Sessions Courts, Faridabad",2020,2019,NA,IPC,323,4
Haryana,Panchkula,HRPK03,"Criminal Courts, Panchkula",2016,2016,2017,POCSO,4,4
Delhi,South,DLST01,"District and Sessions Judge, South, Saket",2019,2019,NA,IPC,341,6
Delhi,East,DLET01,"District and Sessions Judge, East, KKD",2019,2019,NA,IPC,354B,12
Assam,Nalbari,ASNL01,District and Sessions Judge,2019,2019,2020,IPC,366,1
Haryana,Palwal,HRPL01,"District and Sessions Courts, Palwal",2019,2019,2019,IPC,366,3
Delhi,Central,DLCT01,"District and Sessions Judge, Central, THC",2016,2015,2020,POCSO,8,1
Haryana,Rewari,HRRE01,"District and Sessions Courts, Rewari",2016,2016,2016,POCSO,4,5
Delhi,South East,DLSE01,"District and Sessions Judge, South-East, Saket",2017,2017,2017,POCSO,4,5
Haryana,Ambala,HRAM01,"District and Sessions Court, Ambala",2017,2017,2019,IPC,323,2
Delhi,North East,DLNE01,"District and Sessions Judge, North-East, KKD",2016,2016,2020,IPC,354 A,1
Haryana,Yamunanagar,HRYNA1,"Criminal Courts, Bilaspur",2016,2016,2016,IPC,323,1
Delhi,West,DLWT01,"District and Sessions Judge, West, THC",2016,2016,2020,IPC,506,1
Delhi,South West,DLSW01,"District and Sessions Judge, South-West, DWK",2018,2018,2018,IPC,506,75
Delhi,South,DLST01,"District and Sessions Judge, South, Saket",2018,2018,NA,IPC,34 A,7
Assam,Cachar,ASCC01,District And Sessions Judge Court,2019,2019,NA,IPC,342,7
Haryana,Sirsa,HRSI01,"District and Sessions Courts, Sirsa",2016,2016,2016,POCSO,10,13
Haryana,Jhajjar,HRJR01,"District and Sessions Courts, Jhajjar",2017,2017,2018,POCSO,8,8
Assam,Tinsukia,ASTN01,District and Sessions Judge,2018,2018,2018,IPC,323,1
Delhi,North East,DLNE01,"District and Sessions Judge, North-East, KKD",2016,2016,NA,IPC,342,1
Delhi,West,DLWT01,"District and Sessions Judge, West, THC",2018,2017,NA,POCSO,10,1
Haryana,Sirsa,HRSIB1,"Criminal Courts, Ellenabad",2019,2019,2019,POCSO,6,6
Assam,Kamrup,ASKR01,District and Sessions Judge,2018,2018,2018,POCSO,4,16
Delhi,North West,DLNW01,"District and Sessions Judge, North-West, RHC",2020,2020,NA,IPC,370,1
Delhi,South East,DLSE01,"District and Sessions Judge, South-East, Saket",2020,2020,NA,IPC,354,5
Assam,Barpeta,ASBR06,Sub-Divisional Judicial Magistrate (M),2018,2018,2018,IPC,294,1
Delhi,Central,DLCT01,"District and Sessions Judge, Central, THC",2016,2013,2020,IPC,376,2
Haryana,Faridabad,HRFB03,"Criminal Courts, Faridabad",2020,2020,2020,POCSO,8,2
Haryana,Jhajjar,HRJR01,"District and Sessions Courts, Jhajjar",2018,2018,2019,IPC,451,3
Assam,Cachar,ASCC01,District And Sessions Judge Court,2019,2019,NA,IPC,506,3
Haryana,Sirsa,HRSIB1,"Criminal Courts, Ellenabad",2018,2018,2018,IPC,376,1
Haryana,Sirsa,HRSI01,"District and Sessions Courts, Sirsa",2020,2020,NA,IPC,451,3
Haryana,Palwal,HRPL01,"District and Sessions Courts, Palwal",2018,2018,2019,IPC,506,14
Assam,Jorhat,ASJR01,District and Sessions Judge,2018,2018,NA,IPC,354,1
Delhi,North,DLNT01,"District and Sessions Judge, North, RHC",2020,2020,2020,IPC,34 A,1
Delhi,West,DLWT01,"District and Sessions Judge, West, THC",2020,2020,NA,IPC,341,2
Assam,Dibrugarh,ASDB01,District and Sessions Judge,2015,2015,2017,IPC,34 A,1
Delhi,South West,DLSW01,"District and Sessions Judge, South-West, DWK",2016,2014,2019,POCSO,10,1
Haryana,Hisar,HRHS01,"District and Sessions Courts, Hisar",2018,2018,NA,IPC,354,1
Delhi,Central,DLCT01,"District and Sessions Judge, Central, THC",2016,2014,2020,IPC,328,1
Haryana,Jind,HRJN01,"District and Sessions Courts, Jind",2014,2014,2015,POCSO,8,1
Haryana,Rohtak,HRRH01,District and Sessions Court Rohtak,2017,2017,2017,IPC,328,11
Delhi,South East,DLSE01,"District and Sessions Judge, South-East, Saket",2018,2018,2019,IPC,354,5
Haryana,Jind,HRJN01,"District and Sessions Courts, Jind",2016,2016,2018,IPC,452,2
Delhi,North,DLNT01,"District and Sessions Judge, North, RHC",2016,2016,2019,IPC,34 A,1
Haryana,Sirsa,HRSI01,"District and Sessions Courts, Sirsa",2019,2019,2020,IPC,34 A,2
Delhi,South West,DLSW01,"District and Sessions Judge, South-West, DWK",2017,2017,2019,IPC,354D,1
Assam,Kamrup,ASKR01,District and Sessions Judge,2015,2015,2019,POCSO,4,1
Haryana,Rohtak,HRRH03,Criminal Courts Rohtak,2019,2019,2019,IPC,452,2
Delhi,North,DLNT01,"District and Sessions Judge, North, RHC",2019,2019,NA,IPC,323,24
Haryana,Ambala,HRAM01,"District and Sessions Court, Ambala",2015,2015,2015,POCSO,6,5
Delhi,North,DLNT01,"District and Sessions Judge, North, RHC",2020,2020,NA,POCSO,12,10
Delhi,South,DLST01,"District and Sessions Judge, South, Saket",2018,2018,NA,IPC,342,7
Haryana,Sirsa,HRSI01,"District and Sessions Courts, Sirsa",2018,2018,2019,IPC,323,3
Assam,Dhubri,ASDU01,District and Sessions Judge,2016,2016,2019,POCSO,8,1
Haryana,Gurugram,HRGR01,"District and Sessions Courts, Gurugram",2019,2019,2019,IPC,201,5
Haryana,Rewari,HRRE03,"Criminal Courts, Rewari",2019,2019,2019,IPC,376,1
Haryana,Rohtak,HRRH01,District and Sessions Court Rohtak,2018,2018,2019,IPC,452,2
Assam,Barpeta,ASBR01,District and Sessions Judge,2020,2020,NA,IPC,506,4
Haryana,Gurugram,HRGR01,"District and Sessions Courts, Gurugram",2017,2017,2017,IPC,377,2
Delhi,North,DLNT01,"District and Sessions Judge, North, RHC",2018,2018,2020,IPC,354,2
Haryana,Gurugram,HRGR03,"Criminal Courts, Gurugram",2020,2020,NA,POCSO,12,3
Haryana,Fatehabad,HRFT03,"Criminal Courts, Fatehabad",2015,2015,2015,IPC,365,1
Delhi,Shahdara,DLSH01,"District and Sessions Judge, Shahdara, KKD",2017,2017,2020,POCSO,6,2
Assam,Kamrup Metro,AS0106,"Chief Judicial Magistrate,Kamrup",2013,2013,2013,IPC,511,1
Haryana,Sonepat,HRSO03,"Criminal Courts, Sonipat",2016,2016,2018,IPC,34 A,2
Delhi,South,DLST01,"District and Sessions Judge, South, Saket",2020,2020,NA,IPC,342,4
Assam,Nalbari,ASNL01,District and Sessions Judge,2019,2019,2019,IPC,34 A,2
Assam,Chirang,ASCH04,Additional District and Sessions Judge,2019,2019,NA,IPC,365,1
Assam,Barpeta,ASBR01,District and Sessions Judge,2019,2019,NA,IPC,366 A,39
Haryana,Sirsa,HRSI01,"District and Sessions Courts, Sirsa",2017,2017,2017,IPC,346,2
Haryana,Palwal,HRPL01,"District and Sessions Courts, Palwal",2018,2018,NA,IPC,376,6
Delhi,South West,DLSW01,"District and Sessions Judge, South-West, DWK",2019,2019,2020,IPC,509,1
Delhi,Shahdara,DLSH01,"District and Sessions Judge, Shahdara, KKD",2017,2017,NA,IPC,366,1
Haryana,Kurukshetra,HRKU01,"District  and Sessions Courts, Kurukshetra",2017,2017,2017,IPC,354D,2
Haryana,Panipat,HRPP01,"District and Sessions Courts, Panipat",2019,2019,2019,IPC,363,33
Haryana,Ambala,HRAM03,"Criminal Courts, Ambala",2019,2019,NA,POCSO,17,3
Delhi,South East,DLSE01,"District and Sessions Judge, South-East, Saket",2020,2020,NA,IPC,366,1
Assam,Kamrup Metro,ASKM01,Dist Judge and Addl Dist Judges,2015,2015,2015,IPC,448,2
Haryana,Sirsa,HRSIB1,"Criminal Courts, Ellenabad",2020,2020,2020,IPC,354D,1
Haryana,Kaithal,HRKH01,"District and Sessions Courts, Kaithal",2017,2017,2019,POCSO,8,1
Delhi,Central,DLCT01,"District and Sessions Judge, Central, THC",2018,2017,2017,POCSO,10,1
Assam,Darrang,ASDR01,District and Sessions Judge,2020,2020,NA,IPC,323,1
Assam,Nalbari,ASNL01,District and Sessions Judge,2018,2018,NA,IPC,366,4
Delhi,North West,DLNW01,"District and Sessions Judge, North-West, RHC",2018,2018,2019,IPC,452,1
Assam,Cachar,ASCC01,District And Sessions Judge Court,2017,2017,NA,IPC,376,2
Delhi,South West,DLSW01,"District and Sessions Judge, South-West, DWK",2020,2020,NA,POCSO,4,6
Haryana,Panipat,HRPP03,"Criminal Courts, Panipat",2016,2016,2016,IPC,354,3
Haryana,Fatehabad,HRFT01,"District  and Sessions Courts, Fatehabad",2015,2015,2016,IPC,506,2
Assam,Barpeta,ASBR01,District and Sessions Judge,2020,2020,2020,IPC,376,4
Haryana,Kaithal,HRKH01,"District and Sessions Courts, Kaithal",2016,2016,2018,IPC,376,1
Assam,Baksa,ASBK01,District and Sessions Judge,2019,2019,NA,IPC,376,14
Delhi,North East,DLNE01,"District and Sessions Judge, North-East, KKD",2019,2019,NA,IPC,354 A,8
Haryana,Faridabad,HRFB01,"District and Sessions Courts, Faridabad",2015,2015,2017,IPC,506,2
Assam,Nagaon,ASNG01,District and Sessions Judge,2019,2019,NA,IPC,376,4
Haryana,Sirsa,HRSI01,"District and Sessions Courts, Sirsa",2015,2015,2017,IPC,346,1
Haryana,Panipat,HRPP01,"District and Sessions Courts, Panipat",2019,2019,2019,IPC,511,3
Delhi,North West,DLNW01,"District and Sessions Judge, North-West, RHC",2017,2016,NA,POCSO,6,2
Delhi,South,DLST01,"District and Sessions Judge, South, Saket",2016,2016,2018,IPC,376,4
Haryana,Palwal,HRPL01,"District and Sessions Courts, Palwal",2019,2019,2020,IPC,354,1
Delhi,North,DLNT01,"District and Sessions Judge, North, RHC",2020,2020,NA,IPC,354,8
Assam,Nalbari,ASNL01,District and Sessions Judge,2018,2018,2018,IPC,509,1
Haryana,Jhajjar,HRJR01,"District and Sessions Courts, Jhajjar",2015,2015,2017,IPC,376D,2
Delhi,West,DLWT01,"District and Sessions Judge, West, THC",2019,2019,2019,IPC,354,2
Assam,Dibrugarh,ASDB01,District and Sessions Judge,2015,2015,2015,IPC,366 A,5
Assam,Tinsukia,ASTN08,Addl. District and Sessions Judge,2019,2019,NA,IPC,420,1
Haryana,Hisar,HRHS01,"District and Sessions Courts, Hisar",2017,2017,2018,IPC,120 B,2
Haryana,Jind,HRJN01,"District and Sessions Courts, Jind",2016,2016,2018,IPC,370,1
Assam,Tinsukia,ASTN04,Chief Judicial Magistrate,2012,0   ,2015,IPC,342,1
Assam,Kamrup,ASKR06,Additional District and Sessions Judge Rangia,2017,2017,NA,POCSO,8,2
Assam,Cachar,ASCC03,Chief Judicial Magistrate Court,2020,2020,NA,POCSO,6,1
Haryana,Bhiwani,HRBH01,"DISTRICT AND SESSIONS COURTS, BHIWANI",2019,2019,2020,POCSO,10,1
Haryana,Jind,HRJN03,"Criminal Courts, Jind",2018,2018,2018,IPC,328,1
Haryana,Ambala,HRAMA1,"Criminal Courts, Naraingarh",2017,2017,NA,IPC,366 A,1
Delhi,North West,DLNW01,"District and Sessions Judge, North-West, RHC",2019,2019,NA,IPC,376IPC,32
Delhi,South,DLST01,"District and Sessions Judge, South, Saket",2018,2018,NA,IPC,509,11
Haryana,Palwal,HRPL01,"District and Sessions Courts, Palwal",2019,2019,2020,IPC,363,10
Haryana,Palwal,HRPL01,"District and Sessions Courts, Palwal",2018,2018,2020,IPC,354B,1
Haryana,Sirsa,HRSIB1,"Criminal Courts, Ellenabad",2018,2018,2018,IPC,354D,1
Haryana,Rohtak,HRRH03,Criminal Courts Rohtak,2015,2015,2015,IPC,366 A,6
Haryana,Hisar,HRHS03,"Criminal Courts, Hisar",2016,2016,2017,POCSO,18,1
Assam,Barpeta,ASBR01,District and Sessions Judge,2019,2019,NA,IPC,376(2)(i),4
Assam,Nalbari,ASNL01,District and Sessions Judge,2016,2016,2016,IPC,376,1
Haryana,Panipat,HRPP01,"District and Sessions Courts, Panipat",2019,2019,2019,IPC,341,10
Assam,Dhemaji,AS2201,District and Sessions Judge,2015,0   ,2015,IPC,354 A,1
Haryana,Panipat,HRPP03,"Criminal Courts, Panipat",2015,2015,2015,POCSO,6,11
Haryana,Gurugram,HRGR01,"District and Sessions Courts, Gurugram",2019,2019,2019,IPC,344,3
Assam,Bongaigaon,ASBN01,District And Sessions Judge,2018,2018,2019,IPC,366,1
Assam,Nalbari,ASNL01,District and Sessions Judge,2018,2018,NA,IPC,376(2)(i),2
Haryana,Fatehabad,HRFT01,"District  and Sessions Courts, Fatehabad",2020,2020,2020,IPC,506,6
Haryana,Rohtak,HRRH03,Criminal Courts Rohtak,2017,2017,2018,IPC,323,1
Delhi,Shahdara,DLSH01,"District and Sessions Judge, Shahdara, KKD",2017,2017,NA,IPC,506,20
Delhi,North East,DLNE01,"District and Sessions Judge, North-East, KKD",2020,2020,NA,POCSO,12,3
Haryana,Jind,HRJN01,"District and Sessions Courts, Jind",2017,2017,2019,IPC,328,1
Haryana,Kaithal,HRKH03,"Criminal Courts, Kaithal",2018,2018,2018,IPC,506,7
Haryana,Faridabad,HRFB01,"District and Sessions Courts, Faridabad",2020,2020,2020,IPC,365,4
Haryana,Sirsa,HRSIA1,"Criminal Courts, Dabwali",2020,2020,2020,IPC,366 A,1
Haryana,Ambala,HRAM01,"District and Sessions Court, Ambala",2014,2014,2014,IPC,376D,1
Haryana,Sirsa,HRSI01,"District and Sessions Courts, Sirsa",2015,2015,2016,IPC,34 A,3
Assam,Karimganj,ASKJ04,Chief Judicial Magistrate Court Complex,2019,2019,2019,IPC,448,1
Haryana,Yamunanagar,HRYNA1,"Criminal Courts, Bilaspur",2015,2015,2015,POCSO,8,1
Assam,Golaghat,ASGL01,GLT_DJ_ESTT,2018,2018,2019,IPC,365,1
Haryana,Bhiwani,HRBH01,"DISTRICT AND SESSIONS COURTS, BHIWANI",2018,2018,NA,IPC,366 A,1
Assam,Darrang,ASDR01,District and Sessions Judge,2019,2019,NA,IPC,376(3),3
Haryana,Rohtak,HRRH01,District and Sessions Court Rohtak,2020,2020,2020,IPC,420,2
Haryana,Jhajjar,HRJR01,"District and Sessions Courts, Jhajjar",2020,2020,2020,POCSO,4,9
Assam,Chirang,ASCH04,Additional District and Sessions Judge,2019,2019,NA,IPC,354D,1
Haryana,Jhajjar,HRJR01,"District and Sessions Courts, Jhajjar",2018,2018,NA,IPC,323,1
Delhi,East,DLET01,"District and Sessions Judge, East, KKD",2016,2015,NA,IPC,342,2
Delhi,North,DLNT01,"District and Sessions Judge, North, RHC",2016,2016,2019,IPC,363,4
Haryana,Panchkula,HRPK01,"DISTRICT AND  SESSIONS COURTS, PANCHKULA",2017,2017,2020,IPC,366 A,1
Haryana,Sirsa,HRSI01,"District and Sessions Courts, Sirsa",2019,2019,2019,IPC,120 B,1
Assam,Cachar,ASCC01,District And Sessions Judge Court,2020,2020,NA,IPC,366 A,5
Haryana,Hisar,HRHS01,"District and Sessions Courts, Hisar",2020,2020,NA,IPC,323,2
Haryana,Sonepat,HRSO01,"District and Sessions Courts, Sonipat",2015,2015,2015,IPC,34 A,4
Delhi,South East,DLSE01,"District and Sessions Judge, South-East, Saket",2019,2019,2019,IPC,376,10
Assam,Hailakandi,ASHI03,Chief Judicial Magistrate,2018,2018,2019,POCSO,4,1
Delhi,West,DLWT01,"District and Sessions Judge, West, THC",2016,2014,2019,IPC,366,4
Haryana,Jind,HRJN03,"Criminal Courts, Jind",2017,2017,2018,IPC,341,2
Delhi,North West,DLNW01,"District and Sessions Judge, North-West, RHC",2016,2016,2016,IPC,376(2),1
Haryana,Panipat,HRPP03,"Criminal Courts, Panipat",2015,2015,2015,POCSO,8,10
Assam,Dhubri,ASDU01,District and Sessions Judge,2018,2018,2020,IPC,376,3
Haryana,Ambala,HRAM01,"District and Sessions Court, Ambala",2017,2017,2017,IPC,354 A,3
Assam,Karbi Anglong,ASKA01,District and Sessions Judge,2015,2015,NA,IPC,34 A,1
Haryana,Rohtak,HRRH01,District and Sessions Court Rohtak,2016,2016,2017,IPC,377,5
Haryana,Sirsa,HRSI03,"Criminal Courts, Sirsa",2015,2015,2016,IPC,376,1
Assam,Goalpara,ASGA01,District and Sessions Judge,2019,2019,2019,POCSO,12,1
Assam,Dhubri,ASDU01,District and Sessions Judge,2019,2019,NA,IPC,420,1
Assam,Dhubri,ASDU01,District and Sessions Judge,2018,2018,2018,IPC,376D,1
Delhi,South East,DLSE01,"District and Sessions Judge, South-East, Saket",2018,2018,2018,POCSO,4,4
Delhi,East,DLET01,"District and Sessions Judge, East, KKD",2017,2017,NA,IPC,323,9
Assam,Baksa,ASBK01,District and Sessions Judge,2019,2019,2019,IPC,376,1
Haryana,Kaithal,HRKH01,"District and Sessions Courts, Kaithal",2019,2019,NA,IPC,363,18
Haryana,Ambala,HRAM01,"District and Sessions Court, Ambala",2018,2018,2018,IPC,370,4
Delhi,South East,DLSE01,"District and Sessions Judge, South-East, Saket",2016,2016,2016,POCSO,8,17
Assam,Dhemaji,AS2201,District and Sessions Judge,2018,2018,2019,IPC,448,1
Haryana,Sonepat,HRSO03,"Criminal Courts, Sonipat",2014,2014,2015,IPC,376,1
Assam,Goalpara,ASGA01,District and Sessions Judge,2019,2019,NA,IPC,302,2
Haryana,Ambala,HRAM01,"District and Sessions Court, Ambala",2018,2018,2020,IPC,366 A,1
Assam,Barpeta,ASBR01,District and Sessions Judge,2017,2017,2020,POCSO,4,1
Delhi,Central,DLCT01,"District and Sessions Judge, Central, THC",2016,2013,2018,IPC,363,3
Haryana,Sirsa,HRSI01,"District and Sessions Courts, Sirsa",2017,2017,2017,IPC,451,6
Haryana,Jind,HRJN01,"District and Sessions Courts, Jind",2014,2014,2014,IPC,34 A,1
Assam,Barpeta,ASBR01,District and Sessions Judge,2015,0   ,2015,IPC,34 A,13
Assam,Kokrajhar,ASKK01,District and Sessions Judge,2017,2017,2019,IPC,366 A,3
Haryana,Sirsa,HRSI01,"District and Sessions Courts, Sirsa",2020,2020,NA,IPC,376,10
Haryana,Sonepat,HRSO01,"District and Sessions Courts, Sonipat",2019,2019,NA,IPC,354 A,6
Delhi,Central,DLCT01,"District and Sessions Judge, Central, THC",2016,2016,2017,POCSO,---,4
Assam,Lakhimpur,ASLK01,District and Sessions Judge,2015,2015,2015,IPC,302,1
Haryana,Palwal,HRPL01,"District and Sessions Courts, Palwal",2019,2019,2019,IPC,323,17
Haryana,Hisar,HRHSA1,"Criminal Courts, Hansi",2019,2019,2019,IPC,376,1
Assam,Golaghat,ASGL01,GLT_DJ_ESTT,2017,2017,2019,POCSO,8,1
Haryana,Jhajjar,HRJR03,"Criminal Courts, Jhajjar",2015,2015,2015,IPC,365,1
Delhi,North,DLNT01,"District and Sessions Judge, North, RHC",2016,2015,2020,POCSO,12,2
Haryana,Gurugram,HRGR03,"Criminal Courts, Gurugram",2015,2015,2015,IPC,34 A,1
Haryana,Jind,HRJN01,"District and Sessions Courts, Jind",2018,2018,NA,IPC,363,19
Haryana,Sonepat,HRSO01,"District and Sessions Courts, Sonipat",2014,2014,2015,IPC,120 B,1
Haryana,Sirsa,HRSI03,"Criminal Courts, Sirsa",2018,2018,2020,IPC,354 A,1
Assam,Dhubri,ASDU01,District and Sessions Judge,2017,2017,2018,IPC,511,1
Assam,Morigaon,ASMR01,"District and Sessions Judge,Morigaon",2014,2014,2018,IPC,376,1
Delhi,Central,DLCT01,"District and Sessions Judge, Central, THC",2020,2020,NA,IPC,341,1
Haryana,Sonepat,HRSO01,"District and Sessions Courts, Sonipat",2016,2016,2016,IPC,323,16
Delhi,North,DLNT01,"District and Sessions Judge, North, RHC",2020,2020,NA,IPC,376,18
Haryana,Hisar,HRHSA1,"Criminal Courts, Hansi",2019,2019,2019,IPC,506,1
Haryana,Gurugram,HRGR01,"District and Sessions Courts, Gurugram",2018,2018,2019,IPC,34 A,1
Assam,Golaghat,ASGL01,GLT_DJ_ESTT,2016,2016,2017,IPC,366 A,2
Haryana,Kaithal,HRKH03,"Criminal Courts, Kaithal",2017,2017,2017,IPC,366 A,1
Delhi,North,DLNT01,"District and Sessions Judge, North, RHC",2018,2018,NA,IPC,341,12
Haryana,Sonepat,HRSO01,"District and Sessions Courts, Sonipat",2015,2015,2015,IPC,120 B,9
Haryana,Kaithal,HRKH01,"District and Sessions Courts, Kaithal",2018,2018,2018,POCSO,8,14
Delhi,Central,DLCT01,"District and Sessions Judge, Central, THC",2016,2016,2020,POCSO,10,3
Assam,Chirang,ASCH01,District And Session Judge Establishment,2018,2018,2018,POCSO,6,5
Haryana,Faridabad,HRFB01,"District and Sessions Courts, Faridabad",2020,2020,NA,IPC,120 B,4
Haryana,Palwal,HRPL03,"Criminal Courts, Palwal",2019,2019,2019,IPC,341,2
Delhi,South East,DLSE01,"District and Sessions Judge, South-East, Saket",2019,2019,NA,IPC,377,9
Haryana,Jind,HRJN01,"District and Sessions Courts, Jind",2018,2018,2020,IPC,342,3
Haryana,Sirsa,HRSI03,"Criminal Courts, Sirsa",2017,2017,2018,IPC,511,2
Haryana,Hisar,HRHS01,"District and Sessions Courts, Hisar",2019,2019,2019,POCSO,18,7
Haryana,Panchkula,HRPK01,"DISTRICT AND  SESSIONS COURTS, PANCHKULA",2017,2017,2017,IPC,354D,3
Haryana,Kurukshetra,HRKU03,"Criminal Courts, Kurukshetra",2016,2016,2018,POCSO,6,1
Delhi,East,DLET01,"District and Sessions Judge, East, KKD",2016,2014,2020,POCSO,8,1
Assam,Dhubri,ASDU01,District and Sessions Judge,2017,2017,NA,IPC,302,1
Haryana,Faridabad,HRFB01,"District and Sessions Courts, Faridabad",2019,2019,2020,IPC,34 A,1
Delhi,North,DLNT01,"District and Sessions Judge, North, RHC",2016,2013,2018,POCSO,10,1
Haryana,Faridabad,HRFB01,"District and Sessions Courts, Faridabad",2016,2016,2019,IPC,302,1
Haryana,Palwal,HRPL01,"District and Sessions Courts, Palwal",2018,2018,NA,IPC,511,1
Haryana,Sirsa,HRSI01,"District and Sessions Courts, Sirsa",2017,2017,2018,IPC,323,1
Haryana,Jind,HRJN01,"District and Sessions Courts, Jind",2019,2019,NA,IPC,341,1
Delhi,North West,DLNW01,"District and Sessions Judge, North-West, RHC",2017,2017,2019,IPC,354D,2
Haryana,Jind,HRJN01,"District and Sessions Courts, Jind",2017,2017,2017,POCSO,8,19
Haryana,Sirsa,HRSI01,"District and Sessions Courts, Sirsa",2020,2020,2020,POCSO,10,2
Haryana,Jind,HRJN01,"District and Sessions Courts, Jind",2019,2019,2019,IPC,450,10
Haryana,Jhajjar,HRJR01,"District and Sessions Courts, Jhajjar",2014,2014,2015,IPC,376IPC,1
Haryana,Panipat,HRPP03,"Criminal Courts, Panipat",2015,2015,2016,IPC,366 A,1
Haryana,Palwal,HRPL01,"District and Sessions Courts, Palwal",2018,2018,2019,IPC,365,1
Assam,Kamrup Metro,ASKM01,Dist Judge and Addl Dist Judges,2018,2018,NA,IPC,366,1
