state_name,district_name,est_code,court_name,reg_year,fil_year,decision_year,act_name_std,section_name_std,total_cases
Delhi,West,DLWT01,"District and Sessions Judge, West, THC",2016,2013,2020,POCSO,12,1
Haryana,Ambala,HRAM01,"District and Sessions Court, Ambala",2015,2015,2016,POCSO,8,8
Delhi,North East,DLNE01,"District and Sessions Judge, North-East, KKD",2016,2016,NA,IPC,377,1
Assam,Barpeta,ASBR01,District and Sessions Judge,2020,2020,2020,IPC,366 A,2
Haryana,Ambala,HRAM03,"Criminal Courts, Ambala",2017,2017,2019,IPC,354 A,1
Delhi,North,DLNT01,"District and Sessions Judge, North, RHC",2017,2017,NA,IPC,452,3
Haryana,Sirsa,HRSI01,"District and Sessions Courts, Sirsa",2016,2015,2016,IPC,354 A,1
Delhi,East,DLET01,"District and Sessions Judge, East, KKD",2016,2015,NA,IPC,366,1
Haryana,Ambala,HRAM01,"District and Sessions Court, Ambala",2015,2015,2016,IPC,365,1
Assam,Baksa,ASBK01,District and Sessions Judge,2019,2019,2019,POCSO,4,5
Haryana,Rewari,HRRE01,"District and Sessions Courts, Rewari",2018,2018,2019,POCSO,4,9
Haryana,Rohtak,HRRH01,District and Sessions Court Rohtak,2017,2017,2017,IPC,509,1
Assam,Dhubri,ASDU01,District and Sessions Judge,2018,2018,2019,IPC,448,2
Haryana,Hisar,HRHS01,"District and Sessions Courts, Hisar",2018,2018,2018,IPC,34 A,37
Assam,Dhubri,ASDU01,District and Sessions Judge,2016,0   ,2020,IPC,366 A,1
Haryana,Jind,HRJN01,"District and Sessions Courts, Jind",2018,2018,2018,IPC,377,3
Delhi,North West,DLNW01,"District and Sessions Judge, North-West, RHC",2020,2020,NA,IPC,366,5
Haryana,Kurukshetra,HRKU01,"District  and Sessions Courts, Kurukshetra",2019,2019,2020,IPC,377,1
Haryana,Sirsa,HRSI01,"District and Sessions Courts, Sirsa",2014,2014,2016,IPC,342,1
Haryana,Panipat,HRPP01,"District and Sessions Courts, Panipat",2018,2018,NA,IPC,450,1
Delhi,North,DLNT01,"District and Sessions Judge, North, RHC",2016,2016,2018,POCSO,8,3
Delhi,Shahdara,DLSH01,"District and Sessions Judge, Shahdara, KKD",2018,2018,NA,POCSO,10,18
Haryana,Sonepat,HRSO01,"District and Sessions Courts, Sonipat",2017,2017,2017,IPC,323,8
Delhi,North,DLNT01,"District and Sessions Judge, North, RHC",2016,2013,2018,IPC,366,1
Haryana,Sirsa,HRSI01,"District and Sessions Courts, Sirsa",2014,2014,2015,IPC,354,3
Haryana,Kaithal,HRKH03,"Criminal Courts, Kaithal",2016,2016,2017,POCSO,12,1
Delhi,South East,DLSE01,"District and Sessions Judge, South-East, Saket",2020,2020,2020,IPC,506,1
Delhi,North East,DLNE01,"District and Sessions Judge, North-East, KKD",2015,2014,2019,POCSO,8,1
Assam,Goalpara,ASGA01,District and Sessions Judge,2018,2018,NA,IPC,365,1
Delhi,South East,DLSE01,"District and Sessions Judge, South-East, Saket",2016,2015,NA,POCSO,4,20
Assam,Bongaigaon,ASBN06,Additional District and Sessions Judge,2019,2019,NA,IPC,366 A,2
Delhi,South,DLST01,"District and Sessions Judge, South, Saket",2018,2018,NA,IPC,377,6
Delhi,North,DLNT01,"District and Sessions Judge, North, RHC",2016,2013,2018,POCSO,12,1
Assam,Kamrup,ASKR01,District and Sessions Judge,2017,2017,2019,POCSO,8,7
Haryana,Rohtak,HRRH01,District and Sessions Court Rohtak,2020,2020,2020,IPC,363,10
Haryana,Fatehabad,HRFT01,"District  and Sessions Courts, Fatehabad",2014,2014,2015,POCSO,6,1
Delhi,New Delhi,DLND01,"District and Sessions Judge, New Delhi, PHC",2017,2017,2019,POCSO,6,2
Delhi,North,DLNT01,"District and Sessions Judge, North, RHC",2018,2018,2020,IPC,328,1
Assam,Morigaon,ASMR01,"District and Sessions Judge,Morigaon",2014,2014,2017,IPC,366 A,1
Haryana,Sirsa,HRSI03,"Criminal Courts, Sirsa",2016,2016,2017,IPC,366 A,1
Haryana,Panipat,HRPP03,"Criminal Courts, Panipat",2016,2016,2017,IPC,363,1
Haryana,Panipat,HRPP03,"Criminal Courts, Panipat",2015,2015,2015,IPC,354,8
Haryana,Jhajjar,HRJR03,"Criminal Courts, Jhajjar",2018,2018,2019,POCSO,6,1
Delhi,North East,DLNE01,"District and Sessions Judge, North-East, KKD",2018,2018,NA,IPC,509,1
Haryana,Panipat,HRPP01,"District and Sessions Courts, Panipat",2017,2017,NA,IPC,323,1
Haryana,Panchkula,HRPK01,"DISTRICT AND  SESSIONS COURTS, PANCHKULA",2020,2020,2020,IPC,344,1
Delhi,South East,DLSE01,"District and Sessions Judge, South-East, Saket",2019,2019,2019,POCSO,10,3
Haryana,Jind,HRJN01,"District and Sessions Courts, Jind",2016,2016,2019,IPC,366 A,1
Delhi,West,DLWT01,"District and Sessions Judge, West, THC",2016,2016,2019,POCSO,6,11
Delhi,East,DLET01,"District and Sessions Judge, East, KKD",2018,2018,NA,IPC,323,16
Haryana,Sirsa,HRSI01,"District and Sessions Courts, Sirsa",2015,2015,2016,IPC,376(2),3
Haryana,Jind,HRJN01,"District and Sessions Courts, Jind",2018,2018,2019,IPC,323,5
Delhi,North,DLNT01,"District and Sessions Judge, North, RHC",2020,2020,2020,IPC,342,1
Haryana,Hisar,HRHS01,"District and Sessions Courts, Hisar",2018,2018,2019,POCSO,4,13
Haryana,Palwal,HRPL03,"Criminal Courts, Palwal",2019,2019,2019,IPC,328,5
Delhi,North West,DLNW01,"District and Sessions Judge, North-West, RHC",2016,2015,NA,IPC,506,3
Haryana,Sonepat,HRSO01,"District and Sessions Courts, Sonipat",2020,2020,2020,IPC,452,2
Haryana,Hisar,HRHS01,"District and Sessions Courts, Hisar",2016,2016,2016,IPC,376D,4
Haryana,Sonepat,HRSO01,"District and Sessions Courts, Sonipat",2017,2017,2019,POCSO,4,2
Assam,Nalbari,ASNL01,District and Sessions Judge,2018,2018,NA,IPC,506,5
Haryana,Gurugram,HRGR03,"Criminal Courts, Gurugram",2019,2019,2019,IPC,363,7
Assam,Tinsukia,ASTN01,District and Sessions Judge,2019,2019,NA,IPC,376,18
Haryana,Jind,HRJN01,"District and Sessions Courts, Jind",2016,2016,2016,IPC,506,11
Delhi,West,DLWT01,"District and Sessions Judge, West, THC",2017,2017,2020,IPC,366,2
Haryana,Rohtak,HRRH03,Criminal Courts Rohtak,2017,2017,2017,IPC,342,1
Haryana,Bhiwani,HRBH01,"DISTRICT AND SESSIONS COURTS, BHIWANI",2019,2019,2020,IPC,34 A,1
Haryana,Panipat,HRPP01,"District and Sessions Courts, Panipat",2016,2016,2017,IPC,506,6
Haryana,Panchkula,HRPK01,"DISTRICT AND  SESSIONS COURTS, PANCHKULA",2015,2015,2015,IPC,354,3
Assam,Dibrugarh,ASDB01,District and Sessions Judge,2014,2014,2016,IPC,511,2
Haryana,Yamunanagar,HRYN01,"District and Sessions Courts, Yamunanagar",2019,2019,NA,IPC,363,1
Haryana,Jhajjar,HRJR01,"District and Sessions Courts, Jhajjar",2017,2017,2018,IPC,323,2
Delhi,New Delhi,DLND01,"District and Sessions Judge, New Delhi, PHC",2017,2017,NA,IPC,511,1
Delhi,North West,DLNW01,"District and Sessions Judge, North-West, RHC",2017,2016,NA,IPC,377,1
Haryana,Faridabad,HRFB01,"District and Sessions Courts, Faridabad",2019,2019,NA,POCSO,4,59
Haryana,Panchkula,HRPK01,"DISTRICT AND  SESSIONS COURTS, PANCHKULA",2018,2018,NA,IPC,323,1
Haryana,Sirsa,HRSI03,"Criminal Courts, Sirsa",2015,2015,2015,POCSO,18,1
Haryana,Faridabad,HRFB03,"Criminal Courts, Faridabad",2018,2018,2018,POCSO,6,9
Haryana,Sirsa,HRSI01,"District and Sessions Courts, Sirsa",2018,2018,2019,IPC,354,1
Haryana,Jind,HRJNB0,"Criminal  Courts, Safidon",2016,2016,2016,IPC,452,2
Haryana,Jhajjar,HRJR01,"District and Sessions Courts, Jhajjar",2019,2019,2019,POCSO,8,20
Assam,Kamrup Metro,ASKM01,Dist Judge and Addl Dist Judges,2020,2020,NA,POCSO,6,1
Haryana,Sonepat,HRSO01,"District and Sessions Courts, Sonipat",2019,2019,2019,POCSO,6,66
Haryana,Sirsa,HRSI03,"Criminal Courts, Sirsa",2020,2020,2020,POCSO,12,1
Haryana,Sonepat,HRSOB1,"Criminal Courts, Gohana",2014,2014,2014,IPC,376,1
Assam,Chirang,ASCH01,District And Session Judge Establishment,2017,2017,NA,IPC,354 A,1
Assam,Lakhimpur,ASLK01,District and Sessions Judge,2019,2017,NA,IPC,366 A,1
Haryana,Gurugram,HRGR03,"Criminal Courts, Gurugram",2015,2015,2015,POCSO,4,3
Haryana,Sirsa,HRSI03,"Criminal Courts, Sirsa",2020,2020,NA,IPC,34 A,1
Assam,Nagaon,ASNG01,District and Sessions Judge,2015,2015,2015,POCSO,8,1
Delhi,New Delhi,DLND01,"District and Sessions Judge, New Delhi, PHC",2020,2019,NA,IPC,363,1
Delhi,North,DLNT01,"District and Sessions Judge, North, RHC",2019,2018,NA,IPC,354 A,1
Delhi,North West,DLNW01,"District and Sessions Judge, North-West, RHC",2019,2019,NA,POCSO,12,57
Haryana,Sirsa,HRSI01,"District and Sessions Courts, Sirsa",2019,2019,2019,IPC,366 A,20
Assam,Goalpara,ASGA01,District and Sessions Judge,2018,2018,NA,POCSO,12,1
Assam,Barpeta,ASBR01,District and Sessions Judge,2015,0   ,2015,IPC,344,2
Haryana,Gurugram,HRGR03,"Criminal Courts, Gurugram",2018,2018,NA,POCSO,6,5
Haryana,Jhajjar,HRJR01,"District and Sessions Courts, Jhajjar",2014,2014,2015,IPC,328,1
Assam,Sivasagar,ASSV09,Addl Dist and Sessions Judge,2019,2019,2019,POCSO,4,1
Delhi,West,DLWT01,"District and Sessions Judge, West, THC",2018,2018,2019,POCSO,8,5
Delhi,North,DLNT01,"District and Sessions Judge, North, RHC",2019,2019,2019,IPC,354,31
Haryana,Sirsa,HRSIA1,"Criminal Courts, Dabwali",2019,2019,2019,IPC,377,1
Assam,Dhubri,ASDU10,Additional District and Sessions Judge,2017,2017,2019,IPC,313,1
Haryana,Fatehabad,HRFT01,"District  and Sessions Courts, Fatehabad",2015,2015,2016,POCSO,4,3
Haryana,Sirsa,HRSI01,"District and Sessions Courts, Sirsa",2018,2018,2019,IPC,370,1
Haryana,Panipat,HRPP01,"District and Sessions Courts, Panipat",2017,2017,2018,IPC,452,4
Delhi,South East,DLSE01,"District and Sessions Judge, South-East, Saket",2019,2019,2019,IPC,342,3
Assam,Kokrajhar,ASKK01,District and Sessions Judge,2017,2017,2020,IPC,506,1
Haryana,Gurugram,HRGR01,"District and Sessions Courts, Gurugram",2016,2016,2016,IPC,323,3
Delhi,North West,DLNW01,"District and Sessions Judge, North-West, RHC",2016,2015,2019,POCSO,10,1
Haryana,Hisar,HRHS01,"District and Sessions Courts, Hisar",2016,2016,2018,IPC,363,1
Haryana,Jind,HRJNA0,"Criminal Courts, Narwana",2016,2016,2016,POCSO,6,2
Haryana,Ambala,HRAM01,"District and Sessions Court, Ambala",2014,2014,2015,IPC,377,1
Delhi,North East,DLNE01,"District and Sessions Judge, North-East, KKD",2017,2017,2019,IPC,363,2
Delhi,South East,DLSE01,"District and Sessions Judge, South-East, Saket",2016,2014,2019,IPC,506,1
Assam,Cachar,ASCC03,Chief Judicial Magistrate Court,2013,2013,2016,IPC,506,1
Haryana,Rohtak,HRRH03,Criminal Courts Rohtak,2017,2017,2017,IPC,376D,1
Delhi,North West,DLNW01,"District and Sessions Judge, North-West, RHC",2019,2019,NA,POCSO,10,9
Haryana,Kaithal,HRKH01,"District and Sessions Courts, Kaithal",2018,2018,2019,IPC,365,3
Assam,Kamrup Metro,ASKM01,Dist Judge and Addl Dist Judges,2018,2018,2019,IPC,376,1
Haryana,Hisar,HRHS01,"District and Sessions Courts, Hisar",2019,2019,NA,IPC,354 A,13
Delhi,North West,DLNW01,"District and Sessions Judge, North-West, RHC",2016,2014,NA,IPC,34 A,1
Haryana,Rohtak,HRRH01,District and Sessions Court Rohtak,2016,2016,2017,IPC,363,5
Haryana,Faridabad,HRFB01,"District and Sessions Courts, Faridabad",2018,2018,2019,IPC,34 A,8
Assam,Nalbari,ASNL03,Chief Judicial Magistrate,2013,0   ,2015,IPC,376,1
Haryana,Jhajjar,HRJR03,"Criminal Courts, Jhajjar",2016,2016,2016,IPC,354,1
Delhi,East,DLET01,"District and Sessions Judge, East, KKD",2016,2015,2020,POCSO,4,1
Assam,Kamrup,ASKR01,District and Sessions Judge,2019,2019,2019,IPC,294,4
Assam,Cachar,ASCC04,Munsiff Court,2014,2014,2018,POCSO,8,1
Delhi,North,DLNT01,"District and Sessions Judge, North, RHC",2016,2016,2020,IPC,323,1
Assam,Karimganj,ASKJ01,District and Sessions Judge Court Karimganj,2018,2018,NA,IPC,323,1
Haryana,Sonepat,HRSO03,"Criminal Courts, Sonipat",2019,2019,2019,IPC,365,2
Assam,Karbi Anglong,ASKA01,District and Sessions Judge,2019,2019,NA,POCSO,6,8
Haryana,Sirsa,HRSI01,"District and Sessions Courts, Sirsa",2019,2019,NA,IPC,365,4
Haryana,Ambala,HRAM03,"Criminal Courts, Ambala",2018,2018,2018,IPC,376D,1
Delhi,South West,DLSW01,"District and Sessions Judge, South-West, DWK",2016,2015,2020,POCSO,8,2
Assam,Chirang,ASCH04,Additional District and Sessions Judge,2019,2019,2020,IPC,354,1
Haryana,Sonepat,HRSO03,"Criminal Courts, Sonipat",2018,2018,2019,IPC,365,4
Haryana,Bhiwani,HRBH01,"DISTRICT AND SESSIONS COURTS, BHIWANI",2019,2019,NA,IPC,354D,2
Haryana,Faridabad,HRFB01,"District and Sessions Courts, Faridabad",2016,2016,2017,IPC,451,1
Assam,Nalbari,ASNL01,District and Sessions Judge,2017,2017,2018,IPC,376,3
Assam,Dibrugarh,ASDB01,District and Sessions Judge,2015,2015,NA,IPC,366 A,1
Haryana,Jhajjar,HRJR01,"District and Sessions Courts, Jhajjar",2016,2016,2017,IPC,363,6
Assam,Morigaon,ASMR01,"District and Sessions Judge,Morigaon",2018,2018,2019,POCSO,12,1
Haryana,Kaithal,HRKH01,"District and Sessions Courts, Kaithal",2016,2016,2017,POCSO,6,1
Haryana,Hisar,HRHS01,"District and Sessions Courts, Hisar",2020,2020,2020,POCSO,12,7
Haryana,Hisar,HRHS01,"District and Sessions Courts, Hisar",2015,2015,2015,POCSO,12,4
Delhi,North,DLNT01,"District and Sessions Judge, North, RHC",2016,2013,2019,POCSO,12,1
Haryana,Gurugram,HRGR01,"District and Sessions Courts, Gurugram",2019,2019,2019,IPC,377,1
Delhi,North East,DLNE01,"District and Sessions Judge, North-East, KKD",2018,2018,2019,IPC,376,2
Haryana,Narnaul,HRNR03,"Criminal Courts, Narnaul",2020,2020,2020,IPC,452,1
Delhi,Shahdara,DLSH01,"District and Sessions Judge, Shahdara, KKD",2016,2014,2020,IPC,354 A,2
Delhi,Shahdara,DLSH01,"District and Sessions Judge, Shahdara, KKD",2019,2019,NA,IPC,109,2
Assam,Dhemaji,AS2201,District and Sessions Judge,2017,2017,NA,IPC,366,2
Haryana,Jhajjar,HRJR01,"District and Sessions Courts, Jhajjar",2018,2018,2018,IPC,506,55
Assam,Kamrup Metro,ASKM01,Dist Judge and Addl Dist Judges,2017,2017,2017,IPC,366 A,2
Delhi,East,DLET01,"District and Sessions Judge, East, KKD",2018,2018,NA,IPC,365,2
Haryana,Yamunanagar,HRYN01,"District and Sessions Courts, Yamunanagar",2016,2016,2016,IPC,323,1
Delhi,Shahdara,DLSH01,"District and Sessions Judge, Shahdara, KKD",2016,2015,2020,IPC,354B,1
Haryana,Sonepat,HRSOB1,"Criminal Courts, Gohana",2013,2013,NA,POCSO,12,1
Haryana,Palwal,HRPL01,"District and Sessions Courts, Palwal",2020,2020,NA,IPC,354D,1
Delhi,South West,DLSW01,"District and Sessions Judge, South-West, DWK",2017,2017,2017,IPC,341,5
Delhi,North,DLNT01,"District and Sessions Judge, North, RHC",2016,2013,2018,IPC,376,1
Haryana,Bhiwani,HRBH01,"DISTRICT AND SESSIONS COURTS, BHIWANI",2019,2019,NA,IPC,363,3
Haryana,Ambala,HRAM03,"Criminal Courts, Ambala",2017,2017,NA,IPC,323,1
Assam,Kamrup,ASKR01,District and Sessions Judge,2018,2018,2018,IPC,377,1
Delhi,North West,DLNW01,"District and Sessions Judge, North-West, RHC",2017,2017,2020,POCSO,10,1
Assam,Dhubri,ASDU01,District and Sessions Judge,2016,2016,2017,IPC,323,1
Delhi,South,DLST01,"District and Sessions Judge, South, Saket",2017,2017,2017,IPC,354 A,1
Haryana,Panchkula,HRPK01,"DISTRICT AND  SESSIONS COURTS, PANCHKULA",2018,2018,NA,POCSO,10,1
Delhi,New Delhi,DLND01,"District and Sessions Judge, New Delhi, PHC",2018,2018,NA,IPC,34 A,5
Haryana,Yamunanagar,HRYN01,"District and Sessions Courts, Yamunanagar",2015,2015,2017,IPC,376IPC,1
Haryana,Rewari,HRRE01,"District and Sessions Courts, Rewari",2016,2016,2017,POCSO,12,1
Assam,Kamrup,ASKR01,District and Sessions Judge,2017,2017,2018,IPC,366 A,1
Assam,Nalbari,ASNL01,District and Sessions Judge,2016,2016,2016,IPC,313,2
Haryana,Ambala,HRAM01,"District and Sessions Court, Ambala",2016,2016,2016,POCSO,4,25
Delhi,North West,DLNW01,"District and Sessions Judge, North-West, RHC",2019,2019,2019,IPC,354,52
Haryana,Sirsa,HRSI01,"District and Sessions Courts, Sirsa",2016,2016,2018,IPC,34 A,2
Haryana,Rewari,HRRE03,"Criminal Courts, Rewari",2018,2018,2018,IPC,506,3
Haryana,Kurukshetra,HRKU03,"Criminal Courts, Kurukshetra",2018,2018,2018,IPC,366 A,2
Delhi,Central,DLCT01,"District and Sessions Judge, Central, THC",2018,2018,NA,POCSO,12,39
Assam,Barpeta,ASBR06,Sub-Divisional Judicial Magistrate (M),2018,2018,2019,POCSO,12,1
Haryana,Rewari,HRRE01,"District and Sessions Courts, Rewari",2019,2019,NA,IPC,342,2
Haryana,Sirsa,HRSI01,"District and Sessions Courts, Sirsa",2017,2017,2018,POCSO,6,7
Delhi,East,DLET01,"District and Sessions Judge, East, KKD",2017,2017,2020,POCSO,4,1
Haryana,Faridabad,HRFB01,"District and Sessions Courts, Faridabad",2018,2018,2019,IPC,201,4
Haryana,Jhajjar,HRJR01,"District and Sessions Courts, Jhajjar",2018,2018,2018,IPC,120 B,17
Assam,Tinsukia,ASTN01,District and Sessions Judge,2017,2017,2017,IPC,323,1
Delhi,Central,DLCT01,"District and Sessions Judge, Central, THC",2016,2014,2019,POCSO,4,6
Assam,Dhubri,ASDU01,District and Sessions Judge,2016,2016,2019,IPC,363,1
Delhi,North,DLNT01,"District and Sessions Judge, North, RHC",2016,2015,NA,IPC,376D,1
Haryana,Gurugram,HRGR03,"Criminal Courts, Gurugram",2019,2019,NA,POCSO,4,1
Assam,Darrang,ASDR01,District and Sessions Judge,2020,2020,NA,IPC,376(2)(i),1
Delhi,North West,DLNW01,"District and Sessions Judge, North-West, RHC",2017,2017,2018,IPC,354 A,3
Haryana,Rohtak,HRRH01,District and Sessions Court Rohtak,2019,2019,2019,IPC,365,17
Assam,Nagaon,ASNG01,District and Sessions Judge,2017,2017,NA,POCSO,4,14
Haryana,Sonepat,HRSO03,"Criminal Courts, Sonipat",2015,2015,2016,POCSO,6,3
Haryana,Sirsa,HRSIB1,"Criminal Courts, Ellenabad",2018,2018,2018,POCSO,4,1
Delhi,East,DLET01,"District and Sessions Judge, East, KKD",2016,2013,2019,IPC,376,2
Assam,Kamrup Metro,ASKM01,Dist Judge and Addl Dist Judges,2017,2017,2018,IPC,294,1
Assam,Chirang,ASCH01,District And Session Judge Establishment,2016,2016,NA,IPC,366,1
Haryana,Rohtak,HRRH03,Criminal Courts Rohtak,2018,2018,2018,IPC,34 A,2
Delhi,West,DLWT01,"District and Sessions Judge, West, THC",2017,2017,2019,IPC,377,2
Assam,Dhemaji,AS2201,District and Sessions Judge,2013,0   ,2016,POCSO,8,1
Assam,Kokrajhar,ASKK01,District and Sessions Judge,2019,2019,NA,IPC,354 A,3
Haryana,Jind,HRJN01,"District and Sessions Courts, Jind",2017,2017,2017,POCSO,4,33
Haryana,Panchkula,HRPK03,"Criminal Courts, Panchkula",2015,2015,2015,POCSO,8,2
Assam,Dhubri,ASDU01,District and Sessions Judge,2019,2019,2019,POCSO,4,5
Assam,Cachar,ASCC01,District And Sessions Judge Court,2016,2016,NA,IPC,354,1
Haryana,Jhajjar,HRJR01,"District and Sessions Courts, Jhajjar",2015,2015,2015,IPC,366,3
Haryana,Sonepat,HRSO01,"District and Sessions Courts, Sonipat",2020,2020,NA,IPC,323,3
Assam,Jorhat,ASJR01,District and Sessions Judge,2020,2020,NA,IPC,506,3
Delhi,South,DLST01,"District and Sessions Judge, South, Saket",2016,2013,2020,POCSO,4,2
Assam,Chirang,ASCH01,District And Session Judge Establishment,2017,2017,2019,IPC,366 A,1
Haryana,Panipat,HRPP03,"Criminal Courts, Panipat",2017,2017,2019,POCSO,8,1
Assam,Dhubri,ASDU01,District and Sessions Judge,2019,2019,2020,IPC,511,2
Assam,Nalbari,ASNL01,District and Sessions Judge,2017,2017,2019,IPC,376(2)(i),1
Delhi,North,DLNT01,"District and Sessions Judge, North, RHC",2016,2015,NA,POCSO,4,13
Haryana,Rewari,HRRE01,"District and Sessions Courts, Rewari",2017,2017,2018,IPC,328,1
Delhi,North,DLNT01,"District and Sessions Judge, North, RHC",2018,2018,2018,IPC,323,3
Assam,Kamrup Metro,ASKM01,Dist Judge and Addl Dist Judges,2016,2016,2018,IPC,354,1
Haryana,Sirsa,HRSI01,"District and Sessions Courts, Sirsa",2019,2019,2020,IPC,452,1
Haryana,Jhajjar,HRJR01,"District and Sessions Courts, Jhajjar",2017,2017,2017,POCSO,8,18
Assam,Kamrup,ASKR03,Chief Judicial Magistrate,2018,2018,2018,IPC,354,1
Assam,Goalpara,ASGA01,District and Sessions Judge,2020,2020,NA,IPC,354,1
Delhi,North East,DLNE01,"District and Sessions Judge, North-East, KKD",2019,2019,2019,POCSO,10,3
Haryana,Jhajjar,HRJR01,"District and Sessions Courts, Jhajjar",2018,2018,2020,IPC,506,6
Haryana,Kaithal,HRKH01,"District and Sessions Courts, Kaithal",2020,2020,NA,IPC,365,1
Haryana,Palwal,HRPL01,"District and Sessions Courts, Palwal",2020,2020,2020,IPC,363,1
Haryana,Faridabad,HRFB01,"District and Sessions Courts, Faridabad",2018,2018,2018,IPC,354B,2
Delhi,South West,DLSW01,"District and Sessions Judge, South-West, DWK",2020,2020,NA,IPC,376,11
Haryana,Panchkula,HRPK01,"DISTRICT AND  SESSIONS COURTS, PANCHKULA",2019,2019,2019,IPC,346,3
Haryana,Jhajjar,HRJR03,"Criminal Courts, Jhajjar",2015,2015,2015,IPC,377,2
Assam,Karbi Anglong,ASKA01,District and Sessions Judge,2017,2017,2018,POCSO,8,1
Delhi,South,DLST01,"District and Sessions Judge, South, Saket",2016,2013,NA,POCSO,10,1
Haryana,Gurugram,HRGR01,"District and Sessions Courts, Gurugram",2017,2017,2017,IPC,342,4
Haryana,Sonepat,HRSO01,"District and Sessions Courts, Sonipat",2016,2016,2018,IPC,376D,1
Haryana,Jind,HRJN01,"District and Sessions Courts, Jind",2017,2017,NA,IPC,354 A,1
Assam,Chirang,ASCH01,District And Session Judge Establishment,2018,2018,2018,IPC,376(2)(i),1
Delhi,East,DLET01,"District and Sessions Judge, East, KKD",2020,2020,NA,IPC,506,12
Haryana,Sirsa,HRSI03,"Criminal Courts, Sirsa",2015,2015,2017,IPC,506,1
Assam,Tinsukia,ASTN09,SDJM,2019,2019,2019,IPC,366,2
Delhi,North West,DLNW01,"District and Sessions Judge, North-West, RHC",2018,2018,2018,IPC,420,1
Assam,Hailakandi,ASHI03,Chief Judicial Magistrate,2019,2019,2019,IPC,511,2
Delhi,North,DLNT01,"District and Sessions Judge, North, RHC",2018,2017,NA,IPC,376,4
Haryana,Panchkula,HRPK01,"DISTRICT AND  SESSIONS COURTS, PANCHKULA",2017,2017,2019,IPC,346,1
Delhi,North,DLNT01,"District and Sessions Judge, North, RHC",2016,2013,2017,IPC,120 B,1
Delhi,South,DLST01,"District and Sessions Judge, South, Saket",2017,2017,NA,IPC,323,6
Delhi,North West,DLNW01,"District and Sessions Judge, North-West, RHC",2016,2016,2018,POCSO,4,8
Haryana,Palwal,HRPL03,"Criminal Courts, Palwal",2019,2019,2020,IPC,363,1
Assam,Kokrajhar,ASKK01,District and Sessions Judge,2018,2018,2018,IPC,506,1
Haryana,Kurukshetra,HRKU01,"District  and Sessions Courts, Kurukshetra",2016,2016,2018,POCSO,4,3
Delhi,West,DLWT01,"District and Sessions Judge, West, THC",2016,2016,2019,IPC,---,8
Assam,Nalbari,ASNL01,District and Sessions Judge,2019,2019,NA,IPC,342,2
Delhi,North West,DLNW01,"District and Sessions Judge, North-West, RHC",2018,2018,2019,IPC,344,1
Haryana,Kaithal,HRKH01,"District and Sessions Courts, Kaithal",2017,2017,2019,IPC,354B,1
Haryana,Rewari,HRRE01,"District and Sessions Courts, Rewari",2019,2019,2020,IPC,366 A,4
Haryana,Rohtak,HRRH03,Criminal Courts Rohtak,2015,2015,2016,IPC,366 A,1
Haryana,Panipat,HRPP01,"District and Sessions Courts, Panipat",2019,2019,NA,IPC,366,7
Delhi,North West,DLNW01,"District and Sessions Judge, North-West, RHC",2017,2017,2018,IPC,376D,1
Haryana,Kurukshetra,HRKU01,"District  and Sessions Courts, Kurukshetra",2015,2015,2016,POCSO,6,1
Delhi,North West,DLNW01,"District and Sessions Judge, North-West, RHC",2019,2019,2019,IPC,366 A,1
Haryana,Kurukshetra,HRKU01,"District  and Sessions Courts, Kurukshetra",2016,2016,NA,IPC,506,1
Assam,Golaghat,ASGL01,GLT_DJ_ESTT,2019,2019,NA,IPC,376(3),5
Haryana,Gurugram,HRGR01,"District and Sessions Courts, Gurugram",2020,2020,2020,IPC,201,1
Delhi,Central,DLCT01,"District and Sessions Judge, Central, THC",2016,2013,2017,POCSO,---,7
Haryana,Rewari,HRRE01,"District and Sessions Courts, Rewari",2020,2020,2020,IPC,323,7
Haryana,Sirsa,HRSI01,"District and Sessions Courts, Sirsa",2014,2014,2014,IPC,354B,1
Delhi,South,DLST01,"District and Sessions Judge, South, Saket",2016,2014,2020,IPC,354,3
Haryana,Jind,HRJN01,"District and Sessions Courts, Jind",2019,2019,2019,IPC,363,68
Delhi,North,DLNT01,"District and Sessions Judge, North, RHC",2019,2019,NA,IPC,328,9
Delhi,Shahdara,DLSH01,"District and Sessions Judge, Shahdara, KKD",2018,2018,NA,IPC,370,2
Haryana,Jhajjar,HRJR03,"Criminal Courts, Jhajjar",2014,2014,2017,POCSO,8,1
Assam,Barpeta,ASBR01,District and Sessions Judge,2019,2019,2020,IPC,294,1
Haryana,Jhajjar,HRJR01,"District and Sessions Courts, Jhajjar",2017,2017,2018,IPC,354D,1
Assam,Barpeta,ASBR01,District and Sessions Judge,2016,2016,2017,POCSO,12,1
Assam,Kamrup Metro,ASKM01,Dist Judge and Addl Dist Judges,2020,2020,NA,IPC,354,1
Haryana,Rohtak,HRRH01,District and Sessions Court Rohtak,2019,2019,2019,IPC,325,1
Haryana,Kaithal,HRKH03,"Criminal Courts, Kaithal",2019,2019,2019,IPC,506,1
Assam,Karbi Anglong,ASKA01,District and Sessions Judge,2016,2016,NA,POCSO,4,5
Haryana,Rewari,HRRE03,"Criminal Courts, Rewari",2019,2019,NA,IPC,506,5
Haryana,Bhiwani,HRBH01,"DISTRICT AND SESSIONS COURTS, BHIWANI",2019,2019,2020,IPC,366 A,1
