act_id,act_name,section_name,act_issue_flag
3243,I.P.C.,174,0
3244,I.P.C.,498 A,0
3245,I.P.C.,465,0
3246,I.P.C.,468,0
3247,I.P.C.,471,0
3248,I.P.C.,494,0
3249,I.P.C.,376F,1
3251,I.P.C.,308,0
3252,I.P.C.,376 E,0
3253,I.P.C.,12,1
3254,I.P.C.,376,0
3255,I.P.C.,363,0
3256,I.P.C.,174 A,0
3257,POCSO Act,5(l),0
3258,POCSO Act,20,0
3259,I.P.C.,376(2)(I),0
3260,POCSO Act,---,1
3261,I.P.C.,376(2)(f)/376(2)(h),0
3262,I.P.C.,354 D,0
3263,I.P.C.,354 A,0
3264,Information Technology Act,67 B(e),0
3265,I.P.C.,306,0
3266,POCSO Act,10,0
3267,POCSO Act,17,0
3268,POCSO Act,6,0
3270,I.P.C.,363/366/376,0
3271,POCSO Act,5(k),0
3272,I.P.C.,323,0
3273,I.P.C.,452,0
3274,I.P.C.,506,0
3276,POCSO Act,8,0
3277,I.P.C.,376(2)(f)/376(2)(l)/376(2)(n),0
3278,POCSO Act,5(I)/5(m),0
3279,I.P.C.,376(2)(g),0
3280,I.P.C.,354/354 A/341,0
3281,I.P.C.,506,0
3282,I.P.C.,363/506/376,0
3283,POCSO Act,6,0
3284,POCSO Act,22,0
3285,I.P.C.,103,0
3286,I.P.C.,354 B,0
3293,I.P.C.,448,0
3294,I.P.C.,376/354 D,0
3295,POCSO Act,6,0
3296,I.P.C.,294,0
3297,I.P.C.,254,0
3298,I.P.C.,354 B,0
3299,I.P.C.,34,0
3300,Partition,---,1
3301,I.P.C.,376(2)(n),0
3304,I.P.C.,366 A,0
3305,I.P.C.,370 A,0
3306,I.P.C.,376(2)1,1
3307,I.P.C.,364 A,0
3308,I.P.C.,419,0
3309,I.P.C.,386,0
3310,I.P.C.,376(2)(i),0
3311,I.P.C.,354 D,0
3312,I.P.C.,376/354/506,0
3313,I.P.C.,509,0
3314,POCSO Act,12,0
3315,I.P.C.,354,0
3316,I.P.C.,509,0
3317,I.P.C.,393,0
3318,I.P.C.,376/363,0
3319,POCSO Act,14,0
3320,I.P.C.,354,0
3321,I.P.C.,417,0
3322,I.P.C.,324,0
3323,I.P.C.,342,0
3324,I.P.C.,376(2)(d),0
3326,I.P.C.,507,0
3327,I.P.C.,366 A,0
3328,I.P.C.,195 A,0
3329,I.P.C.,394,0
3330,POCSO Act,6,0
3334,I.P.C.,354 A,0
3335,POCSO Act,12,0
3336,I.P.C.,376 DA,0
3337,I.P.C.,367/377/506,0
3338,I.P.C.,363 A,0
3339,I.P.C.,154,0
3340,POCSO Act,8,0
3341,POCSO Act,10,0
3342,POCSO Act,12,0
3343,POCSO Act,4,0
3344,POCSO Act,6,0
3349,I.P.C.,229,0
3350,I.P.C.,396,0
3353,I.P.C.,398,0
3357,POCSO Act,---,1
3358,POCSO Act,17,0
3359,I.P.C.,397,0
3360,I.P.C.,253,0
3362,I.P.C.,376(2)(n),0
3363,I.P.C.,234,0
3364,I.P.C.,395,0
3365,POCSO Act,14(1),0
3367,POCSO Act,21,0
3368,POCSO Act,7,0
3369,ITPA,7,0
3370,I.P.C.,342/506,0
3371,POCSO Act,14(5),0
3372,I.P.C.,219,0
3374,POCSO Act,5(g),0
3379,POCSO Act,16,0
3380,I.P.C.,376(2)(n),0
3384,POCSO Act,18,0
3386,POCSO Act,14,0
3387,I.P.C.,239,0
3388,I.P.C.,249,0
3392,I.P.C.,376(2)(h),0
3396,POCSO Act,3,0
3397,I.P.C.,204,0
3398,POCSO Act,11(iv),0
3399,POCSO Act,5,0
3409,I.P.C.,304,0
3411,I.P.C.,376(2)(n),0
3412,I.P.C.,260,0
3417,POCSO Act,11,0
3418,I.P.C.,376(2)(i)/376(2)(n),0
3419,I.P.C.,394,0
3420,I.P.C.,266,0
3424,I.P.C.,354 B,0
3425,I.P.C.,241,0
3426,I.P.C.,354/A,0
3444,I.P.C.,447,0
3445,I.P.C.,354 A,0
3448,I.P.C.,354 A,0
3452,POCSO Act,3(b)/4,0
3453,I.P.C.,376(2)(n),0
3468,POCSO Act,5(m),0
3470,POCSO Act,19,0
3475,I.P.C.,2n,1
3484,I.P.C.,376(2)(n)/376(2)(h),0
3485,POCSO Act,5(j)(ii)/5(l),0
3487,I.P.C.,541,1
3492,I.P.C.,363,0
3493,I.P.C.,366 A,0
3494,I.P.C.,368,0
3495,I.P.C.,372,0
3496,I.P.C.,370,0
3497,I.P.C.,376,0
3498,I.P.C.,376 AB,0
3512,I.P.C.,450,0
3523,SC/ST Act ,3(1),1
3527,I.P.C.,B,1
3528,I.P.C.,376 D,0
3534,I.P.C.,376(2)(n),0
3536,I.P.C.,397,0
3538,I.P.C.,292,0
3539,POCSO Act,9,0
3542,I.P.C.,354 A/354 B,0
3546,I.P.C.,370(4),0
3547,I.P.C.,366 A,0
3549,I.P.C.,354,0
3553,POCSO Act,9(i),0
3554,PCMA,9,0
3562,POCSO Act,5(l),0
3569,I.P.C.,376(2)(a),0
3574,I.P.C.,228 A,0
3591,I.P.C.,459,0
3605,I.P.C.,178,0
3606,ITPA,---,1
3609,I.P.C.,120,0
3628,I.P.C.,376 (2) (F),0
3629,I.P.C.,366 A,0
3630,I.P.C.,376 (D),0
3639,I.P.C.,354 (D),0
3640,Dowry Prohibition Act,4,0
3641,I.P.C.,376/354 A,0
3642,POCSO Act,4,0
3643,POCSO Act,6,0
3644,I.P.C.,176,0
3645,I.P.C.,175,0
3646,I.P.C.,452/323/354,0
3647,I.P.C.,0,1
3648,I.P.C.,398 A,0
3649,I.P.C.,406/34,0
3650,I.P.C.,354/354 B,0
3651,I.P.C.,377A,0
3652,I.P.C.,376 D,0
3653,I.P.C.,120 B,0
3654,I.P.C.,506/174 A,0
3655,I.P.C.,376(2)(f),0
3657,I.P.C.,498,0
3658,I.P.C.,376(2)(d),0
3661,"SC/ST Amendment Act, 2015",3(1)(r),0
3664,I.P.C.,354/354 B,0
3665,Arms Act,---,1
3666,POCSO Act,0,1
3667,I.P.C.,279/323/341,0
3668,Motor Vehicles Act,185,0
3669,I.P.C.,376(2),0
3670,I.P.C.,212,0
3672,I.P.C.,366,0
3673,POCSO Act,5(m),0
3674,I.P.C.,364,0
3675,PCMA,11,0
3676,I.P.C.,354 D,0
3677,I.P.C.,102,0
3680,I.P.C.,363/342/323,0
3681,I.P.C.,363/376,0
3682,PCMA,10,0
3683,I.P.C.,114,0
3684,I.P.C.,363/366/368,0
3685,I.P.C.,376/120 B,0
3686,I.P.C.,366(2),0
3687,I.P.C.,209,0
3688,POCSO Act,0,1
3690,I.P.C.,354 A/354 D,0
3694,I.P.C.,376/313/316,0
3697,I.P.C.,376 C,0
3698,POCSO Act,8,0
3699,Public Premises Act 1971,---,1
3700,I.P.C.,240,0
3702,I.P.C.,318,0
3703,I.P.C.,238,0
3704,I.P.C.,346(2),0
3705,I.P.C.,376 AB,0
3706,I.P.C.,363/109/376,0
3708,I.P.C.,351,0
3714,I.P.C.,376(2)(n),0
3715,Child Labour (Prohibition and Regulation) Act,---,1
3717,I.P.C.,376/354/506,0
3718,I.P.C.,509/325,0
3719,CMRA,---,1
3720,I.P.C.,354 A,0
3721,I.P.C.,354 B,0
3723,I.P.C.,328/342/376,0
3724,I.P.C.,336,0
3725,I.P.C.,354 D,0
3726,I.P.C.,506,0
3727,I.P.C.,363/366/342,0
3728,I.P.C.,376/34,0
3732,I.P.C.,355,0
3733,I.P.C.,354/354 D,0
3734,I.P.C.,366(2)(n),0
3735,I.P.C.,109,0
3736,I.P.C.,376,0
3737,I.P.C.,354/354A,0
3742,I.P.C.,363/376,0
3743,I.P.C.,376 D,0
3744,I.P.C.,376/366 A/363,0
3745,I.P.C.,343/323/506,0
3746,I.P.C.,363/376,0
3747,I.P.C.,353,0
3748,I.P.C.,363/354/323,0
3749,Information Technology Act,---,1
3756,I.P.C.,385,0
3758,I.P.C.,376(3),0
3759,I.P.C.,354 A/354,0
3760,I.P.C.,120 B,0
3761,I.P.C.,174 A,0
3762,"JJ Act, 2015",84,0
3768,I.P.C.,376(2)(I),0
3769,I.P.C.,376/506,0
3770,I.P.C.,363/366 A,0
3771,I.P.C.,314,0
3782,I.P.C.,109,0
3783,I.P.C.,354 B,0
3784,I.P.C.,354/201/376,0
3786,I.P.C.,376(2),0
3787,I.P.C.,326 A,0
3788,I.P.C.,376I,1
3789,I.P.C.,363/366,0
3790,I.P.C.,323/354/451,0
3792,PCMA,---,1
3793,POCSO Act,4,0
3794,POCSO Act,6,0
3795,POCSO Act,8,0
3796,POCSO Act,12,0
3797,POCSO Act,7,0
3798,POCSO Act,10,0
3799,I.P.C.,377,0
3800,POCSO Act,3,0
3801,POCSO Act,5,0
3802,POCSO Act,9,0
3803,POCSO Act,15,0
3804,POCSO Act,6,0
3805,POCSO Act,21,0
3806,"JJ Act, 2015",75,0
3807,POCSO Act,17,0
3809,I.P.C.,323/363/376,0
3810,I.P.C.,376/323,0
3811,I.P.C.,34/506,0
3812,POCSO Act,14,0
3813,POCSO Act,11(iv),0
3814,I.P.C.,363/342/376,0
3816,I.P.C.,376,0
3817,I.P.C.,342,0
3818,Hindu Marriage Act 1956,34,1
3819,I.P.C.,451/354/506,0
3820,I.P.C.,342/34,0
3821,POCSO Act,11,0
3822,I.P.C.,292,0
3824,I.P.C.,363,0
3825,POCSO Act,19,0
3826,I.P.C.,354 D/506/509,0
3827,I.P.C.,376(2)(m),0
3828,I.P.C.,376 DA/342,0
3829,POCSO Act,6,0
3830,Madras Public Property Malversation Act 1837,---,1
3831,I.P.C.,363/376,0
3832,I.P.C.,451/354/354 A,0
3833,I.P.C.,354 B/354 D,0
3834,I.P.C.,354/354 B,0
3835,I.P.C.,34,0
3836,I.P.C.,376,0
3837,I.P.C.,511,0
3838,POCSO Act,8,0
3839,POCSO Act,4,0
3840,POCSO Act,pocso,1
3841,POCSO Act,Act,1
3842,POCSO Act,366 A,0
3843,POCSO Act,POCSo,1
3844,I.P.C.,448,0
3845,I.P.C.,34,0
3846,I.P.C.,366,0
3847,POCSO Act,4,0
3850,POCSO Act,12,0
3851,I.P.C.,342,0
3852,I.P.C.,506,0
3853,POCSO Act,4,0
3854,I.P.C.,493,0
3855,POCSO Act,6,0
3856,I.P.C.,366 A,0
3857,POCSO Act,8,0
3858,I.P.C.,448,0
3859,I.P.C.,420,0
3860,POCSO Act,12,0
3861,I.P.C.,325,0
3862,I.P.C.,294,0
3863,I.P.C.,354,0
3864,POCSO Act,pocsoact,1
3865,POCSO Act,4,0
3867,POCSO Act,act,1
3868,POCSO Act,376(2),0
3869,POCSO Act,(i),1
3870,POCSO Act,42,0
3871,I.P.C.,376 A,0
3872,I.P.C.,328,0
3873,POCSO Act,8,0
3874,POCSO Act,4,0
3876,I.P.C.,376(2)(i),0
3877,POCSO Act,4,0
3878,POCSO Act,4,0
3879,POCSO Act,POCSO,1
3880,POCSO Act,ACT,1
3881,I.P.C.,376(2)(g)/376(2)(i),0
3882,I.P.C.,354 A,0
3883,I.P.C.,120 B,0
3884,POCSO Act,6,0
3885,POCSO Act,4,0
3886,I.P.C.,457,0
3887,POCSO Act,IPC,1
3888,I.P.C.,427,0
3889,I.P.C.,323,0
3890,I.P.C.,341,0
3891,POCSO Act,8,0
3892,I.P.C. & POCSO Act,366 A; 4,0
3893,POCSO Act,pocsoAct,1
3894,POCSO Act,306,0
3895,POCSO Act,377,0
3896,I.P.C.,366 A,0
3897,POCSO Act,pocseact,1
3898,I.P.C.,376(2)(i),0
3899,I.P.C.,376(2),0
3900,I.P.C.,344,0
3901,POCSO Act,376(F),1
3902,POCSO Act,6,0
3903,POCSO Act,6,0
3904,POCSO Act,8,0
3905,I.P.C.,363,0
3906,POCSO Act,8,0
3907,I.P.C.,376 D,0
3908,POCSO Act,4,0
3909,I.P.C.,302,0
3910,I.P.C.,120 B,0
3911,I.P.C.,326,0
3915,POCSO Act,6,0
3916,POCSO Act,6,0
3917,I.P.C.,376(3),0
3918,I.P.C.,493,0
3919,I.P.C.,376(2)(1),0
3920,POCSO Act,of,1
3921,POCSO Act,4,0
3922,I.P.C.,375 D/506,0
3923,I.P.C. & POCSO Act,376(2)/376(1); 4,0
3924,POCSO Act,10,0
3925,POCSO Act,4,0
3927,POCSO Act,7,0
3928,POCSO Act,Pocso,1
3929,POCSO Act,8,0
3930,I.P.C.,376(1),0
3931,I.P.C. & POCSO Act,366 A; 6,0
3932,POCSO Act,6,0
3933,I.P.C.,324,0
3934,I.P.C.,307,0
3935,I.P.C.,376,0
3936,POCSO Act,2,1
3937,POCSO Act,i,1
3938,I.P.C.,354 B,0
3939,I.P.C.,376,0
3940,I.P.C.,448,0
3941,I.P.C.,366 A,0
3942,I.P.C. & POCSO Act,354 A; 6,0
3946,I.P.C.,450,0
3948,I.P.C.,447,0
3949,I.P.C.,114,0
3950,I.P.C.,366,0
3951,I.P.C.,506,0
3952,POCSO Act,5(4)pocsoact,1
3953,I.P.C. & POCSO Act,376 D; 4,0
3954,POCSO Act,4,0
3955,I.P.C.,366 A,0
3956,I.P.C.,376(2)(i)/376(1),0
3957,I.P.C.,417,0
3958,I.P.C.,343,0
3959,I.P.C.,368,0
3960,POCSO Act,12,0
3961,POCSO Act,4,0
3962,POCSO Act,8,0
3963,POCSO Act,12,0
3964,POCSO Act,18,0
3965,I.P.C.,307,0
3966,POCSO Act,6,0
3967,POCSO Act,4,0
3968,POCSO Act,NA,1
3969,I.P.C.,376(2)(i),0
3970,I.P.C.,457,0
3971,POCSO Act,8,0
3972,POCSO Act,10,0
3973,I.P.C.,328,0
3974,I.P.C.,386,0
3975,POCSO Act,11(v),0
3976,POCSO Act,7,0
3977,POCSO Act,21,0
3978,POCSO Act,6,0
3979,I.P.C.,376(2)(I),0
3980,I.P.C.,376(2),0
3981,I.P.C.,366 A,0
3982,I.P.C.,344,0
3983,I.P.C.,323,0
3984,I.P.C.,450,0
3985,I.P.C.,342,0
3986,I.P.C.,325,0
3987,I.P.C.,506,0
3988,I.P.C.,34,0
3989,I.P.C.,376,0
3990,I.P.C.,448,0
3991,I.P.C.,34,0
3992,POCSO Act,18,0
3993,POCSO Act,10,0
3995,I.P.C.,376 AB,0
3996,I.P.C.,201,0
3997,I.P.C.,302,0
4000,POCSO Act,18,0
4001,I.P.C.,497,0
4005,POCSO Act,17,0
4006,POCSO Act,NIL,1
4007,POCSO Act,nil,1
4008,POCSO Act,376(f),1
4012,I.P.C.,366,0
4013,POCSO Act,11(ii),0
4015,I.P.C.,325,0
4016,I.P.C.,376(2)(f),0
4020,POCSO Act,3,0
4022,POCSO Act,11,0
4023,POCSO Act,5(j)(ii),0
4024,I.P.C.,i,1
4026,POCSO Act,18,0
4027,POCSO Act,7,0
4028,I.P.C.,376(2)(f),0
4029,POCSO Act,14(2),0
4030,POCSO Act,4,0
4031,I.P.C.,376(3),0
4032,I.P.C.,354 A/325/34,0
4033,I.P.C.,441,0
4034,I.P.C.,376 AB,0
4035,I.P.C.,323,0
4037,I.P.C.,341,0
4038,POCSO Act,5(j)(ii)/5(n),0
4039,POCSO Act,5(j)(i),0
4040,I.P.C.,506,0
4041,I.P.C.,354 D,0
4042,POCSO Act,nil,1
4043,POCSO Act,12,0
4044,POCSO Act,4,0
4045,POCSO Act,4,0
4046,I.P.C.,366 A,0
4047,POCSO Act,19(i),0
4048,I.P.C.,354 B,0
4050,I.P.C.,376(2)(f),0
4052,I.P.C.,342,0
4053,I.P.C.,354,0
4054,I.P.C.,376(2),0
4055,I.P.C.,376(2)(1),0
4056,POCSO Act,4,0
4057,POCSO Act,10,0
4061,POCSO Act,12,0
4062,POCSO Act,8,0
4063,POCSO Act,6,0
4068,POCSO Act,6,0
4073,POCSO Act,12,0
4074,POCSO Act,8,0
4076,POCSO Act,3,0
4077,POCSO Act,7,0
4078,I.P.C.,144,0
4080,POCSO Act,4,0
4081,POCSO Act,6,0
4082,POCSO Act,18,0
4083,POCSO Act,7,0
4084,I.P.C.,376(2)(i),0
4085,I.P.C.,343/366 A,0
4086,POCSO Act,8,0
4087,I.P.C.,313/511,0
4088,I.P.C.,107,0
4089,I.P.C.,457/34,0
4090,I.P.C.,376,0
4091,I.P.C.,366 A/376,0
4092,I.P.C.,376 B,0
4093,POCSO Act,8,0
4094,I.P.C.,143,0
4095,I.P.C.,447,0
4099,POCSO Act,17,0
4100,I.P.C.,496,0
4101,I.P.C.,448/354 A,0
4102,POCSO Act,12,0
4103,POCSO Act,10,0
4104,I.P.C.,366 A,0
4105,I.P.C.,376 D,0
4106,POCSO Act,5,0
4107,I.P.C.,376(2)(i),0
4108,I.P.C.,376/420/212/34,0
4109,I.P.C.,372(2)(i),0
4110,I.P.C.,448/354 A,0
4113,I.P.C.,366 A/376,0
4114,I.P.C.,447/341/354,0
4115,POCSO Act,6,0
4116,I.P.C.,366 A,0
4118,I.P.C.,342,0
4119,I.P.C.,376 AB,0
4120,I.P.C.,366 A/311,0
4121,I.P.C.,511/376,0
4122,I.P.C.,366 A/34,0
4123,POCSO Act,11,0
4124,I.P.C.,323/34,0
4125,PCMA,II,1
4126,I.P.C.,376(2)(i),0
4127,POCSO Act,8,0
4128,POCSO Act,4,0
4129,POCSO Act,4,0
4131,POCSO Act,12,0
4132,POCSO Act,7,0
4134,POCSO Act,10,0
4135,POCSO Act,6,0
4136,POCSO Act,10,0
4137,POCSO Act,8,0
4139,POCSO Act,12,0
4140,I.P.C.,366 A/343,0
4141,I.P.C.,417,0
4144,POCSO Act,childlabour,1
4145,POCSO Act,6,0
4146,POCSO Act,17,0
4148,I.P.C.,376(2)/376(1),0
4149,I.P.C.,376(3)/376(2)(m),0
4152,POCSO Act,18,0
4154,I.P.C.,304 B,0
4155,I.P.C.,376(2)(i),0
4157,I.P.C.,376(2)(h),0
4158,I.P.C.,35,0
4163,I.P.C.,376(3)/376(2)(i),0
4169,Child Labour (Prohibition and Regulation) Act,14,0
4172,POCSO Act,11(iv),0
4174,POCSO Act,II,1
4175,POCSO Act,IV,1
4177,POCSO Act,17,0
4179,POCSO Act,18,0
4180,I.P.C.,376(2)(f)/376(2)(i),0
4181,POCSO Act,5,0
4182,I.P.C.,354 A(1)(i),0
4190,POCSO Act,11,0
4191,POCSO Act,7,0
4192,POCSO Act,12,0
4193,"JJ Act, 2015",75,0
4194,I.P.C.,376(2)(g),0
4198,I.P.C.,268,0
4203,I.P.C.,376(2)(i),0
4204,I.P.C.,213,0
4206,I.P.C.,354 A(i)(ii),0
4208,I.P.C.,375(f),1
4211,I.P.C.,378,0
4212,I.P.C.,447,0
4213,I.P.C.,342,0
4215,I.P.C.,376(2)(l),0
4218,I.P.C.,354 A(i),0
4219,POCSO Act,8,0
4220,I.P.C.,376,0
4221,I.P.C.,366,0
4222,POCSO Act,4,0
4223,POCSO Act,12,0
4227,POCSO Act,7,0
4228,POCSO Act,8,0
4229,POCSO Act,14,0
4230,I.P.C.,366 A,0
4231,POCSO Act,5,0
4232,POCSO Act,6,0
4233,POCSO Act,12,0
4234,POCSO Act,14,0
4238,I.P.C.,366 A,0
4239,I.P.C.,366 A,0
4240,I.P.C.,376,0
4241,I.P.C.,506,0
4242,I.P.C.,34,0
4246,POCSO Act,18,0
4247,POCSO Act,U,1
4248,I.P.C.,120 B,0
4249,I.P.C.,366 A,0
4250,I.P.C.,384,0
4251,I.P.C.,376,0
4252,POCSO Act,4,0
4253,I.P.C.,376 A,0
4254,I.P.C.,354,0
4255,I.P.C.,354 A,0
4256,POCSO Act,8,0
4257,POCSO Act,4/6,0
4258,POCSO Act,12,0
4259,I.P.C.,366/376,0
4260,I.P.C.,375,0
4261,I.P.C.,376,0
4267,I.P.C.,376,0
4268,POCSO Act,4/6,0
4269,POCSO Act,6,0
4270,POCSO Act,8,0
4272,POCSO Act,4,0
4273,POCSO Act,8,0
4274,POCSO Act,10,0
4276,I.P.C.,373,0
4277,POCSO Act,4,0
4278,POCSO Act,21,0
4279,POCSO Act,8,0
4280,I.P.C.,141,0
4281,POCSO Act,17,0
4282,I.P.C.,376(1),0
4283,I.P.C.,420,0
4284,CMRA,3,0
4285,CMRA,4,0
4286,CMRA,5,0
4287,CMRA,6,0
4288,I.P.C.,363 A,0
4289,POCSO Act,R,1
4291,I.P.C.,376,0
4292,I.P.C.,376,0
4293,I.P.C.,415,0
4294,I.P.C.,495,0
4295,I.P.C.,366 A,0
4296,I.P.C.,34,0
4297,POCSO Act,18,0
4299,I.P.C.,379,0
4300,I.P.C.,344,0
4304,I.P.C.,448,0
4305,I.P.C.,326,0
4306,POCSO Act,8,0
4307,POCSO Act,4,0
4308,I.P.C.,304 A,0
4309,POCSO Act,8,0
4310,POCSO Act,5,0
4311,POCSO Act,4,0
4313,POCSO Act,4,0
4314,POCSO Act,8,0
4318,POCSO Act,12,0
4319,I.P.C.,376(2)(i),0
4320,I.P.C.,164,0
4321,I.P.C.,363,0
4322,I.P.C.,376(1),0
4323,I.P.C.,376(2)(i),0
4327,POCSO Act,11(ii),0
4328,I.P.C.,366,0
4333,POCSO Act,8,0
4334,I.P.C.,342,0
4336,I.P.C.,366,0
4337,I.P.C.,354,0
4338,I.P.C.,447,0
4339,I.P.C.,294,0
4340,I.P.C.,506,0
4341,I.P.C.,352,0
4343,I.P.C.,511,0
4344,POCSO Act,8,0
4345,POCSO Act,8,0
4346,POCSO Act,6,0
4347,I.P.C.,448,0
4348,I.P.C.,376(i)(l),1
4349,POCSO Act,4,0
4350,POCSO Act,17,0
4351,POCSO Act,7,0
4353,I.P.C.,354 D(2),0
4354,POCSO Act,11,0
4356,I.P.C.,376(3),0
4357,POCSO Act,354,0
4358,POCSO Act,363,0
4359,POCSO Act,380,0
4360,POCSO Act,34,0
4361,I.P.C.,498 A,0
4362,I.P.C.,366 A,0
4363,POCSO Act,8,0
4365,I.P.C.,376,0
4368,I.P.C.,376(2)(a)(i),0
4369,I.P.C.,376,0
4370,POCSO Act,8,0
4371,POCSO Act,3,0
4372,I.P.C.,341,0
4373,I.P.C.,323,0
4374,I.P.C.,376 D,0
4376,POCSO Act,9(r),0
4377,I.P.C.,448,0
4378,POCSO Act,8,0
4379,I.P.C.,376(3),0
4380,POCSO Act,12,0
4383,I.P.C.,376 B,0
4384,POCSO Act,9(n),0
4385,I.P.C.,447,0
4386,I.P.C.,376(1),0
4387,I.P.C.,506,0
4388,I.P.C.,342,0
4389,I.P.C.,366,0
4390,I.P.C.,511,0
4391,POCSO Act,4,0
4392,I.P.C.,420,0
4393,I.P.C.,354,0
4394,I.P.C.,366,0
4395,I.P.C.,500,0
4396,I.P.C.,294,0
4397,I.P.C.,506,0
4398,I.P.C.,(2)(1),1
4399,POCSO Act,7,0
4402,I.P.C.,376,0
4404,POCSO Act,15,0
4405,I.P.C.,369,0
4406,I.P.C.,376 DA/34,0
4407,POCSO Act,17,0
4408,I.P.C.,35(D),1
4410,I.P.C.,366 A,0
4412,I.P.C. & POCSO Act,366 A; 4,0
4414,I.P.C.,36(A),1
4415,I.P.C.,376(2)/376(1),0
4417,POCSO Act,12,0
4418,POCSO Act,14,0
4419,POCSO Act,8,0
4420,POCSO Act,6,0
4422,I.P.C.,120 B,0
4423,POCSO Act,18,0
4424,I.P.C.,366 A,0
4425,I.P.C.,34,0
4426,I.P.C.,366 A,0
4427,POCSO Act,4,0
4428,POCSO Act,16,0
4430,Information Technology Act,66 E,0
4436,I.P.C.,376(2),0
4439,Prevention of Damage to Public Property Act,3,0
4442,I.P.C.,372,0
4444,POCSO Act,11,0
4445,POCSO Act,8,0
4447,POCSO Act,4,0
4448,POCSO Act,12,0
4450,POCSO Act,6,0
4451,POCSO Act,9,0
4452,POCSO Act,10,0
4453,I.P.C.,376(2)(h),0
4455,POCSO Act,3,0
4457,POCSO Act,7,0
4458,POCSO Act,5,0
4459,I.P.C.,457,0
4460,POCSO Act,376(2)(1),1
4461,I.P.C.,511,0
4462,POCSO Act,11(v),0
4463,POCSO Act,6,0
4464,I.P.C.,448,0
4465,I.P.C.,354 A,0
4466,POCSO Act,6,0
4467,I.P.C.,363,0
4468,POCSO Act,4,0
4469,POCSO Act,18,0
4471,POCSO Act,22,0
4473,POCSO Act,---,1
4474,POCSO Act,2(d),1
4475,POCSO Act,8,0
4478,POCSO Act,13,0
4479,I.P.C.,376 AB,0
4480,I.P.C.,376(2)(i),0
4481,POCSO Act,18,0
4482,POCSO Act,3,0
4483,POCSO Act,3,0
4484,POCSO Act,4,0
4485,I.P.C.,376 A/511,0
4486,I.P.C.,376(2)(I),0
4487,I.P.C.,376 AB,0
4488,I.P.C.,376(2)(i),0
4489,I.P.C.,(F),1
4490,I.P.C.,(n),1
4491,POCSO Act,8,0
4494,I.P.C.,354 A,0
4495,I.P.C.,376(2)(i),0
4496,I.P.C.,354 A(3),0
4497,I.P.C.,417,0
4498,I.P.C. & POCSO Act,376(2)(f)/506; 4,0
4501,I.P.C.,354 A,0
4502,POCSO Act,4,0
4503,I.P.C.,376,0
4504,I.P.C.,34,0
4505,I.P.C.,325,0
4506,POCSO Act,8,0
4507,I.P.C.,120 B,0
4509,POCSO Act,4,0
4510,POCSO Act,4,0
4511,POCSO Act,376(d)(i)R,1
4512,POCSO Act,4,0
4513,I.P.C.,417,0
4514,I.P.C.,313,0
4516,POCSO Act,8,0
4517,I.P.C.,366 A,0
4518,I.P.C.,376(2)/376(1),0
4519,ITPA,5(1)(a),0
4520,I.P.C.,376(2)(i),0
4522,POCSO Act,6,0
4523,POCSO Act,6,0
4524,POCSO Act,6/8,0
4525,POCSO Act,6/10,0
4526,POCSO Act,376(2)(i),1
4528,POCSO Act,6,0
4529,POCSO Act,4,0
4530,POCSO Act,376,0
4531,POCSO Act,8,0
4532,I.P.C.,341/376,0
4533,I.P.C.,517,0
4534,POCSO Act,12,0
4535,POCSO Act,18,0
4536,I.P.C.,376,0
4537,I.P.C.,376(2),0
4539,I.P.C.,354 B,0
4540,POCSO Act,10,0
4541,I.P.C.,366A/376/34,0
4542,I.P.C. & POCSO Act,366 A/376; 4,0
4543,I.P.C.,376 DA,0
4544,I.P.C.,376(2)(i)/376(2)(l),0
4545,I.P.C.,376(2)(i),0
4547,I.P.C.,363,0
4548,I.P.C.,376(2)(f),0
4549,I.P.C.,511,0
4550,I.P.C.,341,0
4551,I.P.C.,457/376,0
4552,I.P.C.,366 A/342/208,0
4553,I.P.C.,448,0
4554,I.P.C.,120 B,0
4555,I.P.C.,493,0
4556,I.P.C.,506,0
4557,POCSO Act,9,0
4558,POCSO Act,---,1
4559,I.P.C.,511,0
4563,POCSO Act,23,0
4564,Information Technology Act,67 B,0
4565,I.P.C.,228 A,0
4566,I.P.C.,376(2),0
4567,POCSO Act,5(B)(iv),1
4568,I.P.C.,328(2)g,0
4569,I.P.C.,(B),1
4570,I.P.C.,376(2)(h),0
4571,POCSO Act,4,0
4572,I.P.C.,354 B/511,0
4574,POCSO Act,4,0
4575,POCSO Act,8,0
4576,POCSO Act,8,0
4577,POCSO Act,6,0
4578,POCSO Act,12,0
4579,POCSO Act,4,0
4581,POCSO Act,7,0
4582,POCSO Act,4/8,0
4583,POCSO Act,12/18,0
4584,POCSO Act,4/6,0
4585,I.P.C.,376(A)(D),0
4586,POCSO Act,---,1
4587,POCSO Act,7,0
4588,POCSO Act,376(2)(i),1
4589,POCSO Act,6,0
4590,POCSO Act,12,0
4591,POCSO Act,4,0
4592,POCSO Act,18,0
4593,POCSO Act,---,1
4594,POCSO Act,4,0
4595,POCSO Act,4/6,0
4596,POCSO Act,10,0
4597,POCSO Act,R,1
4598,POCSO Act,6,0
4599,POCSO Act,3,0
4600,I.P.C.,376 D,0
4601,I.P.C.,376,0
4602,POCSO Act,8,0
4603,POCSO Act,5(g),0
4604,I.P.C.,366 A,0
4605,I.P.C.,376(1),0
